,County,2009 Median Price,2010 Median Price,2013 Median Price,2012 Median Price
49,83,306800.0,297900.0,299400.0,285700.0
50,139,176900.0,164400.0,183000.0,164800.0
51,825,62400.0,54500.0,55800.0,59900.0
52,1818,110000.0,99600.0,99400.0,101300.0
53,468,133000.0,134400.0,122300.0,111700.0
54,1824,154700.0,151100.0,160900.0,152900.0
55,78,200600.0,199100.0,231600.0,208300.0
56,2375,99200.0,98400.0,107100.0,101100.0
57,1044,291000.0,245000.0,252300.0,235700.0
58,1920,51500.0,43900.0,51900.0,48000.0
59,202,513300.0,517900.0,578500.0,550800.0
60,477,84900.0,83500.0,84800.0,83500.0
61,1355,188500.0,183200.0,171400.0,184400.0
62,821,129300.0,117900.0,115000.0,120300.0
63,1512,110100.0,104600.0,106600.0,100600.0
64,368,87000.0,84400.0,82800.0,84300.0
65,1842,170700.0,152900.0,160000.0,159800.0
66,498,115200.0,111400.0,111500.0,110600.0
67,163,216000.0,202800.0,183200.0,181500.0
68,1792,77300.0,75700.0,74600.0,74500.0
