,County,2009 Median Price,2010 Median Price,2013 Median Price,2012 Median Price
69,630,94700.0,92600.0,95300.0,89900.0
70,461,192200.0,186300.0,182000.0,179600.0
71,1749,147700.0,146100.0,154600.0,147200.0
72,1505,145600.0,145000.0,133600.0,133100.0
73,2172,64200.0,63800.0,68300.0,66500.0
74,1766,129300.0,125100.0,120500.0,109600.0
75,977,88980.0,83443.0,96099.0,80188.0
76,228,166500.0,156700.0,165900.0,160200.0
77,1562,126600.0,114800.0,109400.0,105000.0
78,73,112400.0,103500.0,77400.0,73600.0
79,48,229100.0,213000.0,204400.0,196100.0
80,2511,58900.0,53400.0,55600.0,52500.0
81,1860,175500.0,172200.0,185300.0,174500.0
82,2077,130700.0,123400.0,120200.0,106000.0
83,1396,124600.0,115800.0,143200.0,119000.0
84,2089,50400.0,59800.0,64200.0,51400.0
85,2864,91000.0,92400.0,111900.0,102000.0
86,196,329200.0,332100.0,338100.0,326700.0
87,1593,86067.0,85332.0,88376.0,84652.0
88,1561,117800.0,114500.0,113800.0,110700.0
89,1443,117800.0,108100.0,107500.0,99200.0
90,1483,107700.0,100400.0,112400.0,104900.0
91,1662,85200.0,83900.0,83400.0,81700.0
92,1414,113700.0,114500.0,118700.0,114800.0
93,2043,69000.0,72000.0,68300.0,69100.0
94,1362,115300.0,101900.0,108700.0,99700.0
95,1428,112400.0,114800.0,118500.0,114200.0
96,2086,82500.0,81100.0,80900.0,80500.0
97,678,116100.0,115300.0,114100.0,112700.0
98,1279,158200.0,145400.0,143400.0,141000.0
99,1353,81600.0,73800.0,74800.0,74800.0
100,1931,128900.0,126300.0,120000.0,116200.0
101,253,261000.0,249000.0,240500.0,239600.0
102,1660,76500.0,75600.0,81700.0,78800.0
103,239,103600.0,101600.0,110200.0,97500.0
104,775,150400.0,151200.0,154400.0,147600.0
105,892,61600.0,66000.0,72000.0,72600.0
106,596,100500.0,99900.0,108100.0,108400.0
107,1567,93300.0,91700.0,92400.0,87400.0
108,479,179500.0,175400.0,176700.0,173400.0
109,2183,75100.0,74300.0,81300.0,76100.0
110,1480,193000.0,188100.0,183400.0,183300.0
111,2189,76800.0,78100.0,63800.0,70400.0
112,1214,119300.0,119200.0,119200.0,120400.0
113,471,61149.0,61504.0,70060.0,65288.0
114,645,127000.0,126100.0,131300.0,133500.0
115,2136,123400.0,121000.0,133700.0,124500.0
116,722,168100.0,162000.0,160000.0,163000.0
117,191,125300.0,121000.0,133000.0,123800.0
118,1778,125500.0,124500.0,126000.0,125300.0
119,2381,68000.0,64800.0,58000.0,60600.0
120,1628,138200.0,137400.0,139100.0,135500.0
121,2683,75800.0,72300.0,72300.0,72300.0
122,420,242100.0,233000.0,246900.0,234200.0
123,1913,66300.0,63900.0,65900.0,65200.0
124,235,169100.0,172900.0,175500.0,172300.0
125,1896,102200.0,95000.0,103200.0,99200.0
126,39,416700.0,400900.0,400300.0,377500.0
127,232,150000.0,146200.0,147500.0,142400.0
128,1359,154600.0,137187.0,140526.0,148850.0
129,119,164100.0,155700.0,147500.0,147000.0
130,306,183300.0,181300.0,179500.0,171900.0
131,1182,186300.0,180100.0,163000.0,163300.0
132,1287,101800.0,103700.0,102600.0,92900.0
133,1161,124700.0,123400.0,128100.0,123900.0
134,1288,100100.0,89800.0,72400.0,77400.0
135,2702,43000.0,44100.0,45700.0,44100.0
136,2859,130800.0,125400.0,121800.0,127200.0
137,2555,66600.0,74300.0,81500.0,68800.0
138,1563,125700.0,116500.0,129200.0,119400.0
139,307,106200.0,106300.0,115300.0,112300.0
140,2113,61500.0,60800.0,60000.0,60100.0
141,1848,424000.0,374100.0,365800.0,361000.0
142,312,100200.0,103400.0,105000.0,104400.0
143,1963,205300.0,203900.0,215900.0,205600.0
144,1949,48133.0,49896.0,62400.0,60126.0
145,1490,122500.0,106300.0,117700.0,121000.0
146,319,148000.0,140100.0,142000.0,137900.0
147,502,152000.0,150700.0,152900.0,149100.0
148,2143,167700.0,155800.0,157400.0,153300.0
149,2177,105200.0,101700.0,112600.0,105900.0
150,1894,77100.0,80200.0,83400.0,96100.0
151,1605,225000.0,204700.0,209900.0,199500.0
152,1358,160500.0,157300.0,146800.0,138400.0
153,726,95600.0,91800.0,91700.0,90000.0
154,830,105600.0,104800.0,109600.0,108000.0
155,1507,142100.0,133300.0,128800.0,126200.0
156,1493,168700.0,167800.0,177300.0,175800.0
157,327,159700.0,157100.0,153800.0,152400.0
158,1281,146200.0,146100.0,149100.0,145100.0
159,2786,75600.0,86800.0,96500.0,88400.0
160,2050,49900.0,47300.0,55800.0,60600.0
161,1886,89700.0,86700.0,92200.0,86800.0
162,1335,151600.0,153200.0,152100.0,152800.0
163,764,176000.0,168000.0,162700.0,163800.0
164,2564,69700.0,68700.0,84900.0,74800.0
165,155,309300.0,304600.0,347400.0,319500.0
166,2126,160400.0,149500.0,157400.0,147900.0
167,2515,61700.0,61800.0,61900.0,61500.0
168,927,109000.0,108600.0,103300.0,105500.0
169,1378,89800.0,88500.0,95000.0,90300.0
170,3000,91835.0,96848.0,137233.0,124944.0
171,1528,145900.0,141900.0,161400.0,148700.0
172,1533,91500.0,86400.0,81400.0,84600.0
173,1748,113200.0,112900.0,112100.0,111000.0
174,1746,98600.0,82200.0,82900.0,78000.0
175,509,96800.0,111100.0,121400.0,116400.0
176,377,116200.0,111700.0,115500.0,113000.0
177,1565,79000.0,76000.0,79700.0,74700.0
178,1213,151000.0,149600.0,152300.0,147800.0
179,1258,146700.0,148200.0,147000.0,147300.0
180,925,71800.0,79200.0,81200.0,79300.0
181,861,128600.0,128500.0,133600.0,131500.0
182,1188,128100.0,109700.0,121400.0,113600.0
183,2372,117200.0,120300.0,133800.0,124300.0
184,949,90600.0,86900.0,85500.0,85100.0
185,80,245500.0,238200.0,239800.0,226800.0
186,595,283600.0,284100.0,286500.0,272800.0
187,20,307000.0,298100.0,319200.0,290100.0
188,2276,73382.0,70736.0,65241.0,59650.0
189,211,107500.0,102500.0,99600.0,101300.0
190,550,263000.0,265300.0,286300.0,271700.0
191,1160,138400.0,129200.0,154600.0,129000.0
192,1928,135100.0,132500.0,137200.0,131400.0
193,2358,63800.0,66500.0,62300.0,64100.0
194,642,96400.0,95500.0,94400.0,94700.0
195,1631,66500.0,65500.0,67700.0,64700.0
196,177,137800.0,133200.0,131500.0,129300.0
197,352,216600.0,205300.0,191400.0,185800.0
198,1728,197000.0,188300.0,188300.0,186500.0
199,665,80200.0,81000.0,83500.0,83800.0
200,906,89857.0,89003.0,95167.0,90078.0
201,1384,85100.0,83500.0,83000.0,82000.0
202,71,291000.0,284700.0,277900.0,266900.0
203,2071,78500.0,81100.0,84700.0,80400.0
204,627,132500.0,135200.0,154000.0,149000.0
205,1427,118800.0,125100.0,120300.0,124300.0
206,1439,136700.0,126200.0,128700.0,122500.0
207,182,194400.0,183600.0,193800.0,185300.0
208,1673,82400.0,76700.0,72500.0,73400.0
209,2058,64400.0,66800.0,57400.0,58200.0
210,403,96100.0,87100.0,93700.0,90400.0
211,1403,169800.0,171800.0,231100.0,205000.0
212,2844,86700.0,85600.0,94100.0,89100.0
213,105,229100.0,217100.0,203500.0,197100.0
214,1588,165100.0,163500.0,176500.0,165800.0
215,990,141400.0,130800.0,126100.0,130900.0
216,1457,103400.0,106000.0,101800.0,101300.0
217,1587,90000.0,89800.0,94100.0,92500.0
218,2605,75100.0,82400.0,90600.0,81000.0
219,129,133700.0,132400.0,131500.0,124800.0
220,225,162465.0,165220.0,176457.0,171591.0
221,192,213300.0,199800.0,211200.0,183900.0
222,1817,111300.0,86600.0,92800.0,83300.0
223,231,148600.0,141600.0,139100.0,140400.0
224,1369,84200.0,84200.0,81200.0,82700.0
225,1340,191100.0,189800.0,191100.0,183400.0
226,1237,99625.0,98936.0,102873.0,99935.0
227,2029,40977.0,41739.0,40546.0,41061.0
228,634,229500.0,214000.0,211500.0,184700.0
229,1259,97800.0,101600.0,107000.0,98600.0
230,2316,60700.0,61900.0,58500.0,59000.0
231,2708,69800.0,73700.0,74100.0,74100.0
232,2366,82600.0,79100.0,72000.0,73400.0
233,425,96800.0,93400.0,83100.0,88200.0
234,1632,98500.0,96900.0,103600.0,98200.0
235,786,133415.0,132458.0,134805.0,132381.0
236,2774,37900.0,33100.0,33600.0,36600.0
237,1313,64600.0,63300.0,62800.0,59000.0
238,1847,91400.0,90800.0,96600.0,92000.0
239,2309,77700.0,76500.0,81500.0,76900.0
240,1575,117900.0,116800.0,116100.0,114500.0
241,1639,102900.0,105100.0,104100.0,105800.0
242,603,144800.0,143700.0,139300.0,139700.0
243,411,302400.0,283100.0,277100.0,295000.0
244,288,92500.0,90200.0,70400.0,72000.0
245,1526,145400.0,135500.0,117500.0,122400.0
246,1576,140700.0,136500.0,176000.0,168400.0
247,91,180000.0,171700.0,150700.0,152700.0
248,3088,145400.0,138600.0,136400.0,136500.0
249,1201,73400.0,74000.0,74200.0,71100.0
250,2328,89700.0,86400.0,90800.0,85400.0
251,404,120300.0,117200.0,118900.0,117900.0
252,1607,77100.0,77000.0,77200.0,75400.0
253,559,133900.0,129300.0,129300.0,127600.0
254,1558,232700.0,231100.0,241300.0,239000.0
255,336,135300.0,134400.0,141500.0,136500.0
256,1021,95400.0,90000.0,95800.0,93900.0
257,1263,138000.0,110900.0,131100.0,114000.0
258,1419,117000.0,116400.0,119600.0,118200.0
259,383,322500.0,312200.0,294400.0,291400.0
260,496,145800.0,137900.0,131300.0,129900.0
261,2232,111787.0,109071.0,124750.0,114331.0
262,2902,95600.0,88200.0,106800.0,102000.0
263,741,134600.0,135000.0,127700.0,123000.0
264,768,178800.0,146300.0,155500.0,151400.0
265,809,164100.0,157300.0,159400.0,153400.0
266,819,122500.0,117600.0,118200.0,124100.0
267,1346,97800.0,84600.0,92300.0,79200.0
268,2068,92700.0,92700.0,105500.0,101000.0
269,1927,74700.0,76600.0,70900.0,74300.0
270,1864,88000.0,87000.0,78400.0,80600.0
271,243,290100.0,271000.0,275600.0,267600.0
272,1541,197900.0,195300.0,196800.0,189700.0
273,800,79100.0,80500.0,83000.0,77300.0
274,1745,60600.0,63000.0,63900.0,61500.0
275,555,187500.0,161800.0,173500.0,150200.0
276,2914,73500.0,73200.0,76100.0,73200.0
277,2042,66689.0,68936.0,64265.0,66251.0
278,612,71000.0,69900.0,70700.0,70200.0
279,543,92200.0,88900.0,89100.0,87700.0
280,488,243800.0,229400.0,208300.0,209000.0
281,402,245500.0,236700.0,256700.0,241100.0
282,1402,147400.0,164200.0,168300.0,166900.0
283,2280,62100.0,65400.0,54400.0,65100.0
284,1983,59600.0,56500.0,54900.0,55900.0
285,1518,98000.0,92500.0,90200.0,87000.0
286,807,112200.0,111100.0,113800.0,108300.0
287,1365,153100.0,149300.0,151600.0,145800.0
288,1293,156000.0,159100.0,166800.0,154800.0
289,844,130389.0,127520.0,133698.0,128997.0
290,1726,78700.0,77000.0,82700.0,78100.0
291,2217,108300.0,104800.0,116500.0,109000.0
292,2887,95500.0,95500.0,95400.0,95400.0
293,864,84900.0,87300.0,86700.0,76700.0
294,2707,80200.0,47700.0,59100.0,55600.0
295,271,114300.0,107900.0,105200.0,103200.0
296,1466,121700.0,116000.0,116600.0,115700.0
297,433,71700.0,70200.0,69500.0,68500.0
298,434,103300.0,100700.0,105000.0,103900.0
299,371,212400.0,204900.0,200800.0,196600.0
300,2076,115200.0,116700.0,120600.0,119100.0
301,1941,90000.0,88200.0,88800.0,86900.0
302,272,182600.0,184910.0,190914.0,185742.0
303,648,89700.0,89800.0,95500.0,91800.0
304,951,241600.0,235900.0,242400.0,232000.0
305,754,56187.0,54374.0,56162.0,49562.0
306,1669,161100.0,159700.0,172700.0,162700.0
307,1253,127200.0,125600.0,123800.0,123500.0
308,692,110272.0,93049.0,96739.0,97452.0
309,285,268600.0,253200.0,249200.0,238200.0
310,135,218800.0,208400.0,230100.0,208600.0
311,1783,146546.0,133291.0,153028.0,130384.0
312,1283,120900.0,108100.0,123600.0,109300.0
313,1581,234700.0,228600.0,232400.0,222800.0
314,1234,143000.0,136200.0,130200.0,127200.0
315,1469,221200.0,216400.0,225700.0,215100.0
316,2199,71000.0,67700.0,62600.0,57600.0
317,298,75700.0,73900.0,76100.0,74200.0
318,1458,75167.0,74082.0,73685.0,73023.0
319,701,135100.0,133100.0,134900.0,131300.0
320,1776,109500.0,115200.0,81700.0,82700.0
321,466,214900.0,195500.0,207400.0,190900.0
322,408,82700.0,83500.0,91000.0,89800.0
323,589,82500.0,82800.0,89600.0,87900.0
324,834,95000.0,97200.0,84100.0,82200.0
325,1248,171100.0,163100.0,168300.0,152700.0
326,2528,73600.0,74800.0,78100.0,74700.0
327,2065,62000.0,63400.0,58600.0,61100.0
328,820,132100.0,124600.0,120100.0,115500.0
329,617,79800.0,78000.0,77100.0,75100.0
330,554,65200.0,63800.0,70500.0,67300.0
331,1525,70900.0,68900.0,72500.0,69900.0
332,190,247100.0,236200.0,229500.0,225200.0
333,1413,172500.0,164100.0,162300.0,160000.0
334,94,303900.0,293400.0,297700.0,287200.0
335,964,84100.0,81000.0,82900.0,81800.0
336,144,201000.0,186900.0,183100.0,175200.0
337,2666,66900.0,62500.0,63000.0,67600.0
338,2901,83500.0,83500.0,82900.0,82900.0
339,652,97000.0,91600.0,103000.0,101800.0
340,704,75900.0,74400.0,71900.0,69700.0
341,2527,71000.0,74800.0,66300.0,67700.0
342,512,146700.0,126600.0,132300.0,127500.0
343,564,158100.0,152600.0,164200.0,150800.0
344,268,248900.0,250200.0,268800.0,258500.0
345,2023,70600.0,70900.0,67200.0,68600.0
346,460,98400.0,96100.0,97500.0,95800.0
347,1410,128500.0,125800.0,129300.0,123000.0
348,847,162200.0,121000.0,133400.0,118400.0
349,2469,115600.0,115700.0,115900.0,116000.0
350,1303,110100.0,99700.0,92400.0,87100.0
351,125,279600.0,259700.0,278700.0,253700.0
352,2698,50500.0,48800.0,46900.0,46200.0
353,2878,67900.0,70800.0,66600.0,70100.0
354,1712,86800.0,99400.0,90500.0,91500.0
355,1434,214500.0,208700.0,200800.0,189100.0
356,744,93900.0,88000.0,83200.0,85900.0
357,695,76800.0,78800.0,80000.0,85500.0
358,2509,62200.0,59900.0,60100.0,64300.0
359,1347,108182.0,110469.0,100577.0,108404.0
360,1661,134600.0,131700.0,126700.0,129600.0
361,10,145000.0,132600.0,169100.0,134700.0
362,292,91500.0,88100.0,86400.0,83700.0
363,113,214600.0,202900.0,222100.0,197900.0
364,1336,132800.0,125500.0,123300.0,119700.0
365,2668,81200.0,92700.0,76700.0,80200.0
366,1014,292600.0,265900.0,282000.0,275100.0
367,723,248200.0,223700.0,212400.0,204000.0
368,1260,158500.0,142900.0,139600.0,129500.0
369,969,90700.0,88300.0,99600.0,97100.0
370,2463,66400.0,63900.0,74100.0,63600.0
371,1768,75400.0,78100.0,82000.0,77900.0
372,536,142400.0,138400.0,149400.0,144100.0
373,1246,146700.0,142000.0,140300.0,135300.0
374,1067,167800.0,131700.0,125800.0,122500.0
375,2347,81000.0,80900.0,81600.0,78700.0
376,1236,52600.0,45500.0,54600.0,42200.0
377,2078,87110.0,90821.0,95579.0,91683.0
378,1087,213800.0,212300.0,227800.0,215900.0
379,430,58800.0,57800.0,58200.0,58100.0
380,2383,103200.0,94200.0,102700.0,93700.0
381,2516,86700.0,80500.0,76000.0,90900.0
382,835,121500.0,117300.0,121400.0,120500.0
383,214,133000.0,133600.0,134100.0,129700.0
384,382,88800.0,87300.0,82800.0,81400.0
385,172,129100.0,128600.0,128300.0,127200.0
386,602,96900.0,97500.0,99300.0,99000.0
387,1635,105300.0,101800.0,95500.0,101500.0
388,1985,87200.0,84500.0,75700.0,79200.0
389,1423,119800.0,128200.0,129000.0,119800.0
390,429,108000.0,108700.0,112000.0,108800.0
391,672,99000.0,102200.0,92900.0,91200.0
392,699,104600.0,112400.0,118400.0,112100.0
393,1179,174300.0,160500.0,167100.0,153200.0
394,305,150700.0,139900.0,120500.0,137400.0
395,1659,64700.0,63500.0,65900.0,63900.0
396,300,262500.0,244400.0,248400.0,229800.0
397,594,117200.0,106700.0,107200.0,114700.0
398,2013,73400.0,72200.0,69600.0,68900.0
399,1514,94300.0,89800.0,94000.0,89300.0
400,561,84500.0,79300.0,83600.0,90100.0
401,1418,142200.0,129300.0,130800.0,129600.0
402,1508,74300.0,73300.0,70600.0,74900.0
403,1997,136400.0,136400.0,136300.0,136400.0
404,703,91400.0,83700.0,85300.0,82700.0
405,1212,230600.0,217700.0,240400.0,223200.0
406,54,202200.0,200800.0,223700.0,205800.0
407,959,163700.0,152300.0,138000.0,141100.0
408,2494,86900.0,85400.0,92300.0,86600.0
409,2170,78500.0,77500.0,72400.0,71500.0
410,1451,104900.0,98900.0,98200.0,96800.0
411,1326,169400.0,156500.0,156800.0,150800.0
412,507,216300.0,196900.0,208500.0,196600.0
413,599,202000.0,176800.0,189400.0,161000.0
414,482,109100.0,110800.0,113200.0,111200.0
415,544,153800.0,148300.0,143100.0,143400.0
416,347,73100.0,67800.0,70500.0,69700.0
417,540,91200.0,88400.0,83100.0,85600.0
418,898,159100.0,131300.0,158400.0,124000.0
419,1351,209600.0,198200.0,227400.0,213100.0
420,318,89900.0,93900.0,85200.0,86700.0
421,2300,52900.0,52500.0,55500.0,52700.0
422,2495,55500.0,55800.0,56300.0,56300.0
423,27,339500.0,326700.0,423500.0,335300.0
424,2108,183000.0,181600.0,195000.0,189700.0
425,1156,199500.0,178200.0,173100.0,157300.0
426,1629,98700.0,96500.0,102700.0,97600.0
427,1697,99400.0,96200.0,98500.0,98400.0
428,508,154700.0,144500.0,146400.0,138200.0
429,2187,64400.0,66900.0,60700.0,62100.0
430,600,99400.0,99400.0,101900.0,100100.0
431,1422,101300.0,99000.0,97500.0,98000.0
432,727,73900.0,74700.0,74000.0,72600.0
433,2618,55200.0,56200.0,46000.0,54300.0
434,715,103100.0,110100.0,87300.0,90200.0
435,2246,75100.0,91500.0,72400.0,69600.0
436,1325,151600.0,142600.0,146600.0,135900.0
437,1651,64200.0,66100.0,54700.0,66300.0
438,362,163900.0,158800.0,158800.0,148900.0
439,1930,68632.0,67440.0,69898.0,70541.0
440,1135,88800.0,64700.0,72500.0,72200.0
441,385,101100.0,98100.0,102400.0,97600.0
442,359,146000.0,143200.0,133000.0,131900.0
443,515,97800.0,97600.0,95500.0,95300.0
444,1065,68900.0,66900.0,67100.0,68400.0
445,1623,66800.0,66000.0,66000.0,66000.0
446,1940,62400.0,55200.0,54400.0,56500.0
447,1807,106100.0,104800.0,106800.0,105500.0
448,651,64949.0,66381.0,61511.0,62586.0
449,409,78500.0,78700.0,77300.0,76800.0
450,473,83300.0,84200.0,79000.0,80800.0
451,2056,77182.0,78068.0,72383.0,67255.0
452,588,88900.0,80400.0,79700.0,82800.0
453,2295,62900.0,60300.0,64800.0,66200.0
454,904,144800.0,130300.0,148000.0,140500.0
455,2918,62000.0,62000.0,62000.0,62000.0
456,1474,128800.0,125200.0,133600.0,125800.0
457,1405,107900.0,105619.0,107549.0,104058.0
458,622,192200.0,174800.0,210100.0,188200.0
459,2425,65700.0,66600.0,57000.0,62500.0
460,161,213900.0,213800.0,218800.0,214500.0
461,142,109300.0,110000.0,100200.0,101100.0
462,267,145400.0,138900.0,127200.0,126700.0
463,184,181200.0,177400.0,176000.0,173700.0
464,1495,112600.0,112700.0,102600.0,104900.0
465,1085,87200.0,96400.0,94600.0,90700.0
466,867,225500.0,222500.0,234000.0,223900.0
467,886,258200.0,232400.0,242200.0,225000.0
468,2045,84971.0,84817.0,88914.0,87861.0
469,22,108900.0,106900.0,98200.0,94700.0
470,1911,108800.0,105400.0,100800.0,96000.0
471,121,207600.0,194000.0,213100.0,196400.0
472,902,106818.0,95181.0,108134.0,102846.0
473,1097,49700.0,50700.0,48600.0,45700.0
474,491,164900.0,164700.0,178000.0,171900.0
475,1906,66800.0,64700.0,69400.0,70800.0
476,6,118300.0,115100.0,117400.0,111500.0
477,98,205300.0,201500.0,203400.0,193600.0
478,660,60315.0,58191.0,54520.0,56921.0
479,756,279700.0,265200.0,275400.0,270400.0
480,568,98000.0,96000.0,142100.0,137500.0
481,478,68400.0,65000.0,62500.0,62500.0
482,167,151900.0,145100.0,138700.0,135700.0
483,251,114500.0,111200.0,102800.0,101300.0
484,69,147600.0,139200.0,151700.0,139600.0
485,684,143300.0,139800.0,140600.0,139200.0
486,1717,68500.0,67600.0,72700.0,70900.0
487,1368,96600.0,99100.0,98600.0,97800.0
488,1216,234100.0,219900.0,232700.0,207400.0
489,1830,181400.0,170100.0,175100.0,160900.0
490,859,75275.0,73338.0,82715.0,82481.0
491,2853,47700.0,47100.0,51400.0,47400.0
492,1436,87000.0,85800.0,80800.0,81300.0
493,1591,98147.0,95037.0,89468.0,89262.0
494,1674,81500.0,76400.0,78200.0,72300.0
495,2241,67100.0,67800.0,76400.0,70600.0
496,1357,162200.0,145000.0,132900.0,124400.0
497,3093,101300.0,98000.0,93700.0,93400.0
498,256,148800.0,147500.0,141600.0,144700.0
499,593,139300.0,138600.0,135500.0,135900.0
500,2040,92200.0,91300.0,79800.0,79600.0
501,1789,105000.0,109400.0,85300.0,85600.0
502,1955,61100.0,55300.0,57500.0,55900.0
503,2135,101300.0,90000.0,94900.0,90900.0
504,702,77300.0,91600.0,89500.0,90500.0
505,1178,131500.0,119300.0,113300.0,92300.0
506,1879,93500.0,89100.0,92100.0,86900.0
507,805,216200.0,186900.0,175300.0,166000.0
508,953,111300.0,119000.0,123600.0,119100.0
509,1333,82500.0,80400.0,77400.0,77900.0
510,609,130300.0,124800.0,114600.0,117100.0
511,237,231100.0,227000.0,236500.0,228100.0
512,679,133000.0,127700.0,130800.0,129700.0
513,79,206900.0,197600.0,181000.0,182200.0
514,787,165715.0,154540.0,155125.0,149741.0
515,1642,47900.0,50400.0,65500.0,63900.0
516,2689,59200.0,54600.0,55800.0,54000.0
517,65,184700.0,183200.0,195000.0,183700.0
518,76,215500.0,208700.0,252700.0,229200.0
519,690,72300.0,72000.0,74300.0,72900.0
520,266,195900.0,187400.0,238700.0,193600.0
521,2506,79900.0,80900.0,76400.0,78600.0
522,970,172900.0,172600.0,174700.0,168000.0
523,1868,96600.0,90600.0,89500.0,88500.0
524,597,107100.0,109100.0,109700.0,107900.0
525,1757,147962.0,133123.0,121141.0,122150.0
526,75,353100.0,356000.0,428700.0,384700.0
527,1914,66000.0,62800.0,64300.0,61700.0
528,923,146800.0,144600.0,148000.0,142500.0
529,1646,97200.0,91400.0,97800.0,97600.0
530,410,131900.0,128100.0,126200.0,125000.0
531,1251,161500.0,158400.0,146900.0,139600.0
532,816,152700.0,150400.0,151700.0,154200.0
533,774,147700.0,134100.0,123500.0,118000.0
534,296,157100.0,153500.0,155000.0,149700.0
535,1374,91200.0,87700.0,76600.0,80800.0
536,158,305800.0,297500.0,344300.0,313800.0
537,1316,108400.0,96400.0,98000.0,87300.0
538,1344,181100.0,179100.0,171400.0,169800.0
539,738,157800.0,152800.0,176800.0,148800.0
540,89,130000.0,126100.0,130200.0,128300.0
541,616,269400.0,244100.0,268400.0,236700.0
542,349,143900.0,137600.0,136800.0,124100.0
543,706,229000.0,215200.0,220800.0,222600.0
544,647,110900.0,108100.0,111800.0,106100.0
545,1169,252900.0,231700.0,241800.0,223500.0
546,1597,111900.0,112400.0,115600.0,112900.0
547,393,129500.0,136600.0,137800.0,138800.0
548,971,585300.0,601200.0,609200.0,590200.0
549,2182,57385.0,56293.0,55484.0,55241.0
550,1578,125300.0,124100.0,117800.0,118000.0
551,539,77600.0,74400.0,71800.0,74600.0
552,1232,161200.0,158700.0,157700.0,152900.0
553,153,263200.0,250300.0,230000.0,221600.0
554,1172,127700.0,112300.0,112000.0,96900.0
555,2861,61800.0,63100.0,62700.0,61700.0
556,2173,68500.0,69700.0,69300.0,68400.0
557,577,562400.0,501400.0,510600.0,456200.0
558,2585,85300.0,84000.0,71100.0,67400.0
559,1196,149500.0,146900.0,138900.0,140700.0
560,2697,130500.0,133400.0,142000.0,139400.0
561,1354,115600.0,110800.0,115900.0,110600.0
562,379,122200.0,121600.0,124800.0,121400.0
563,1311,104700.0,106100.0,128500.0,118200.0
564,1509,140200.0,126800.0,120300.0,113600.0
565,547,56300.0,52900.0,52200.0,52200.0
566,824,101900.0,101000.0,101600.0,99000.0
567,2118,85200.0,79500.0,83700.0,81200.0
568,1521,154300.0,145100.0,141800.0,134800.0
569,1680,115800.0,106200.0,115100.0,116100.0
570,229,310100.0,293800.0,345900.0,288400.0
571,72,194000.0,188600.0,199100.0,189800.0
572,1175,115100.0,114300.0,109800.0,111500.0
573,875,299100.0,289900.0,335300.0,299600.0
574,1863,82700.0,80700.0,68900.0,69800.0
575,781,66118.0,65972.0,69552.0,68094.0
576,1256,115200.0,117500.0,114800.0,121200.0
577,606,206900.0,195900.0,224900.0,213700.0
578,280,131000.0,137900.0,138000.0,130700.0
579,436,171600.0,175700.0,162200.0,160200.0
580,1767,141200.0,129600.0,135600.0,128400.0
581,2222,66513.0,65115.0,59307.0,61736.0
582,1705,120800.0,114400.0,117700.0,111300.0
583,2714,133500.0,133500.0,51200.0,47100.0
584,1634,104500.0,103200.0,111300.0,105000.0
585,37,121500.0,123300.0,128500.0,123000.0
586,447,109700.0,110100.0,111500.0,109200.0
587,162,104300.0,104300.0,108600.0,108600.0
588,709,77356.0,76000.0,85300.0,88900.0
589,1217,112900.0,103900.0,93600.0,89200.0
590,56,304800.0,301400.0,325800.0,297200.0
591,53,327900.0,306700.0,294500.0,285100.0
592,698,140100.0,131800.0,140200.0,124000.0
593,1055,175200.0,159200.0,155900.0,150000.0
594,358,93700.0,87900.0,83900.0,84100.0
595,1367,241300.0,243800.0,239800.0,245700.0
596,884,408500.0,399200.0,460000.0,424500.0
597,26,421000.0,426100.0,482100.0,448900.0
598,38,327800.0,320300.0,308700.0,299400.0
599,286,134800.0,134400.0,138100.0,133400.0
600,862,56300.0,51300.0,44800.0,47500.0
601,1040,560800.0,576400.0,660200.0,586700.0
602,2262,70000.0,70000.0,69900.0,69900.0
603,1816,155300.0,145900.0,143600.0,135600.0
604,1683,74500.0,72600.0,76900.0,73000.0
605,1004,75800.0,74400.0,81600.0,83000.0
606,343,124600.0,122500.0,128000.0,119200.0
607,497,273700.0,278700.0,314400.0,286900.0
608,2568,71865.0,68588.0,59592.0,61342.0
609,1356,215700.0,197800.0,196800.0,179800.0
610,2205,59700.0,57600.0,53500.0,54600.0
611,154,142500.0,140100.0,139700.0,138100.0
612,798,94200.0,87400.0,83600.0,80000.0
613,295,72500.0,72400.0,74700.0,74100.0
614,707,160400.0,150500.0,157800.0,153500.0
615,2204,167100.0,166000.0,164900.0,164600.0
616,1890,74300.0,70900.0,63800.0,64000.0
617,1854,100000.0,98700.0,103900.0,97600.0
618,2019,102600.0,104500.0,112400.0,107100.0
619,1372,138800.0,133100.0,143300.0,127200.0
620,1380,211300.0,200300.0,204900.0,201100.0
621,294,103800.0,103500.0,104000.0,104300.0
622,1371,111800.0,95900.0,97600.0,92400.0
623,1425,130500.0,129700.0,128500.0,128500.0
624,994,134600.0,115000.0,105300.0,100100.0
625,838,196500.0,188600.0,182400.0,182600.0
626,365,126800.0,121600.0,122500.0,119400.0
627,1939,75300.0,77200.0,72100.0,72100.0
628,2025,88862.0,87400.0,85100.0,86700.0
629,1424,101500.0,106200.0,110000.0,100500.0
630,1272,240100.0,227200.0,250200.0,218200.0
631,134,126500.0,125000.0,116300.0,116500.0
632,1186,179800.0,180500.0,185000.0,178500.0
633,2265,64400.0,65300.0,51600.0,50200.0
634,2259,77319.0,72475.0,71484.0,75237.0
635,1957,206300.0,197900.0,206700.0,199800.0
636,1834,111500.0,100100.0,97700.0,90800.0
