,County,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
1298,2039,70900,70800,70600,70900,71100,72600,75200,75800,-100,-200,300,200,1500,2600,600,-0.141043724,-0.282485876,0.424929178,0.282087447,2.109704641,3.581267218,0.79787234
1299,1892,165100,153800,135100,136000,147600,157300,164500,173600,-11300,-18700,900,11600,9700,7200,9100,-6.844336766,-12.15864759,0.666173205,8.529411765,6.571815718,4.577240941,5.531914894
1300,1664,73100,70200,70800,71300,74500,77800,77600,78000,-2900,600,500,3200,3300,-200,400,-3.967168263,0.854700855,0.706214689,4.488078541,4.429530201,-0.257069409,0.515463918
1301,1446,124800,123400,122800,124000,125000,129300,127100,139800,-1400,-600,1200,1000,4300,-2200,12700,-1.121794872,-0.486223663,0.977198697,0.806451613,3.44,-1.701469451,9.992132179
1302,1837,80400,69700,67000,67300,69200,70900,76300,76800,-10700,-2700,300,1900,1700,5400,500,-13.30845771,-3.87374462,0.447761194,2.823179792,2.456647399,7.616361072,0.655307995
1303,2539,316100,305200,295500,296100,268200,279400,299000,330400,-10900,-9700,600,-27900,11200,19600,31400,-3.448275862,-3.178243775,0.203045685,-9.422492401,4.175988069,7.015032212,10.50167224
1304,97,410800,395500,372400,370700,387600,396300,402000,403600,-15300,-23100,-1700,16900,8700,5700,1600,-3.724440117,-5.840707965,-0.456498389,4.558942541,2.244582043,1.438304315,0.39800995
1305,2317,60700,57300,54800,56100,58700,62500,65200,71800,-3400,-2500,1300,2600,3800,2700,6600,-5.601317957,-4.363001745,2.372262774,4.634581105,6.473594549,4.32,10.12269939
1306,1693,139700,135400,132200,138900,144200,153900,159700,168200,-4300,-3200,6700,5300,9700,5800,8500,-3.078024338,-2.363367799,5.068078669,3.815694744,6.726768377,3.768680962,5.322479649
1307,1675,99600,64200,73100,74500,76400,84400,98500,125900,-35400,8900,1400,1900,8000,14100,27400,-35.54216867,13.86292835,1.915184679,2.55033557,10.47120419,16.70616114,27.81725888
1308,2483,128500,135200,140500,153900,175800,189900,201100,197700,6700,5300,13400,21900,14100,11200,-3400,5.214007782,3.920118343,9.537366548,14.23001949,8.020477816,5.897840969,-1.690701144
1309,700,86300,86200,83000,79500,80800,81400,83400,88800,-100,-3200,-3500,1300,600,2000,5400,-0.115874855,-3.712296984,-4.21686747,1.635220126,0.742574257,2.457002457,6.474820144
1310,2480,71400,69100,66500,68300,69400,70400,69000,75800,-2300,-2600,1800,1100,1000,-1400,6800,-3.221288515,-3.762662808,2.706766917,1.610541728,1.44092219,-1.988636364,9.855072464
1311,58,245700,227500,217200,233500,259300,283200,331200,383100,-18200,-10300,16300,25800,23900,48000,51900,-7.407407407,-4.527472527,7.504604052,11.04925054,9.217123024,16.94915254,15.67028986
1312,1616,104200,85800,70400,83400,90800,94500,100700,104200,-18400,-15400,13000,7400,3700,6200,3500,-17.65834933,-17.94871795,18.46590909,8.872901679,4.074889868,6.560846561,3.475670308
1313,1026,59500,59500,57600,58900,57100,56800,59700,70000,0,-1900,1300,-1800,-300,2900,10300,0,-3.193277311,2.256944444,-3.056027165,-0.525394046,5.105633803,17.25293132
1314,662,118200,119700,116800,119300,118500,122400,127000,131900,1500,-2900,2500,-800,3900,4600,4900,1.269035533,-2.422723475,2.140410959,-0.670578374,3.291139241,3.758169935,3.858267717
1315,1262,102200,95200,92900,87300,88300,84500,89000,85400,-7000,-2300,-5600,1000,-3800,4500,-3600,-6.849315068,-2.415966387,-6.027987083,1.145475372,-4.303510759,5.325443787,-4.04494382
1316,1276,83000,75200,75100,76600,78400,84600,91800,103800,-7800,-100,1500,1800,6200,7200,12000,-9.397590361,-0.132978723,1.997336884,2.349869452,7.908163265,8.510638298,13.07189542
1317,419,93700,93100,89200,88900,88700,91900,93400,99700,-600,-3900,-300,-200,3200,1500,6300,-0.640341515,-4.189044039,-0.33632287,-0.224971879,3.607666291,1.632208923,6.745182013
1318,470,65200,64000,63300,63100,61600,57200,62700,66200,-1200,-700,-200,-1500,-4400,5500,3500,-1.840490798,-1.09375,-0.315955766,-2.377179081,-7.142857143,9.615384615,5.582137161
1319,1073,1126000,1048000,1023900,1053700,1125500,1262000,1365200,1405300,-78000,-24100,29800,71800,136500,103200,40100,-6.927175844,-2.299618321,2.910440473,6.814083705,12.12794314,8.177496038,2.937298564
1320,297,415100,389000,368100,388500,472400,513000,563200,610500,-26100,-20900,20400,83900,40600,50200,47300,-6.287641532,-5.372750643,5.54197229,21.5958816,8.594411516,9.785575049,8.3984375
1321,388,114910,109697,104150,104582,104511,101579,108528,112230,-5213,-5547,432,-71,-2932,6949,3702,-4.536593856,-5.056656062,0.414786366,-0.067889312,-2.805446317,6.840980911,3.411101283
1322,1429,198100,185100,172500,173700,187700,198400,218000,234800,-13000,-12600,1200,14000,10700,19600,16800,-6.562342251,-6.80713128,0.695652174,8.059873345,5.700586042,9.879032258,7.706422018
1323,21,404000,395600,377700,379300,400800,424100,441500,467700,-8400,-17900,1600,21500,23300,17400,26200,-2.079207921,-4.524772497,0.423616627,5.668336409,5.813373253,4.102805942,5.934314836
1324,2475,90100,89500,89200,91200,95200,99400,105400,110700,-600,-300,2000,4000,4200,6000,5300,-0.665926748,-0.335195531,2.242152466,4.385964912,4.411764706,6.036217304,5.028462998
1325,1421,172400,169200,166000,170000,177200,184100,193400,197900,-3200,-3200,4000,7200,6900,9300,4500,-1.856148492,-1.891252955,2.409638554,4.235294118,3.893905192,5.05160239,2.326783868
1326,351,153300,142200,138200,142100,137300,144800,156600,165000,-11100,-4000,3900,-4800,7500,11800,8400,-7.240704501,-2.812939522,2.821997106,-3.377902885,5.462490896,8.149171271,5.363984674
1327,1544,71100,67500,66900,68400,71900,75600,79100,82400,-3600,-600,1500,3500,3700,3500,3300,-5.063291139,-0.888888889,2.242152466,5.116959064,5.146036161,4.62962963,4.17193426
1328,657,113000,112300,111200,111600,112900,113200,124000,133700,-700,-1100,400,1300,300,10800,9700,-0.619469027,-0.979519145,0.35971223,1.164874552,0.265721878,9.540636042,7.822580645
1329,999,185900,178100,164400,164900,168900,170800,172000,174800,-7800,-13700,500,4000,1900,1200,2800,-4.195804196,-7.692307692,0.304136253,2.425712553,1.124925992,0.702576112,1.627906977
1330,2186,93900,99200,95500,95800,91600,91300,98500,107000,5300,-3700,300,-4200,-300,7200,8500,5.644302449,-3.72983871,0.314136126,-4.384133612,-0.327510917,7.886089814,8.629441624
1331,3003,71826,68723,66804,64032,63962,63163,60995,64933,-3103,-1919,-2772,-70,-799,-2168,3938,-4.320162615,-2.792369367,-4.149452129,-0.10932034,-1.2491792,-3.432389215,6.456266907
1332,1088,53800,50800,48000,51300,51600,52400,48400,56100,-3000,-2800,3300,300,800,-4000,7700,-5.576208178,-5.511811024,6.875,0.584795322,1.550387597,-7.633587786,15.90909091
1333,378,332800,291200,264500,280200,329000,344800,365500,398000,-41600,-26700,15700,48800,15800,20700,32500,-12.5,-9.168956044,5.935727788,17.41613133,4.802431611,6.003480278,8.891928865
1334,82,218300,203000,190500,182300,189000,193300,202200,216500,-15300,-12500,-8200,6700,4300,8900,14300,-7.008703619,-6.157635468,-4.304461942,3.67526056,2.275132275,4.604242111,7.072205737
1335,207,185800,176500,162200,164500,178400,182600,192300,203900,-9300,-14300,2300,13900,4200,9700,11600,-5.005382131,-8.101983003,1.418002466,8.449848024,2.35426009,5.312157722,6.03224129
1336,43,219700,210800,198400,192600,198100,193700,194300,201500,-8900,-12400,-5800,5500,-4400,600,7200,-4.050978607,-5.882352941,-2.923387097,2.855659398,-2.221100454,0.309757357,3.705609882
1337,941,210100,203900,200400,204100,207700,217500,224500,234100,-6200,-3500,3700,3600,9800,7000,9600,-2.950975726,-1.71652771,1.846307385,1.763841254,4.718343765,3.218390805,4.276169265
1338,164,234600,221400,208000,205500,205700,205800,211700,218100,-13200,-13400,-2500,200,100,5900,6400,-5.626598465,-6.052393857,-1.201923077,0.097323601,0.048614487,2.86686103,3.023145961
1339,14,864000,897100,914800,965300,1085800,1220500,1298500,1310700,33100,17700,50500,120500,134700,78000,12200,3.831018519,1.973024189,5.520332313,12.48316586,12.40559956,6.390823433,0.93954563
1340,1538,77400,72200,67800,71200,70900,67900,70700,79700,-5200,-4400,3400,-300,-3000,2800,9000,-6.718346253,-6.094182825,5.014749263,-0.421348315,-4.231311707,4.12371134,12.72984441
1341,718,84000,82400,80200,79300,77500,82300,81300,85600,-1600,-2200,-900,-1800,4800,-1000,4300,-1.904761905,-2.669902913,-1.122194514,-2.269861286,6.193548387,-1.215066829,5.289052891
1342,230,184800,175600,162500,154700,153800,157600,156200,165600,-9200,-13100,-7800,-900,3800,-1400,9400,-4.978354978,-7.460136674,-4.8,-0.58177117,2.470741222,-0.888324873,6.017925736
1343,427,303100,317000,292700,318700,308000,320300,315400,352100,13900,-24300,26000,-10700,12300,-4900,36700,4.585945233,-7.665615142,8.882815169,-3.357389394,3.993506494,-1.529815798,11.63601776
1344,1363,96700,88000,71600,77400,89000,101100,119200,126400,-8700,-16400,5800,11600,12100,18100,7200,-8.996897622,-18.63636364,8.100558659,14.9870801,13.59550562,17.90306627,6.040268456
1345,1007,79000,79000,93800,97300,98400,103600,104300,109800,0,14800,3500,1100,5200,700,5500,0,18.73417722,3.731343284,1.130524152,5.284552846,0.675675676,5.27325024
1346,2665,84100,97500,81900,82200,79600,79600,85800,95800,13400,-15600,300,-2600,0,6200,10000,15.9334126,-16,0.366300366,-3.163017032,0,7.788944724,11.65501166
1347,2297,70500,70000,72000,74100,74500,82900,87100,91400,-500,2000,2100,400,8400,4200,4300,-0.709219858,2.857142857,2.916666667,0.539811066,11.27516779,5.066344994,4.936854191
1348,1621,147400,138600,136700,143500,154400,164300,181300,189200,-8800,-1900,6800,10900,9900,17000,7900,-5.970149254,-1.370851371,4.974396489,7.595818815,6.411917098,10.34692635,4.357418643
1349,195,96700,99700,97500,99100,104200,107300,108500,117800,3000,-2200,1600,5100,3100,1200,9300,3.10237849,-2.20661986,1.641025641,5.146316852,2.975047985,1.118359739,8.571428571
1350,3027,115617,115650,115866,117765,128364,129772,125025,132665,33,216,1899,10599,1408,-4747,7640,0.028542515,0.186770428,1.638962249,9.000127372,1.096880745,-3.65795395,6.110777844
1351,1547,76200,75800,75900,77900,79100,86700,91400,96400,-400,100,2000,1200,7600,4700,5000,-0.524934383,0.131926121,2.635046113,1.540436457,9.608091024,5.420991926,5.470459519
1352,2286,43200,42900,44000,43900,48800,55200,59500,61300,-300,1100,-100,4900,6400,4300,1800,-0.694444444,2.564102564,-0.227272727,11.16173121,13.1147541,7.789855072,3.025210084
1353,180,181400,171000,153700,151900,151400,157700,160800,168900,-10400,-17300,-1800,-500,6300,3100,8100,-5.733186329,-10.11695906,-1.171112557,-0.329163924,4.161162483,1.965757768,5.037313433
1354,64,343300,341400,330800,344900,376900,397600,418000,446100,-1900,-10600,14100,32000,20700,20400,28100,-0.553451791,-3.104862332,4.262394196,9.278051609,5.49217299,5.130784708,6.722488038
1355,152,197400,188200,174400,169300,176000,176300,177700,180700,-9200,-13800,-5100,6700,300,1400,3000,-4.660587639,-7.332624867,-2.924311927,3.957471943,0.170454545,0.794100964,1.688238604
1356,391,72000,71200,73300,73600,72600,73300,78100,78200,-800,2100,300,-1000,700,4800,100,-1.111111111,2.949438202,0.409276944,-1.358695652,0.964187328,6.548431105,0.128040973
1357,1208,116000,113500,111600,116700,118700,125500,132900,140400,-2500,-1900,5100,2000,6800,7400,7500,-2.155172414,-1.674008811,4.569892473,1.713796058,5.728727885,5.896414343,5.643340858
1358,649,118721,104615,95159,101217,122339,138521,143576,149630,-14106,-9456,6058,21122,16182,5055,6054,-11.88163846,-9.038856761,6.366187118,20.868036,13.22718021,3.649266176,4.216582159
1359,2640,75000,77600,76300,85500,88500,88600,93700,98900,2600,-1300,9200,3000,100,5100,5200,3.466666667,-1.675257732,12.0576671,3.50877193,0.11299435,5.756207675,5.549626467
1360,1164,130700,130400,130700,148100,172400,187700,199300,216200,-300,300,17400,24300,15300,11600,16900,-0.229533282,0.23006135,13.31293037,16.40783255,8.874709977,6.180074587,8.479678876
1361,1716,64100,63000,62300,62300,62500,64300,66500,68300,-1100,-700,0,200,1800,2200,1800,-1.716068643,-1.111111111,0,0.321027287,2.88,3.421461897,2.706766917
1362,77,269500,255900,236200,229200,240500,242700,248800,253700,-13600,-19700,-7000,11300,2200,6100,4900,-5.046382189,-7.698319656,-2.963590178,4.930191972,0.914760915,2.513391018,1.969453376
1363,1771,78200,74200,71900,73400,70800,77200,81900,85500,-4000,-2300,1500,-2600,6400,4700,3600,-5.115089514,-3.099730458,2.086230876,-3.542234332,9.039548023,6.088082902,4.395604396
1364,1702,219378,210611,203650,209721,215860,248358,235850,252085,-8767,-6961,6071,6139,32498,-12508,16235,-3.996298626,-3.305145505,2.981095016,2.927222357,15.05512832,-5.036278276,6.883612466
1365,459,136200,133200,128300,130500,129100,136000,137500,141500,-3000,-4900,2200,-1400,6900,1500,4000,-2.202643172,-3.678678679,1.714731099,-1.072796935,5.344694036,1.102941176,2.909090909
1366,1636,115700,116800,116800,115100,111600,116900,122800,129500,1100,0,-1700,-3500,5300,5900,6700,0.950734659,0,-1.455479452,-3.040834057,4.749103943,5.04704876,5.456026059
1367,1932,127800,116700,106800,108100,110200,118100,123400,130300,-11100,-9900,1300,2100,7900,5300,6900,-8.685446009,-8.483290488,1.217228464,1.942645698,7.168784029,4.487722269,5.591572123
1368,1126,112100,107700,106500,108400,94400,101000,104700,107600,-4400,-1200,1900,-14000,6600,3700,2900,-3.925066905,-1.114206128,1.784037559,-12.91512915,6.991525424,3.663366337,2.769818529
1369,2171,78500,78200,76500,79000,81600,85800,90700,96200,-300,-1700,2500,2600,4200,4900,5500,-0.382165605,-2.173913043,3.267973856,3.291139241,5.147058824,5.710955711,6.063947078
1370,1267,165900,160300,155100,159900,169300,172800,181300,194200,-5600,-5200,4800,9400,3500,8500,12900,-3.375527426,-3.243917654,3.094777563,5.878674171,2.06733609,4.918981481,7.115278544
1371,685,147800,146700,137400,137200,139400,144400,154000,155800,-1100,-9300,-200,2200,5000,9600,1800,-0.744248985,-6.339468303,-0.145560408,1.603498542,3.586800574,6.648199446,1.168831169
1372,1614,102500,86300,88900,85500,92800,96700,107200,113200,-16200,2600,-3400,7300,3900,10500,6000,-15.80487805,3.012746234,-3.824521935,8.538011696,4.202586207,10.85832472,5.597014925
1373,60,106100,104400,103300,104000,107100,108900,110700,124900,-1700,-1100,700,3100,1800,1800,14200,-1.602262017,-1.053639847,0.677637948,2.980769231,1.680672269,1.652892562,12.82746161
1374,694,52100,49200,49900,50700,51300,52800,53200,56500,-2900,700,800,600,1500,400,3300,-5.56621881,1.422764228,1.603206413,1.183431953,2.923976608,0.757575758,6.203007519
1375,1546,151500,148100,148300,153700,154100,158300,164300,168800,-3400,200,5400,400,4200,6000,4500,-2.244224422,0.135043889,3.641267701,0.260247235,2.72550292,3.790271636,2.73889227
1376,527,225100,221900,217300,218800,229300,236400,243200,252500,-3200,-4600,1500,10500,7100,6800,9300,-1.421590404,-2.073005858,0.690289922,4.798903108,3.096380288,2.876480541,3.824013158
1377,287,159200,154200,152300,152100,160500,164900,175200,190800,-5000,-1900,-200,8400,4400,10300,15600,-3.140703518,-1.232166018,-0.131319764,5.522682446,2.741433022,6.246209824,8.904109589
1378,2960,106800,101900,98600,103100,109400,115200,123200,136300,-4900,-3300,4500,6300,5800,8000,13100,-4.588014981,-3.238469087,4.563894523,6.11057226,5.301645338,6.944444444,10.63311688
1379,185,101500,102700,100400,102100,105500,105200,108600,113400,1200,-2300,1700,3400,-300,3400,4800,1.18226601,-2.239532619,1.693227092,3.33006856,-0.28436019,3.231939163,4.419889503
1380,1655,139400,150600,138900,134000,135600,135900,139400,146700,11200,-11700,-4900,1600,300,3500,7300,8.034433286,-7.768924303,-3.527717783,1.194029851,0.221238938,2.575423105,5.236728838
1381,102,121500,118900,118200,118400,119900,122100,124400,130100,-2600,-700,200,1500,2200,2300,5700,-2.139917695,-0.588730025,0.169204738,1.266891892,1.834862385,1.883701884,4.581993569
1382,1271,154600,152000,147400,143900,141600,132900,125600,129800,-2600,-4600,-3500,-2300,-8700,-7300,4200,-1.681759379,-3.026315789,-2.37449118,-1.598332175,-6.144067797,-5.492851768,3.343949045
1383,346,135400,136100,135500,136400,139100,141000,147200,145300,700,-600,900,2700,1900,6200,-1900,0.516986706,-0.440852314,0.664206642,1.979472141,1.365923796,4.397163121,-1.29076087
1384,4,496600,480600,452400,483100,571500,594100,633100,664800,-16000,-28200,30700,88400,22600,39000,31700,-3.221908981,-5.867665418,6.786030062,18.29848893,3.954505687,6.564551422,5.007107882
1385,1165,145800,131600,123300,129300,150900,164700,180900,206900,-14200,-8300,6000,21600,13800,16200,26000,-9.739368999,-6.306990881,4.866180049,16.70533643,9.145129225,9.836065574,14.37258154
1386,1995,66300,67600,68900,69300,72700,75900,78400,77400,1300,1300,400,3400,3200,2500,-1000,1.960784314,1.923076923,0.580551524,4.906204906,4.401650619,3.293807642,-1.275510204
1387,1315,244700,235200,224800,227000,240400,245100,250100,265000,-9500,-10400,2200,13400,4700,5000,14900,-3.882304863,-4.421768707,0.978647687,5.9030837,1.955074875,2.03998368,5.957616953
1388,128,245800,230100,219200,208600,212700,212200,209700,222000,-15700,-10900,-10600,4100,-500,-2500,12300,-6.387306753,-4.737070839,-4.835766423,1.96548418,-0.235072873,-1.178133836,5.865522175
1389,1400,88800,88100,87500,89400,94400,100300,97900,98300,-700,-600,1900,5000,5900,-2400,400,-0.788288288,-0.681044268,2.171428571,5.592841163,6.25,-2.392821535,0.408580184
1390,758,192400,185600,178300,181300,185400,192600,192700,203700,-6800,-7300,3000,4100,7200,100,11000,-3.534303534,-3.933189655,1.682557487,2.261445119,3.883495146,0.05192108,5.708354956
1391,399,75100,71800,67500,67600,67800,69600,69700,70500,-3300,-4300,100,200,1800,100,800,-4.394141145,-5.988857939,0.148148148,0.295857988,2.654867257,0.143678161,1.147776184
1392,1207,131400,131900,114900,116200,141100,149300,157400,174500,500,-17000,1300,24900,8200,8100,17100,0.380517504,-12.88855193,1.131418625,21.42857143,5.811481219,5.425318151,10.86404066
1393,661,84000,85000,85300,80000,84700,85900,86500,89100,1000,300,-5300,4700,1200,600,2600,1.19047619,0.352941176,-6.213364596,5.875,1.416765053,0.698486612,3.005780347
1394,2092,92100,90200,87800,86500,84000,78700,82900,91100,-1900,-2400,-1300,-2500,-5300,4200,8200,-2.062975027,-2.66075388,-1.480637813,-2.89017341,-6.30952381,5.336721728,9.891435464
1395,613,90000,89200,86100,87600,90700,90900,92400,94600,-800,-3100,1500,3100,200,1500,2200,-0.888888889,-3.475336323,1.742160279,3.538812785,0.220507166,1.650165017,2.380952381
1396,1231,117400,108000,102500,115400,137100,151400,161700,176700,-9400,-5500,12900,21700,14300,10300,15000,-8.00681431,-5.092592593,12.58536585,18.80415945,10.43034282,6.80317041,9.276437848
1397,324,86700,86600,86200,85800,89900,90900,93000,95500,-100,-400,-400,4100,1000,2100,2500,-0.115340254,-0.461893764,-0.464037123,4.778554779,1.112347052,2.310231023,2.688172043
1398,936,62900,60300,56000,57100,59600,61800,68000,71700,-2600,-4300,1100,2500,2200,6200,3700,-4.13354531,-7.131011609,1.964285714,4.378283713,3.691275168,10.03236246,5.441176471
1399,985,112300,110300,109300,111400,113200,116100,125400,128500,-2000,-1000,2100,1800,2900,9300,3100,-1.7809439,-0.906618314,1.921317475,1.615798923,2.561837456,8.010335917,2.472089314
1400,1812,92800,88200,81800,82600,84100,90100,93100,99200,-4600,-6400,800,1500,6000,3000,6100,-4.956896552,-7.256235828,0.97799511,1.81598063,7.134363853,3.32963374,6.552094522
1401,513,122100,117200,118100,116000,116500,117500,118800,123600,-4900,900,-2100,500,1000,1300,4800,-4.013104013,0.767918089,-1.778154107,0.431034483,0.858369099,1.106382979,4.04040404
1402,1235,132700,128200,126500,131500,140100,151300,162100,181300,-4500,-1700,5000,8600,11200,10800,19200,-3.391107762,-1.326053042,3.95256917,6.539923954,7.994289793,7.138136153,11.84454041
1403,681,117500,121200,114900,119500,121500,122600,127500,128900,3700,-6300,4600,2000,1100,4900,1400,3.14893617,-5.198019802,4.003481288,1.673640167,0.905349794,3.996737357,1.098039216
1404,782,60500,60500,55700,56100,54900,53900,57200,60100,0,-4800,400,-1200,-1000,3300,2900,0,-7.933884298,0.718132855,-2.139037433,-1.821493625,6.12244898,5.06993007
1405,1491,197400,121757,107198,135249,138468,144576,150072,161599,-75643,-14559,28051,3219,6108,5496,11527,-38.31965552,-11.95742339,26.16746581,2.380054566,4.411127481,3.801460823,7.680979796
1406,1289,94600,89400,82100,88300,95800,106400,110100,113700,-5200,-7300,6200,7500,10600,3700,3600,-5.496828753,-8.165548098,7.551766139,8.493771234,11.06471816,3.477443609,3.269754768
1407,1139,338700,315500,318000,313400,336300,350000,363200,382000,-23200,2500,-4600,22900,13700,13200,18800,-6.849719516,0.792393027,-1.446540881,7.306955967,4.073743681,3.771428571,5.176211454
1408,234,129900,128900,126300,130300,129200,136100,139100,148500,-1000,-2600,4000,-1100,6900,3000,9400,-0.769822941,-2.017067494,3.167062549,-0.844205679,5.340557276,2.204261572,6.757728253
1409,1835,74700,72000,69800,71600,73800,75500,80700,82100,-2700,-2200,1800,2200,1700,5200,1400,-3.614457831,-3.055555556,2.578796562,3.072625698,2.303523035,6.887417219,1.734820322
1410,1845,86900,84300,82500,82200,81200,82700,84300,85900,-2600,-1800,-300,-1000,1500,1600,1600,-2.991944764,-2.135231317,-0.363636364,-1.216545012,1.84729064,1.934703748,1.897983393
1411,1063,98300,95500,89600,93700,93500,93000,94800,95600,-2800,-5900,4100,-200,-500,1800,800,-2.848423194,-6.178010471,4.575892857,-0.213447172,-0.534759358,1.935483871,0.843881857
1412,2338,124500,113600,110600,118100,126100,137900,161300,170800,-10900,-3000,7500,8000,11800,23400,9500,-8.75502008,-2.64084507,6.78119349,6.773920406,9.357652657,16.96881798,5.889646621
1413,542,125500,153700,134900,130000,126700,119100,118700,127900,28200,-18800,-4900,-3300,-7600,-400,9200,22.47011952,-12.23162004,-3.632320237,-2.538461538,-5.998421468,-0.335852225,7.750631845
1414,417,228000,222300,213800,215300,225600,230700,237600,252300,-5700,-8500,1500,10300,5100,6900,14700,-2.5,-3.823661718,0.701590271,4.784022294,2.260638298,2.990897269,6.186868687
1415,908,142265,125972,128468,122395,129080,137099,148845,152022,-16293,2496,-6073,6685,8019,11746,3177,-11.45257091,1.98139269,-4.727247252,5.461824421,6.212426402,8.567531492,2.134435151
1416,979,73800,79500,70300,68400,72100,71800,73300,76100,5700,-9200,-1900,3700,-300,1500,2800,7.723577236,-11.57232704,-2.702702703,5.409356725,-0.416088766,2.08913649,3.819918145
1417,1815,139000,123800,119300,124900,129500,131000,134700,141700,-15200,-4500,5600,4600,1500,3700,7000,-10.9352518,-3.634894992,4.694048617,3.682946357,1.158301158,2.824427481,5.196733482
1418,1162,162800,151500,142300,146100,171000,192600,220300,242800,-11300,-9200,3800,24900,21600,27700,22500,-6.941031941,-6.072607261,2.670414617,17.04312115,12.63157895,14.38213915,10.21334544
1419,1755,89600,87500,86900,87600,92200,97600,101300,104800,-2100,-600,700,4600,5400,3700,3500,-2.34375,-0.685714286,0.80552359,5.251141553,5.856832972,3.790983607,3.455083909
1420,1948,125691,124619,123851,128757,133793,122547,121809,136087,-1072,-768,4906,5036,-11246,-738,14278,-0.85288525,-0.616278417,3.961211456,3.911243661,-8.405521963,-0.602217925,11.72162976
1421,2208,97900,95600,94500,99900,106200,111500,117500,122900,-2300,-1100,5400,6300,5300,6000,5400,-2.349336057,-1.150627615,5.714285714,6.306306306,4.990583804,5.381165919,4.595744681
1422,975,222600,205300,191000,203500,214200,229100,251600,278600,-17300,-14300,12500,10700,14900,22500,27000,-7.77178796,-6.965416464,6.544502618,5.257985258,6.95611578,9.821038848,10.73131955
1423,1923,181900,175800,172400,172000,175800,183000,193300,196700,-6100,-3400,-400,3800,7200,10300,3400,-3.353490929,-1.934015927,-0.232018561,2.209302326,4.09556314,5.628415301,1.758923952
1424,1753,199300,198100,199000,204600,210300,218600,224200,230800,-1200,900,5600,5700,8300,5600,6600,-0.602107376,0.454316002,2.814070352,2.785923754,3.946742748,2.561756633,2.943800178
1425,2084,78800,74600,56000,58300,55100,57400,58100,60800,-4200,-18600,2300,-3200,2300,700,2700,-5.329949239,-24.93297587,4.107142857,-5.488850772,4.174228675,1.219512195,4.647160069
1426,330,176700,172700,171600,175400,181000,194500,222700,237500,-4000,-1100,3800,5600,13500,28200,14800,-2.263723826,-0.636942675,2.214452214,3.192702395,7.458563536,14.49871465,6.64571172
1427,2869,66300,64500,64000,68600,74000,75100,78800,83600,-1800,-500,4600,5400,1100,3700,4800,-2.714932127,-0.775193798,7.1875,7.871720117,1.486486486,4.926764314,6.091370558
1428,1194,122900,113700,101600,105700,118700,127200,138300,153600,-9200,-12100,4100,13000,8500,11100,15300,-7.485760781,-10.64204046,4.035433071,12.29895932,7.160909857,8.726415094,11.06290672
1429,689,144200,136200,138600,132400,127800,135900,134400,133800,-8000,2400,-6200,-4600,8100,-1500,-600,-5.547850208,1.762114537,-4.473304473,-3.474320242,6.338028169,-1.103752759,-0.446428571
1430,93,317300,293700,277000,263900,268500,272900,279700,288100,-23600,-16700,-13100,4600,4400,6800,8400,-7.437756067,-5.686074225,-4.729241877,1.743084502,1.638733706,2.491755222,3.003217733
1431,1300,123700,118900,108800,105800,119200,131800,141000,151900,-4800,-10100,-3000,13400,12600,9200,10900,-3.880355699,-8.494533221,-2.757352941,12.66540643,10.5704698,6.980273141,7.730496454
1432,1827,126000,115300,111400,115000,122500,130900,140500,153000,-10700,-3900,3600,7500,8400,9600,12500,-8.492063492,-3.382480486,3.231597846,6.52173913,6.857142857,7.333842628,8.896797153
1433,446,126500,125300,122400,124700,125500,133000,137400,143100,-1200,-2900,2300,800,7500,4400,5700,-0.948616601,-2.314445331,1.879084967,0.641539695,5.976095618,3.308270677,4.148471616
1434,1760,110800,106500,103400,103300,106300,111200,113600,115400,-4300,-3100,-100,3000,4900,2400,1800,-3.880866426,-2.910798122,-0.096711799,2.904162633,4.609595484,2.158273381,1.584507042
1435,1496,133500,135300,121200,117400,116300,127400,127400,129100,1800,-14100,-3800,-1100,11100,0,1700,1.348314607,-10.42128603,-3.135313531,-0.936967632,9.544282029,0,1.334379906
1436,2896,65100,65600,66200,71500,77200,81900,82300,81000,500,600,5300,5700,4700,400,-1300,0.768049155,0.914634146,8.006042296,7.972027972,6.088082902,0.488400488,-1.579586877
1437,576,194300,186400,181100,181300,193300,191700,201300,212200,-7900,-5300,200,12000,-1600,9600,10900,-4.065877509,-2.843347639,0.110436223,6.618863762,-0.827728919,5.007824726,5.414803775
1438,1018,93700,103500,110300,113500,126100,127800,134600,133000,9800,6800,3200,12600,1700,6800,-1600,10.45891142,6.570048309,2.901178604,11.10132159,1.3481364,5.320813772,-1.188707281
1439,1361,166300,173100,169200,173100,177600,179900,185600,193100,6800,-3900,3900,4500,2300,5700,7500,4.088995791,-2.253032929,2.304964539,2.59965338,1.295045045,3.168426904,4.040948276
1440,273,110700,118700,111700,114800,118700,122800,125600,132400,8000,-7000,3100,3900,4100,2800,6800,7.226738934,-5.897219882,2.775290958,3.397212544,3.454085931,2.280130293,5.414012739
