,County,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
298,434,103300,100700,100300,103900,105000,106600,108400,114500,-2600,-400,3600,1100,1600,1800,6100,-2.516940949,-0.397219464,3.589232303,1.058710298,1.523809524,1.688555347,5.627306273
299,371,212400,204900,197300,196600,200800,200000,196000,203100,-7500,-7600,-700,4200,-800,-4000,7100,-3.531073446,-3.709126403,-0.35478966,2.136317396,-0.398406375,-2,3.62244898
300,2076,115200,116700,116900,119100,120600,128900,141600,145100,1500,200,2200,1500,8300,12700,3500,1.302083333,0.171379606,1.881950385,1.259445844,6.88225539,9.852598914,2.471751412
301,1941,90000,88200,87600,86900,88800,91600,96200,102000,-1800,-600,-700,1900,2800,4600,5800,-2,-0.680272109,-0.799086758,2.186421174,3.153153153,5.021834061,6.029106029
302,272,182600,184910,182537,185742,190914,196784,204144,215823,2310,-2373,3205,5172,5870,7360,11679,1.265060241,-1.283327024,1.755808411,2.784507543,3.074682841,3.740141475,5.720961674
303,648,89700,89800,88100,91800,95500,95900,97800,102500,100,-1700,3700,3700,400,1900,4700,0.11148272,-1.893095768,4.199772985,4.030501089,0.418848168,1.981230448,4.805725971
304,951,241600,235900,223800,232000,242400,258900,292700,307200,-5700,-12100,8200,10400,16500,33800,14500,-2.359271523,-5.129292073,3.663985702,4.482758621,6.806930693,13.05523368,4.95387769
305,754,56187,54374,50681,49562,56162,57416,54778,57076,-1813,-3693,-1119,6600,1254,-2638,2298,-3.226725043,-6.791849045,-2.20792802,13.31665389,2.232826466,-4.594538108,4.195114827
306,1669,161100,159700,157700,162700,172700,177200,185800,198100,-1400,-2000,5000,10000,4500,8600,12300,-0.86902545,-1.252348153,3.170577045,6.1462815,2.60567458,4.853273138,6.620021529
307,1253,127200,125600,122500,123500,123800,124100,128400,132500,-1600,-3100,1000,300,300,4300,4100,-1.257861635,-2.468152866,0.816326531,0.24291498,0.242326333,3.464947623,3.193146417
308,692,110272,93049,94259,97452,96739,98638,103600,110792,-17223,1210,3193,-713,1899,4962,7192,-15.61865206,1.300390117,3.387474936,-0.731642244,1.963013883,5.030515623,6.942084942
309,285,268600,253200,237900,238200,249200,251100,258100,270800,-15400,-15300,300,11000,1900,7000,12700,-5.733432614,-6.042654028,0.126103405,4.617968094,0.762439807,2.787733971,4.920573421
310,135,218800,208400,198700,208600,230100,233300,242400,286200,-10400,-9700,9900,21500,3200,9100,43800,-4.753199269,-4.654510557,4.982385506,10.30680729,1.390699696,3.900557222,18.06930693
311,1783,146546,133291,123117,130384,153028,149748,150801,150122,-13255,-10174,7267,22644,-3280,1053,-679,-9.04494152,-7.632923453,5.902515493,17.36716161,-2.143398594,0.703181345,-0.450262266
312,1283,120900,108100,104100,109300,123600,133500,154000,169700,-12800,-4000,5200,14300,9900,20500,15700,-10.5872622,-3.700277521,4.995196926,13.08325709,8.009708738,15.35580524,10.19480519
313,1581,234700,228600,214000,222800,232400,238500,247100,261100,-6100,-14600,8800,9600,6100,8600,14000,-2.599062633,-6.386701662,4.112149533,4.308797127,2.624784854,3.605870021,5.66572238
314,1234,143000,136200,126600,127200,130200,136400,147100,148600,-6800,-9600,600,3000,6200,10700,1500,-4.755244755,-7.04845815,0.473933649,2.358490566,4.761904762,7.84457478,1.01971448
315,1469,221200,216400,209700,215100,225700,227900,240600,252000,-4800,-6700,5400,10600,2200,12700,11400,-2.169981917,-3.096118299,2.575107296,4.927940493,0.974745237,5.57261957,4.738154613
316,2199,71000,67700,54800,57600,62600,62700,65200,65200,-3300,-12900,2800,5000,100,2500,0,-4.647887324,-19.05465288,5.109489051,8.680555556,0.159744409,3.987240829,0
317,298,75700,73900,72800,74200,76100,75500,77600,78300,-1800,-1100,1400,1900,-600,2100,700,-2.377807133,-1.48849797,1.923076923,2.5606469,-0.788436268,2.781456954,0.902061856
318,1458,75167,74082,72240,73023,73685,75196,79204,85291,-1085,-1842,783,662,1511,4008,6087,-1.443452579,-2.486433952,1.083887043,0.906563685,2.050620886,5.330070748,7.685217918
319,701,135100,133100,130200,131300,134900,144200,150400,166200,-2000,-2900,1100,3600,9300,6200,15800,-1.4803849,-2.178812923,0.844854071,2.741812643,6.893995552,4.299583911,10.50531915
320,1776,109500,115200,85900,82700,81700,87500,91200,92600,5700,-29300,-3200,-1000,5800,3700,1400,5.205479452,-25.43402778,-3.725261932,-1.209189843,7.099143207,4.228571429,1.535087719
321,466,214900,195500,187600,190900,207400,223100,238000,255000,-19400,-7900,3300,16500,15700,14900,17000,-9.02745463,-4.040920716,1.759061834,8.643268727,7.569913211,6.678619453,7.142857143
322,408,82700,83500,86700,89800,91000,89200,89500,90500,800,3200,3100,1200,-1800,300,1000,0.967351874,3.832335329,3.575547866,1.336302895,-1.978021978,0.33632287,1.117318436
323,589,82500,82800,83900,87900,89600,84100,83800,87400,300,1100,4000,1700,-5500,-300,3600,0.363636364,1.328502415,4.767580453,1.934015927,-6.138392857,-0.356718193,4.295942721
324,834,95000,97200,85200,82200,84100,93100,95100,100800,2200,-12000,-3000,1900,9000,2000,5700,2.315789474,-12.34567901,-3.521126761,2.311435523,10.70154578,2.148227712,5.993690852
325,1248,171100,163100,148200,152700,168300,184100,196000,216600,-8000,-14900,4500,15600,15800,11900,20600,-4.675628288,-9.135499693,3.036437247,10.21611002,9.387997623,6.463878327,10.51020408
326,2528,73600,74800,73500,74700,78100,77700,84300,89800,1200,-1300,1200,3400,-400,6600,5500,1.630434783,-1.737967914,1.632653061,4.551539491,-0.512163892,8.494208494,6.524317912
327,2065,62000,63400,63400,61100,58600,54600,55400,52200,1400,0,-2300,-2500,-4000,800,-3200,2.258064516,0,-3.627760252,-4.091653028,-6.825938567,1.465201465,-5.776173285
328,820,132100,124600,118700,115500,120100,129100,129100,137600,-7500,-5900,-3200,4600,9000,0,8500,-5.677517033,-4.735152488,-2.695871946,3.982683983,7.493755204,0,6.584043377
329,617,79800,78000,76100,75100,77100,78200,79900,87500,-1800,-1900,-1000,2000,1100,1700,7600,-2.255639098,-2.435897436,-1.314060447,2.663115846,1.426718547,2.173913043,9.511889862
330,554,65200,63800,59900,67300,70500,71600,76700,85900,-1400,-3900,7400,3200,1100,5100,9200,-2.147239264,-6.112852665,12.35392321,4.754829123,1.560283688,7.122905028,11.99478488
331,1525,70900,68900,68500,69900,72500,77000,80400,82500,-2000,-400,1400,2600,4500,3400,2100,-2.820874471,-0.580551524,2.04379562,3.719599428,6.206896552,4.415584416,2.611940299
332,190,247100,236200,226600,225200,229500,236600,242200,249300,-10900,-9600,-1400,4300,7100,5600,7100,-4.411169567,-4.064352244,-0.617828773,1.909413854,3.093681917,2.366863905,2.931461602
333,1413,172500,164100,161600,160000,162300,167100,167100,173300,-8400,-2500,-1600,2300,4800,0,6200,-4.869565217,-1.523461304,-0.99009901,1.4375,2.957486137,0,3.710353082
334,94,303900,293400,283300,287200,297700,305000,311800,321500,-10500,-10100,3900,10500,7300,6800,9700,-3.455083909,-3.442399455,1.376632545,3.655988858,2.45213302,2.229508197,3.11096857
335,964,84100,81000,79800,81800,82900,85200,86800,88300,-3100,-1200,2000,1100,2300,1600,1500,-3.68608799,-1.481481481,2.506265664,1.344743276,2.774427021,1.877934272,1.728110599
336,144,201000,186900,176500,175200,183100,188700,194800,213600,-14100,-10400,-1300,7900,5600,6100,18800,-7.014925373,-5.56447298,-0.736543909,4.50913242,3.058438012,3.232644409,9.650924025
337,2666,66900,62500,64800,67600,63000,64900,67900,71500,-4400,2300,2800,-4600,1900,3000,3600,-6.576980568,3.68,4.320987654,-6.804733728,3.015873016,4.622496148,5.30191458
338,2901,83500,83500,83000,82900,82900,82900,82800,90300,0,-500,-100,0,0,-100,7500,0,-0.598802395,-0.120481928,0,0,-0.120627262,9.057971014
339,652,97000,91600,95300,101800,103000,103700,104900,108400,-5400,3700,6500,1200,700,1200,3500,-5.567010309,4.03930131,6.820566632,1.178781925,0.67961165,1.157184185,3.336510963
340,704,75900,74400,71100,69700,71900,72500,77800,80500,-1500,-3300,-1400,2200,600,5300,2700,-1.976284585,-4.435483871,-1.969057665,3.156384505,0.83449235,7.310344828,3.470437018
341,2527,71000,74800,70200,67700,66300,69000,73200,76000,3800,-4600,-2500,-1400,2700,4200,2800,5.352112676,-6.14973262,-3.561253561,-2.067946824,4.07239819,6.086956522,3.825136612
342,512,146700,126600,128100,127500,132300,140500,144000,151400,-20100,1500,-600,4800,8200,3500,7400,-13.70143149,1.184834123,-0.468384075,3.764705882,6.198034769,2.491103203,5.138888889
343,564,158100,152600,148100,150800,164200,167900,186800,203100,-5500,-4500,2700,13400,3700,18900,16300,-3.478810879,-2.948885976,1.823092505,8.885941645,2.253349574,11.25670042,8.725910064
344,268,248900,250200,254400,258500,268800,272800,281400,296000,1300,4200,4100,10300,4000,8600,14600,0.522298112,1.678657074,1.61163522,3.984526112,1.488095238,3.152492669,5.188343994
345,2023,70600,70900,69600,68600,67200,67500,70600,72200,300,-1300,-1000,-1400,300,3100,1600,0.424929178,-1.833568406,-1.436781609,-2.040816327,0.446428571,4.592592593,2.266288952
346,460,98400,96100,97700,95800,97500,97400,97000,98900,-2300,1600,-1900,1700,-100,-400,1900,-2.337398374,1.664932362,-1.944728762,1.774530271,-0.102564103,-0.410677618,1.958762887
347,1410,128500,125800,123500,123000,129300,137500,143900,144800,-2700,-2300,-500,6300,8200,6400,900,-2.101167315,-1.828298887,-0.4048583,5.12195122,6.341840681,4.654545455,0.625434329
348,847,162200,121000,111000,118400,133400,147900,158100,174300,-41200,-10000,7400,15000,14500,10200,16200,-25.40073983,-8.26446281,6.666666667,12.66891892,10.86956522,6.896551724,10.24667932
349,2469,115600,115700,115900,116000,115900,117400,116500,88500,100,200,100,-100,1500,-900,-28000,0.08650519,0.172860847,0.086281277,-0.086206897,1.294219154,-0.766609881,-24.03433476
350,1303,110100,99700,91800,87100,92400,97500,110300,122800,-10400,-7900,-4700,5300,5100,12800,12500,-9.44595822,-7.923771314,-5.119825708,6.084959816,5.519480519,13.12820513,11.33272892
351,125,279600,259700,242600,253700,278700,307100,342900,388800,-19900,-17100,11100,25000,28400,35800,45900,-7.117310443,-6.584520601,4.575432811,9.854158455,10.19016864,11.65744057,13.38582677
352,2698,50500,48800,47000,46200,46900,48900,51400,50900,-1700,-1800,-800,700,2000,2500,-500,-3.366336634,-3.68852459,-1.70212766,1.515151515,4.264392324,5.112474438,-0.972762646
353,2878,67900,70800,64900,70100,66600,70200,72900,83400,2900,-5900,5200,-3500,3600,2700,10500,4.270986745,-8.333333333,8.012326656,-4.992867332,5.405405405,3.846153846,14.40329218
354,1712,86800,99400,94400,91500,90500,97600,91800,93700,12600,-5000,-2900,-1000,7100,-5800,1900,14.51612903,-5.030181087,-3.072033898,-1.092896175,7.845303867,-5.942622951,2.069716776
355,1434,214500,208700,192200,189100,200800,207800,213200,238800,-5800,-16500,-3100,11700,7000,5400,25600,-2.703962704,-7.90608529,-1.612903226,6.187202538,3.486055777,2.598652551,12.00750469
356,744,93900,88000,83500,85900,83200,84000,90500,96300,-5900,-4500,2400,-2700,800,6500,5800,-6.283280085,-5.113636364,2.874251497,-3.143189756,0.961538462,7.738095238,6.408839779
357,695,76800,78800,78000,85500,80000,77600,76300,77800,2000,-800,7500,-5500,-2400,-1300,1500,2.604166667,-1.015228426,9.615384615,-6.432748538,-3,-1.675257732,1.965923984
358,2509,62200,59900,59200,64300,60100,57400,61600,60400,-2300,-700,5100,-4200,-2700,4200,-1200,-3.697749196,-1.168614357,8.614864865,-6.531881804,-4.492512479,7.317073171,-1.948051948
359,1347,108182,110469,107847,108404,100577,110994,112889,121291,2287,-2622,557,-7827,10417,1895,8402,2.11403006,-2.373516552,0.51647241,-7.220213276,10.35723873,1.707299494,7.44270921
360,1661,134600,131700,132900,129600,126700,124100,132300,131600,-2900,1200,-3300,-2900,-2600,8200,-700,-2.154531947,0.911161731,-2.483069977,-2.237654321,-2.052091555,6.607574537,-0.529100529
361,10,145000,132600,119900,134700,169100,185100,198500,216700,-12400,-12700,14800,34400,16000,13400,18200,-8.551724138,-9.577677225,12.34361968,25.53823311,9.461856889,7.239330092,9.168765743
362,292,91500,88100,83000,83700,86400,86200,90500,94300,-3400,-5100,700,2700,-200,4300,3800,-3.715846995,-5.788876277,0.843373494,3.225806452,-0.231481481,4.988399072,4.198895028
363,113,214600,202900,186800,197900,222100,240000,269200,301100,-11700,-16100,11100,24200,17900,29200,31900,-5.452003728,-7.934943322,5.942184154,12.22839818,8.059432688,12.16666667,11.84992571
364,1336,132800,125500,110100,119700,123300,125300,132800,143500,-7300,-15400,9600,3600,2000,7500,10700,-5.496987952,-12.27091633,8.719346049,3.007518797,1.622060016,5.985634477,8.057228916
365,2668,81200,92700,77600,80200,76700,76000,82900,88300,11500,-15100,2600,-3500,-700,6900,5400,14.16256158,-16.28910464,3.350515464,-4.364089776,-0.912646675,9.078947368,6.513872135
366,1014,292600,265900,265200,275100,282000,289500,286600,290600,-26700,-700,9900,6900,7500,-2900,4000,-9.125085441,-0.263256863,3.733031674,2.508178844,2.659574468,-1.001727116,1.395673412
367,723,248200,223700,212600,204000,212400,231700,241700,262700,-24500,-11100,-8600,8400,19300,10000,21000,-9.871071716,-4.962002682,-4.045155221,4.117647059,9.086629002,4.315925766,8.688456765
368,1260,158500,142900,133200,129500,139600,149500,156600,171000,-15600,-9700,-3700,10100,9900,7100,14400,-9.842271293,-6.787963611,-2.777777778,7.799227799,7.091690544,4.74916388,9.195402299
369,969,90700,88300,96800,97100,99600,102800,107000,114200,-2400,8500,300,2500,3200,4200,7200,-2.646085998,9.626274066,0.309917355,2.574665294,3.212851406,4.085603113,6.728971963
370,2463,66400,63900,68200,63600,74100,72500,71000,83000,-2500,4300,-4600,10500,-1600,-1500,12000,-3.765060241,6.729264476,-6.744868035,16.50943396,-2.159244265,-2.068965517,16.90140845
371,1768,75400,78100,80500,77900,82000,80800,89600,93500,2700,2400,-2600,4100,-1200,8800,3900,3.580901857,3.072983355,-3.229813665,5.263157895,-1.463414634,10.89108911,4.352678571
372,536,142400,138400,140100,144100,149400,159200,172600,180900,-4000,1700,4000,5300,9800,13400,8300,-2.808988764,1.228323699,2.855103498,3.678001388,6.55957162,8.417085427,4.808806489
373,1246,146700,142000,142200,135300,140300,147700,151800,161300,-4700,200,-6900,5000,7400,4100,9500,-3.203817314,0.14084507,-4.852320675,3.6954915,5.274411974,2.775897089,6.258234519
374,1067,167800,131700,116600,122500,125800,130100,137700,138800,-36100,-15100,5900,3300,4300,7600,1100,-21.51370679,-11.46545178,5.060034305,2.693877551,3.418124006,5.841660261,0.798838054
375,2347,81000,80900,78600,78700,81600,87500,93000,95800,-100,-2300,100,2900,5900,5500,2800,-0.12345679,-2.843016069,0.127226463,3.684879288,7.230392157,6.285714286,3.010752688
376,1236,52600,45500,37700,42200,54600,64000,74700,79000,-7100,-7800,4500,12400,9400,10700,4300,-13.49809886,-17.14285714,11.93633952,29.38388626,17.21611722,16.71875,5.756358768
377,2078,87110,90821,89689,91683,95579,99084,100608,108553,3711,-1132,1994,3896,3505,1524,7945,4.260130869,-1.246407769,2.223238078,4.249424648,3.667123531,1.538088894,7.896986323
378,1087,213800,212300,209300,215900,227800,242200,270800,297000,-1500,-3000,6600,11900,14400,28600,26200,-0.701590271,-1.413094677,3.153368371,5.511811024,6.321334504,11.80842279,9.675036928
379,430,58800,57800,58000,58100,58200,60300,60000,64200,-1000,200,100,100,2100,-300,4200,-1.700680272,0.346020761,0.172413793,0.17211704,3.608247423,-0.497512438,7
380,2383,103200,94200,92000,93700,102700,107800,116200,127900,-9000,-2200,1700,9000,5100,8400,11700,-8.720930233,-2.335456476,1.847826087,9.605122732,4.965920156,7.792207792,10.06884682
381,2516,86700,80500,85400,90900,76000,69000,91500,109400,-6200,4900,5500,-14900,-7000,22500,17900,-7.151095732,6.086956522,6.44028103,-16.39163916,-9.210526316,32.60869565,19.56284153
382,835,121500,117300,113100,120500,121400,123400,120100,124600,-4200,-4200,7400,900,2000,-3300,4500,-3.456790123,-3.58056266,6.542882405,0.746887967,1.647446458,-2.674230146,3.746877602
383,214,133000,133600,129800,129700,134100,136600,142500,150500,600,-3800,-100,4400,2500,5900,8000,0.45112782,-2.844311377,-0.077041602,3.392444102,1.864280388,4.319180088,5.614035088
384,382,88800,87300,83800,81400,82800,83200,85100,89000,-1500,-3500,-2400,1400,400,1900,3900,-1.689189189,-4.009163803,-2.863961814,1.71990172,0.483091787,2.283653846,4.582843713
385,172,129100,128600,127300,127200,128300,130800,145900,153000,-500,-1300,-100,1100,2500,15100,7100,-0.387296669,-1.01088647,-0.078554595,0.864779874,1.948558067,11.54434251,4.866346813
386,602,96900,97500,97800,99000,99300,103700,103600,105700,600,300,1200,300,4400,-100,2100,0.619195046,0.307692308,1.226993865,0.303030303,4.43101712,-0.096432015,2.027027027
387,1635,105300,101800,99100,101500,95500,110100,108200,107800,-3500,-2700,2400,-6000,14600,-1900,-400,-3.323836657,-2.652259332,2.421796165,-5.911330049,15.28795812,-1.725703906,-0.369685767
388,1985,87200,84500,80400,79200,75700,76600,78700,83600,-2700,-4100,-1200,-3500,900,2100,4900,-3.096330275,-4.852071006,-1.492537313,-4.419191919,1.188903567,2.74151436,6.226175349
389,1423,119800,128200,123800,119800,129000,139900,144900,159000,8400,-4400,-4000,9200,10900,5000,14100,7.011686144,-3.432137285,-3.231017771,7.679465776,8.449612403,3.573981415,9.730848861
390,429,108000,108700,108100,108800,112000,114700,118200,117700,700,-600,700,3200,2700,3500,-500,0.648148148,-0.551977921,0.647548566,2.941176471,2.410714286,3.051438535,-0.423011844
391,672,99000,102200,115700,91200,92900,106700,110600,116500,3200,13500,-24500,1700,13800,3900,5900,3.232323232,13.20939335,-21.17545376,1.864035088,14.85468245,3.655107779,5.334538879
392,699,104600,112400,111400,112100,118400,118200,121700,129800,7800,-1000,700,6300,-200,3500,8100,7.456978967,-0.889679715,0.628366248,5.619982159,-0.168918919,2.96108291,6.655710764
393,1179,174300,160500,144800,153200,167100,185800,192900,215500,-13800,-15700,8400,13900,18700,7100,22600,-7.917383821,-9.781931464,5.801104972,9.07310705,11.19090365,3.82131324,11.71591498
394,305,150700,139900,139200,137400,120500,124200,118900,123500,-10800,-700,-1800,-16900,3700,-5300,4600,-7.166556072,-0.500357398,-1.293103448,-12.29985444,3.070539419,-4.267310789,3.868797309
395,1659,64700,63500,63200,63900,65900,66500,72700,74700,-1200,-300,700,2000,600,6200,2000,-1.854714065,-0.472440945,1.107594937,3.129890454,0.91047041,9.323308271,2.751031637
396,300,262500,244400,226200,229800,248400,270300,286400,312500,-18100,-18200,3600,18600,21900,16100,26100,-6.895238095,-7.446808511,1.591511936,8.093994778,8.816425121,5.956344802,9.113128492
397,594,117200,106700,108100,114700,107200,103500,105100,104600,-10500,1400,6600,-7500,-3700,1600,-500,-8.959044369,1.312089972,6.105457909,-6.538796861,-3.451492537,1.54589372,-0.475737393
398,2013,73400,72200,68200,68900,69600,72400,69800,74100,-1200,-4000,700,700,2800,-2600,4300,-1.634877384,-5.540166205,1.026392962,1.015965167,4.022988506,-3.591160221,6.160458453
399,1514,94300,89800,90500,89300,94000,96400,109600,117300,-4500,700,-1200,4700,2400,13200,7700,-4.772004242,0.779510022,-1.325966851,5.263157895,2.553191489,13.69294606,7.025547445
400,561,84500,79300,90200,90100,83600,86200,88900,92100,-5200,10900,-100,-6500,2600,2700,3200,-6.153846154,13.74527112,-0.110864745,-7.214206437,3.110047847,3.13225058,3.599550056
401,1418,142200,129300,128300,129600,130800,133800,139400,144600,-12900,-1000,1300,1200,3000,5600,5200,-9.071729958,-0.773395205,1.013250195,0.925925926,2.293577982,4.185351271,3.730272597
402,1508,74300,73300,72400,74900,70600,78800,77900,78200,-1000,-900,2500,-4300,8200,-900,300,-1.34589502,-1.227830832,3.453038674,-5.740987984,11.61473088,-1.14213198,0.385109114
403,1997,136400,136400,136400,136400,136300,136800,132900,125600,0,0,0,-100,500,-3900,-7300,0,0,0,-0.073313783,0.366837858,-2.850877193,-5.492851768
404,703,91400,83700,79900,82700,85300,90000,94200,103400,-7700,-3800,2800,2600,4700,4200,9200,-8.424507659,-4.540023895,3.504380476,3.143893591,5.50996483,4.666666667,9.766454352
405,1212,230600,217700,211000,223200,240400,270900,303200,318100,-12900,-6700,12200,17200,30500,32300,14900,-5.594102342,-3.077629766,5.781990521,7.70609319,12.68718802,11.9232189,4.914248021
406,54,202200,200800,200500,205800,223700,241400,266100,294900,-1400,-300,5300,17900,17700,24700,28800,-0.692383778,-0.14940239,2.643391521,8.69776482,7.912382655,10.23198012,10.82299887
407,959,163700,152300,142100,141100,138000,140400,150300,153800,-11400,-10200,-1000,-3100,2400,9900,3500,-6.963958461,-6.697307945,-0.703729768,-2.197023388,1.739130435,7.051282051,2.328675981
408,2494,86900,85400,84000,86600,92300,99900,105400,116900,-1500,-1400,2600,5700,7600,5500,11500,-1.726121979,-1.639344262,3.095238095,6.581986143,8.234019502,5.505505506,10.91081594
409,2170,78500,77500,71800,71500,72400,76200,79100,78600,-1000,-5700,-300,900,3800,2900,-500,-1.27388535,-7.35483871,-0.417827298,1.258741259,5.248618785,3.805774278,-0.632111252
410,1451,104900,98900,97500,96800,98200,96000,104700,104700,-6000,-1400,-700,1400,-2200,8700,0,-5.719733079,-1.415571284,-0.717948718,1.446280992,-2.240325866,9.0625,0
411,1326,169400,156500,152400,150800,156800,166700,174500,178000,-12900,-4100,-1600,6000,9900,7800,3500,-7.615112161,-2.619808307,-1.049868766,3.978779841,6.31377551,4.679064187,2.005730659
412,507,216300,196900,200200,196600,208500,199500,200700,210500,-19400,3300,-3600,11900,-9000,1200,9800,-8.969024503,1.675977654,-1.798201798,6.052899288,-4.316546763,0.601503759,4.882909816
413,599,202000,176800,162900,161000,189400,201700,226000,251200,-25200,-13900,-1900,28400,12300,24300,25200,-12.47524752,-7.86199095,-1.16635973,17.63975155,6.494192186,12.04759544,11.15044248
414,482,109100,110800,108900,111200,113200,114600,119100,122200,1700,-1900,2300,2000,1400,4500,3100,1.558203483,-1.714801444,2.112029385,1.798561151,1.236749117,3.926701571,2.602854744
415,544,153800,148300,144000,143400,143100,150300,159000,165600,-5500,-4300,-600,-300,7200,8700,6600,-3.576072822,-2.899527984,-0.416666667,-0.209205021,5.031446541,5.788423154,4.150943396
416,347,73100,67800,66900,69700,70500,74800,75800,77200,-5300,-900,2800,800,4300,1000,1400,-7.250341997,-1.327433628,4.185351271,1.147776184,6.09929078,1.336898396,1.846965699
417,540,91200,88400,86100,85600,83100,86800,90100,93000,-2800,-2300,-500,-2500,3700,3300,2900,-3.070175439,-2.601809955,-0.580720093,-2.920560748,4.452466907,3.801843318,3.218645949
418,898,159100,131300,124600,124000,158400,186000,188000,189400,-27800,-6700,-600,34400,27600,2000,1400,-17.47328724,-5.102817974,-0.481540931,27.74193548,17.42424242,1.075268817,0.744680851
419,1351,209600,198200,208100,213100,227400,238800,256300,279600,-11400,9900,5000,14300,11400,17500,23300,-5.438931298,4.994954591,2.402691014,6.710464571,5.013192612,7.328308208,9.090909091
420,318,89900,93900,87600,86700,85200,75800,78700,74000,4000,-6300,-900,-1500,-9400,2900,-4700,4.449388209,-6.709265176,-1.02739726,-1.730103806,-11.03286385,3.82585752,-5.972045743
421,2300,52900,52500,52600,52700,55500,59200,59800,62800,-400,100,100,2800,3700,600,3000,-0.756143667,0.19047619,0.190114068,5.313092979,6.666666667,1.013513514,5.016722408
422,2495,55500,55800,57400,56300,56300,58600,60200,63300,300,1600,-1100,0,2300,1600,3100,0.540540541,2.867383513,-1.916376307,0,4.085257549,2.730375427,5.149501661
423,27,339500,326700,297400,335300,423500,462000,518200,558400,-12800,-29300,37900,88200,38500,56200,40200,-3.770250368,-8.968472605,12.74377942,26.30480167,9.090909091,12.16450216,7.75762254
424,2108,183000,181600,183600,189700,195000,202800,213100,218100,-1400,2000,6100,5300,7800,10300,5000,-0.765027322,1.101321586,3.322440087,2.793885082,4,5.078895464,2.346316283
425,1156,199500,178200,159000,157300,173100,184400,193700,205400,-21300,-19200,-1700,15800,11300,9300,11700,-10.67669173,-10.77441077,-1.06918239,10.04450095,6.528018486,5.043383948,6.040268456
426,1629,98700,96500,96100,97600,102700,109300,116800,122800,-2200,-400,1500,5100,6600,7500,6000,-2.228976697,-0.414507772,1.560874089,5.225409836,6.426484907,6.861848124,5.136986301
427,1697,99400,96200,95000,98400,98500,102200,104800,106600,-3200,-1200,3400,100,3700,2600,1800,-3.219315895,-1.247401247,3.578947368,0.101626016,3.756345178,2.544031311,1.717557252
428,508,154700,144500,135100,138200,146400,153400,165800,173700,-10200,-9400,3100,8200,7000,12400,7900,-6.593406593,-6.505190311,2.294596595,5.933429812,4.781420765,8.083441982,4.76477684
429,2187,64400,66900,62600,62100,60700,62000,62500,72000,2500,-4300,-500,-1400,1300,500,9500,3.881987578,-6.427503737,-0.798722045,-2.254428341,2.141680395,0.806451613,15.2
430,600,99400,99400,100600,100100,101900,104500,108300,107000,0,1200,-500,1800,2600,3800,-1300,0,1.207243461,-0.497017893,1.798201798,2.551521099,3.636363636,-1.200369344
431,1422,101300,99000,97100,98000,97500,97400,99000,99900,-2300,-1900,900,-500,-100,1600,900,-2.270483712,-1.919191919,0.926879506,-0.510204082,-0.102564103,1.642710472,0.909090909
432,727,73900,74700,72000,72600,74000,77600,83500,83900,800,-2700,600,1400,3600,5900,400,1.082543978,-3.614457831,0.833333333,1.928374656,4.864864865,7.603092784,0.479041916
433,2618,55200,56200,63700,54300,46000,50700,55400,71400,1000,7500,-9400,-8300,4700,4700,16000,1.811594203,13.34519573,-14.7566719,-15.2854512,10.2173913,9.270216963,28.88086643
434,715,103100,110100,87400,90200,87300,81700,87800,95800,7000,-22700,2800,-2900,-5600,6100,8000,6.789524733,-20.61762035,3.203661327,-3.215077605,-6.414662085,7.466340269,9.111617312
435,2246,75100,91500,66700,69600,72400,74100,82900,88600,16400,-24800,2900,2800,1700,8800,5700,21.83754993,-27.10382514,4.347826087,4.022988506,2.348066298,11.87584345,6.87575392
436,1325,151600,142600,133900,135900,146600,157500,167400,183000,-9000,-8700,2000,10700,10900,9900,15600,-5.936675462,-6.100981767,1.493651979,7.87343635,7.435197817,6.285714286,9.318996416
437,1651,64200,66100,63800,66300,54700,53100,60400,65600,1900,-2300,2500,-11600,-1600,7300,5200,2.959501558,-3.479576399,3.918495298,-17.49622926,-2.925045704,13.74764595,8.609271523
438,362,163900,158800,143000,148900,158800,167700,166400,189100,-5100,-15800,5900,9900,8900,-1300,22700,-3.111653447,-9.949622166,4.125874126,6.648757555,5.604534005,-0.775193798,13.64182692
439,1930,68632,67440,70055,70541,69898,69358,70664,72741,-1192,2615,486,-643,-540,1306,2077,-1.736799161,3.877520759,0.693740632,-0.91152663,-0.772554293,1.882983938,2.939261859
440,1135,88800,64700,59100,72200,72500,66000,78300,96300,-24100,-5600,13100,300,-6500,12300,18000,-27.13963964,-8.655332303,22.16582064,0.415512465,-8.965517241,18.63636364,22.98850575
441,385,101100,98100,96800,97600,102400,106900,114700,120900,-3000,-1300,800,4800,4500,7800,6200,-2.96735905,-1.325178389,0.826446281,4.918032787,4.39453125,7.296538821,5.405405405
442,359,146000,143200,138000,131900,133000,127600,129500,133000,-2800,-5200,-6100,1100,-5400,1900,3500,-1.917808219,-3.631284916,-4.420289855,0.833965125,-4.060150376,1.489028213,2.702702703
