,County,2009IN,2009NET,2009POP1YR,state,county,2010IN,2010NET,2010POP1YR,2011IN,2011NET,2011POP1YR,2012IN,2012NET,2012POP1YR,2013IN,2013NET,2013POP1YR,2014IN,2014NET,2014POP1YR,2015IN,2015NET,2015POP1YR,County Code,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
311,"Chippewa County, Michigan",6264.0,1402.0,4905856,3328,4224,2832.0,509.0,2441502.0,5071.0,697.0,4955776,5057,971.0,4936832,5064,1025.0,4909568,4477,600.0,4901888,4451,250.0,4880256,704,75900.0,74400.0,71100.0,69700.0,71900.0,72500,77800,80500.0,-1500.0,-3300.0,-1400.0,2200.0,600.0,5300,2700.0,-1.976284585,-4.435483871000001,-1.969057665,3.156384505,0.83449235,7.310344828,3.470437018
312,"Chippewa County, Minnesota",648.0,-692.0,516264,1134,966,306.0,-260.0,258258.0,702.0,-278.0,515298,750,-150.0,513492,810,-274.0,510468,1134,170.0,508788,1116,234.0,503370,2527,71000.0,74800.0,70200.0,67700.0,66300.0,69000,73200,76000.0,3800.0,-4600.0,-2500.0,-1400.0,2700.0,4200,2800.0,5.352112676,-6.14973262,-3.5612535610000005,-2.067946824,4.07239819,6.086956522,3.825136612
313,"Chippewa County, Wisconsin",5947.0,1101.0,6385392,5940,1836,3258.0,1078.0,3217418.0,6632.0,1864.0,6604632,6608,1260.0,6646212,6702,1062.0,6673536,6799,1081.0,6719868,6902,276.0,6741144,512,146700.0,126600.0,128100.0,127500.0,132300.0,140500,144000,151400.0,-20100.0,1500.0,-600.0,4800.0,8200.0,3500,7400.0,-13.70143149,1.184834123,-0.468384075,3.764705882,6.1980347689999995,2.491103203,5.1388888889999995
314,"Chisago County, Minnesota",7875.0,1495.0,4913700,2700,2500,4024.0,960.0,2559907.0,8011.0,1345.0,5276200,7947,1165.0,5303200,7690,1042.0,5320100,8342,1897.0,5325700,8473,2070.0,5329000,564,158100.0,152600.0,148100.0,150800.0,164200.0,167900,186800,203100.0,-5500.0,-4500.0,2700.0,13400.0,3700.0,18900,16300.0,-3.4788108789999996,-2.948885976,1.823092505,8.885941645,2.253349574,11.25670042,8.725910063999999
315,"Chittenden County, Vermont",19106.0,1690.0,51854986,17350,2429,10025.0,1534.0,26500486.0,19156.0,2813.0,53459167,19680,4875.0,53824558,19986,5267.0,54179192,20451,6125.0,54497044,20597,5103.0,54858965,268,248900.0,250200.0,254400.0,258500.0,268800.0,272800,281400,296000.0,1300.0,4200.0,4100.0,10300.0,4000.0,8600,14600.0,0.522298112,1.678657074,1.61163522,3.9845261119999997,1.488095238,3.152492669,5.188343993999999
316,"Choctaw County, Mississippi",260.0,-778.0,278876,868,589,202.0,-338.0,128145.0,388.0,-830.0,260865,460,-762.0,259470,508,-757.0,257641,356,-992.0,256370,329,-952.0,255223,2882,,,67400.0,70100.0,69000.0,71500,77300,84900.0,,,2700.0,-1100.0,2500.0,5800,7600.0,,,4.005934718,-1.5691868759999998,3.623188406,8.111888112,9.831824062
317,"Chouteau County, Montana",180.0,-362.0,72268,420,210,123.0,-80.0,39970.0,200.0,-180.0,80220,108,-208.0,80752,162,-158.0,81060,148,-170.0,81396,292,-22.0,81172,2924,,,145200.0,145300.0,146800.0,150900,157800,167900.0,,,100.0,1500.0,4100.0,6900,10100.0,,,0.068870523,1.0323468690000002,2.7929155310000002,4.572564612,6.400506971
318,"Christian County, Illinois",2618.0,294.0,2868096,1428,1764,1498.0,277.0,1450218.0,2642.0,338.0,2897160,2416,298.0,2886912,2480,466.0,2880360,2744,258.0,2863056,2384,68.0,2851380,2023,70600.0,70900.0,69600.0,68600.0,67200.0,67500,70600,72200.0,300.0,-1300.0,-1000.0,-1400.0,300.0,3100,1600.0,0.42492917799999996,-1.833568406,-1.436781609,-2.040816327,0.446428571,4.592592593,2.266288952
319,"Christian County, Kentucky",15544.0,-1888.0,16210272,4368,9776,7316.0,-1885.0,7338750.0,15589.0,-3544.0,14951872,17084,-2444.0,15041520,15550,-3192.0,15144272,15391,-2015.0,15183584,15133,-1536.0,15122640,460,98400.0,96100.0,97700.0,95800.0,97500.0,97400,97000,98900.0,-2300.0,1600.0,-1900.0,1700.0,-100.0,-400,1900.0,-2.337398374,1.6649323619999998,-1.9447287619999998,1.774530271,-0.102564103,-0.41067761799999997,1.9587628869999998
320,"Christian County, Missouri",11264.0,3852.0,6879264,2784,4128,5492.0,1365.0,3509232.0,9852.0,1588.0,7195680,9896,1022.0,7337088,9062,-518.0,7461600,9388,-746.0,7575072,9408,-298.0,7678944,1410,128500.0,125800.0,123500.0,123000.0,129300.0,137500,143900,144800.0,-2700.0,-2300.0,-500.0,6300.0,8200.0,6400,900.0,-2.101167315,-1.8282988869999999,-0.4048583,5.12195122,6.341840681,4.654545455,0.625434329
321,"Churchill County, Nevada",2262.0,-326.0,1411952,1856,58,1324.0,-1009.0,713255.0,2608.0,-2622.0,1423900,2752,-3178.0,1408704,3042,-1822.0,1394262,2834,-1210.0,1380690,2406,-832.0,1381618,847,162200.0,121000.0,111000.0,118400.0,133400.0,147900,158100,174300.0,-41200.0,-10000.0,7400.0,15000.0,14500.0,10200,16200.0,-25.40073983,-8.26446281,6.666666667,12.66891892,10.86956522,6.896551724,10.24667932
322,"Cibola County, New Mexico",3746.0,-626.0,1287264,1680,288,1676.0,-259.0,643656.0,1750.0,-1578.0,1295568,1796,-622.0,1297632,2500,250.0,1296576,2190,480.0,1300944,2366,464.0,1298976,2469,115600.0,115700.0,115900.0,116000.0,115900.0,117400,116500,88500.0,100.0,200.0,100.0,-100.0,1500.0,-900,-28000.0,0.08650519,0.17286084699999998,0.08628127699999999,-0.08620689699999999,1.294219154,-0.7666098809999999,-24.03433476
323,"Clackamas County, Oregon",51644.0,8662.0,90729936,10004,1220,23123.0,1312.0,43983120.0,44538.0,-40.0,90180936,46338,901.0,91065192,48403,4306.0,91894548,50644,4516.0,92914712,53018,6926.0,94080056,125,279600.0,259700.0,242600.0,253700.0,278700.0,307100,342900,388800.0,-19900.0,-17100.0,11100.0,25000.0,28400.0,35800,45900.0,-7.117310442999999,-6.584520601,4.575432811000001,9.854158455,10.19016864,11.65744057,13.38582677
324,"Claiborne County, Mississippi",900.0,64.0,281892,728,546,336.0,-257.0,128193.0,542.0,-232.0,252954,512,-384.0,249964,254,-562.0,246298,240,-124.0,242008,208,-70.0,239460,2878,67900.0,70800.0,64900.0,70100.0,66600.0,70200,72900,83400.0,2900.0,-5900.0,5200.0,-3500.0,3600.0,2700,10500.0,4.270986745,-8.333333332999999,8.012326656,-4.992867332,5.405405405,3.8461538460000004,14.40329218
325,"Claiborne County, Tennessee",1504.0,-802.0,1106388,1692,900,698.0,-477.0,567684.0,1130.0,-804.0,1141200,1296,-298.0,1140120,1576,-180.0,1137168,1390,-296.0,1136484,1344,6.0,1132740,1712,86800.0,99400.0,94400.0,91500.0,90500.0,97600,91800,93700.0,12600.0,-5000.0,-2900.0,-1000.0,7100.0,-5800,1900.0,14.51612903,-5.030181087,-3.072033898,-1.092896175,7.845303867,-5.942622951000001,2.069716776
326,"Clallam County, Washington",6526.0,-216.0,7520148,5724,972,3085.0,-98.0,3781458.0,6398.0,-156.0,7602012,6142,336.0,7634952,5040,-768.0,7674264,4952,-522.0,7707312,4860,-1882.0,7745328,1434,214500.0,208700.0,192200.0,189100.0,200800.0,207800,213200,238800.0,-5800.0,-16500.0,-3100.0,11700.0,7000.0,5400,25600.0,-2.703962704,-7.90608529,-1.612903226,6.187202537999999,3.486055777,2.598652551,12.00750469
327,"Clare County, Michigan",2698.0,-578.0,2181600,1872,2520,1307.0,-354.0,1076285.0,2738.0,121.0,2207520,2532,18.0,2204280,2642,-514.0,2199168,2612,-208.0,2196288,2765,68.0,2193624,1723,,,51800.0,50600.0,65800.0,71000,70700,77100.0,,,-1200.0,15200.0,5200.0,-300,6400.0,,,-2.316602317,30.03952569,7.902735562,-0.422535211,9.052333805
328,"Clarendon County, South Carolina",2038.0,-826.0,2018162,2790,1674,889.0,-605.0,1064788.0,2048.0,-950.0,2137326,2384,-520.0,2134164,2368,-282.0,2127096,2366,-640.0,2112960,2558,-526.0,2094732,744,93900.0,88000.0,83500.0,85900.0,83200.0,84000,90500,96300.0,-5900.0,-4500.0,2400.0,-2700.0,800.0,6500,5800.0,-6.283280085,-5.1136363639999995,2.874251497,-3.1431897560000004,0.961538462,7.738095238,6.408839779
329,"Clark County, Illinois",1187.0,-593.0,366388,374,506,508.0,-281.0,164410.0,621.0,-989.0,358688,783,-600.0,355542,786,-366.0,354904,429,-873.0,353298,505,-842.0,351010,2509,62200.0,59900.0,59200.0,64300.0,60100.0,57400,61600,60400.0,-2300.0,-700.0,5100.0,-4200.0,-2700.0,4200,-1200.0,-3.697749196,-1.168614357,8.614864865,-6.531881804,-4.492512479,7.3170731710000005,-1.948051948
330,"Clark County, Indiana",11864.0,1526.0,8731044,1512,1596,4718.0,-902.0,4455822.0,8674.0,-2504.0,9030336,8022,-1698.0,9132060,8072,-1408.0,9225468,6984,-1968.0,9311400,8096,728.0,9390024,1347,108182.0,110469.0,107847.0,108404.0,100577.0,110994,112889,121291.0,2287.0,-2622.0,557.0,-7827.0,10417.0,1895,8402.0,2.11403006,-2.373516552,0.51647241,-7.220213276,10.35723873,1.7072994940000001,7.44270921
331,"Clark County, Kansas",24.0,-176.0,8436,80,100,32.0,-106.0,4454.0,36.0,-298.0,8700,38,-348.0,8756,14,-78.0,8692,18,-30.0,8628,42,-4.0,8508,3041,,,57300.0,58100.0,56100.0,51800,51400,55600.0,,,800.0,-2000.0,-4300.0,-400,4200.0,,,1.396160558,-3.442340792,-7.664884135,-0.772200772,8.171206226
332,"Clark County, Kentucky",2447.0,-149.0,1575360,945,2205,1298.0,9.0,764544.0,2929.0,-669.0,1575090,2024,-1353.0,1584765,1698,-1807.0,1589310,2595,-960.0,1587375,2519,-1083.0,1589985,1661,134600.0,131700.0,132900.0,129600.0,126700.0,124100,132300,131600.0,-2900.0,1200.0,-3300.0,-2900.0,-2600.0,8200,-700.0,-2.1545319469999997,0.911161731,-2.483069977,-2.237654321,-2.052091555,6.6075745370000005,-0.5291005289999999
333,"Clark County, Missouri",228.0,-235.0,63963,261,405,183.0,-82.0,28344.0,419.0,205.0,63837,430,198.0,62766,431,293.0,62397,277,193.0,62127,359,303.0,61506,2898,,,52000.0,50300.0,51300.0,54300,60000,64600.0,,,-1700.0,1000.0,3000.0,5700,4600.0,,,-3.269230769,1.9880715709999999,5.8479532160000005,10.49723757,7.666666667
334,"Clark County, Nevada",228067.0,41224.0,2507672525,44768,4197,109263.0,17317.0,1294530930.0,202014.0,14351.0,2659287751,197560,15283.0,2697339152,197555,14283.0,2729808543,198085,20603.0,2768534262,207075,33889.0,2814376694,10,145000.0,132600.0,119900.0,134700.0,169100.0,185100,198500,216700.0,-12400.0,-12700.0,14800.0,34400.0,16000.0,13400,18200.0,-8.551724137999999,-9.577677225,12.34361968,25.53823311,9.461856889,7.239330092,9.168765743
335,"Clark County, Ohio",8377.0,-1530.0,19002996,5343,3151,4321.0,-226.0,9077904.0,8750.0,-164.0,18785303,8639,-1356.0,18725982,8912,-1029.0,18681046,8394,-1639.0,18610354,9149,-516.0,18541580,292,91500.0,88100.0,83000.0,83700.0,86400.0,86200,90500,94300.0,-3400.0,-5100.0,700.0,2700.0,-200.0,4300,3800.0,-3.715846995,-5.788876277000001,0.8433734940000001,3.225806452,-0.23148148100000002,4.988399072,4.198895028
336,"Clark County, Washington",50812.0,9584.0,138680048,17914,3718,23278.0,2895.0,68760048.0,44830.0,6385.0,140584002,43287,4456.0,142597468,45164,2434.0,144551446,44705,912.0,146438838,45326,501.0,148504356,113,214600.0,202900.0,186800.0,197900.0,222100.0,240000,269200,301100.0,-11700.0,-16100.0,11100.0,24200.0,17900.0,29200,31900.0,-5.452003727999999,-7.9349433220000005,5.9421841539999996,12.22839818,8.059432688,12.16666667,11.84992571
337,"Clarke County, Georgia",25808.0,-1073.0,36590040,4264,19352,13494.0,1474.0,18537338.0,26646.0,5122.0,37688512,26440,5483.0,38260544,26060,6095.0,38592152,27648,8685.0,38830936,28018,9822.0,39228472,1336,132800.0,125500.0,110100.0,119700.0,123300.0,125300,132800,143500.0,-7300.0,-15400.0,9600.0,3600.0,2000.0,7500,10700.0,-5.4969879520000005,-12.27091633,8.719346049,3.007518797,1.622060016,5.9856344770000005,8.057228916
338,"Clarke County, Mississippi",970.0,-44.0,480592,784,644,496.0,-5.0,232008.0,710.0,-582.0,461440,452,-1058.0,458276,298,-1328.0,456988,320,-1326.0,454916,348,-1176.0,451612,2668,81200.0,92700.0,77600.0,80200.0,76700.0,76000,82900,88300.0,11500.0,-15100.0,2600.0,-3500.0,-700.0,6900,5400.0,14.16256158,-16.28910464,3.350515464,-4.364089776,-0.912646675,9.078947368,6.513872135
339,"Clarke County, Virginia",736.0,168.0,170772,612,516,0.0,0.0,0.0,564.0,-102.0,168048,574,-14.0,168744,718,-242.0,168852,664,141.0,170040,548,-87.0,170112,1014,292600.0,265900.0,265200.0,275100.0,282000.0,289500,286600,290600.0,-26700.0,-700.0,9900.0,6900.0,7500.0,-2900,4000.0,-9.125085441,-0.263256863,3.733031674,2.508178844,2.659574468,-1.0017271159999999,1.3956734119999998
340,"Clatsop County, Oregon",5008.0,598.0,3729630,4182,714,2562.0,643.0,1824100.0,4608.0,712.0,3734016,5018,468.0,3744012,4607,-182.0,3746562,5379,1086.0,3754314,5419,780.0,3764412,723,248200.0,223700.0,212600.0,204000.0,212400.0,231700,241700,262700.0,-24500.0,-11100.0,-8600.0,8400.0,19300.0,10000,21000.0,-9.871071716,-4.962002682,-4.045155221,4.117647058999999,9.086629002,4.315925766,8.688456765
341,"Clay County, Illinois",244.0,-623.0,229007,289,425,157.0,-281.0,109504.0,358.0,-358.0,233512,254,-394.0,232815,238,-289.0,230979,188,-220.0,229738,368,-94.0,228055,2463,66400.0,63900.0,68200.0,63600.0,74100.0,72500,71000,83000.0,-2500.0,4300.0,-4600.0,10500.0,-1600.0,-1500,12000.0,-3.765060241,6.729264476,-6.744868035,16.50943396,-2.159244265,-2.068965517,16.90140845
342,"Clay County, Indiana",1016.0,-792.0,682214,468,546,660.0,-424.0,345852.0,1566.0,-526.0,690820,1470,-848.0,688948,1588,-396.0,687362,1952,-272.0,686868,1510,-396.0,682994,1768,75400.0,78100.0,80500.0,77900.0,82000.0,80800,89600,93500.0,2700.0,2400.0,-2600.0,4100.0,-1200.0,8800,3900.0,3.5809018569999997,3.072983355,-3.229813665,5.263157895,-1.463414634,10.89108911,4.352678571
343,"Clay County, Iowa",1068.0,-153.0,806589,931,2009,388.0,-279.0,396648.0,886.0,-524.0,809382,694,-803.0,807765,1073,-524.0,806001,1564,-481.0,804776,1864,-39.0,801885,969,90700.0,88300.0,96800.0,97100.0,99600.0,102800,107000,114200.0,-2400.0,8500.0,300.0,2500.0,3200.0,4200,7200.0,-2.646085998,9.626274066,0.309917355,2.574665294,3.2128514060000004,4.085603113,6.728971962999999
344,"Clay County, Kansas",280.0,-274.0,136432,320,432,87.0,-99.0,67064.0,192.0,-190.0,134480,478,44.0,134992,390,0.0,133968,320,-92.0,133872,336,-76.0,133328,2389,,,77300.0,77200.0,75800.0,78200,79600,78500.0,,,-100.0,-1400.0,2400.0,1400,-1100.0,,,-0.129366106,-1.8134715030000002,3.166226913,1.79028133,-1.381909548
345,"Clay County, Minnesota",8582.0,1091.0,6794375,3375,3375,4263.0,262.0,3450892.0,8472.0,897.0,7193500,8491,1012.0,7300875,8758,1028.0,7379625,8859,615.0,7442500,8099,-414.0,7497125,536,142400.0,138400.0,140100.0,144100.0,149400.0,159200,172600,180900.0,-4000.0,1700.0,4000.0,5300.0,9800.0,13400,8300.0,-2.808988764,1.2283236990000002,2.855103498,3.678001388,6.55957162,8.417085427,4.808806489
346,"Clay County, Mississippi",1450.0,-664.0,616380,840,750,716.0,-47.0,308010.0,1338.0,138.0,615390,1344,300.0,613320,1352,288.0,607560,830,-332.0,605130,752,-476.0,600840,2070,,,85700.0,89500.0,82300.0,80700,83800,94900.0,,,3800.0,-7200.0,-1600.0,3100,11100.0,,,4.434072345,-8.044692737,-1.944106926,3.8413878560000003,13.24582339
347,"Clay County, Missouri",28942.0,3977.0,48205696,6496,10528,13350.0,1774.0,23604483.0,26752.0,3532.0,48483904,25940,2761.0,49255360,28035,4166.0,49825888,26779,2960.0,50471232,27109,2606.0,51051840,1246,146700.0,142000.0,142200.0,135300.0,140300.0,147700,151800,161300.0,-4700.0,200.0,-6900.0,5000.0,7400.0,4100,9500.0,-3.2038173139999997,0.14084507,-4.852320675,3.6954915,5.2744119739999995,2.775897089,6.258234519
348,"Clay County, Texas",519.0,125.0,132036,576,924,0.0,0.0,0.0,401.0,-6.0,128988,491,83.0,127032,482,-17.0,126468,741,117.0,125592,719,140.0,124656,2347,81000.0,80900.0,78600.0,78700.0,81600.0,87500,93000,95800.0,-100.0,-2300.0,100.0,2900.0,5900.0,5500,2800.0,-0.12345679,-2.843016069,0.127226463,3.6848792880000003,7.230392157000001,6.285714286,3.010752688
349,"Clayton County, Georgia",55058.0,7314.0,85858512,4173,20223,24527.0,1105.0,40228267.0,47922.0,524.0,82382724,47687,-1180.0,82850421,47230,4037.0,83025045,45699,3827.0,83603166,45368,4595.0,84515448,1236,52600.0,45500.0,37700.0,42200.0,54600.0,64000,74700,79000.0,-7100.0,-7800.0,4500.0,12400.0,9400.0,10700,4300.0,-13.49809886,-17.14285714,11.93633952,29.38388626,17.21611722,16.71875,5.756358767999999
350,"Clayton County, Iowa",1339.0,-410.0,698680,760,1720,676.0,-102.0,341867.0,1473.0,-403.0,717840,1476,-389.0,714920,1458,-456.0,712360,1246,-547.0,709000,1196,-416.0,706400,2078,87110.0,90821.0,89689.0,91683.0,95579.0,99084,100608,108553.0,3711.0,-1132.0,1994.0,3896.0,3505.0,1524,7945.0,4.260130869,-1.2464077690000002,2.223238078,4.249424648,3.667123531,1.5380888940000002,7.896986322999999
351,"Clear Creek County, Colorado",976.0,48.0,124348,112,266,470.0,-53.0,63581.0,844.0,-202.0,127064,442,-680.0,126364,402,-692.0,126224,498,-272.0,126868,728,0.0,127050,1087,213800.0,212300.0,209300.0,215900.0,227800.0,242200,270800,297000.0,-1500.0,-3000.0,6600.0,11900.0,14400.0,28600,26200.0,-0.7015902709999999,-1.413094677,3.1533683710000004,5.511811024,6.321334504,11.80842279,9.675036927999999
352,"Clearwater County, Idaho",958.0,-572.0,227612,448,980,524.0,48.0,121814.0,994.0,138.0,243628,942,-4.0,242116,1066,176.0,240744,918,240.0,239988,1042,188.0,238364,2383,103200.0,94200.0,92000.0,93700.0,102700.0,107800,116200,127900.0,-9000.0,-2200.0,1700.0,9000.0,5100.0,8400,11700.0,-8.720930232999999,-2.335456476,1.8478260869999998,9.605122732,4.965920156,7.792207792,10.06884682
353,"Cleburne County, Alabama",769.0,356.0,86274,6,174,0.0,0.0,0.0,532.0,94.0,87828,440,-55.0,87834,324,43.0,87966,235,-215.0,88620,505,122.0,89232,2516,86700.0,80500.0,85400.0,90900.0,76000.0,69000,91500,109400.0,-6200.0,4900.0,5500.0,-14900.0,-7000.0,22500,17900.0,-7.151095732000001,6.086956522,6.44028103,-16.39163916,-9.210526316000001,32.60869565,19.56284153
354,"Cleburne County, Arkansas",2238.0,74.0,902412,180,828,1042.0,67.0,458604.0,2224.0,362.0,918900,2474,664.0,919080,2382,1102.0,921636,1950,348.0,916524,1790,192.0,915444,835,121500.0,117300.0,113100.0,120500.0,121400.0,123400,120100,124600.0,-4200.0,-4200.0,7400.0,900.0,2000.0,-3300,4500.0,-3.456790123,-3.58056266,6.542882405,0.746887967,1.6474464580000001,-2.6742301459999998,3.746877602
355,"Clermont County, Ohio",19836.0,2229.0,26501740,5421,3475,8433.0,411.0,12717078.0,15708.0,-919.0,26975035,14713,-3659.0,27114869,14719,-2814.0,27243583,15089,-1189.0,27423310,14102,-3306.0,27517552,214,133000.0,133600.0,129800.0,129700.0,134100.0,136600,142500,150500.0,600.0,-3800.0,-100.0,4400.0,2500.0,5900,8000.0,0.45112782,-2.844311377,-0.077041602,3.392444102,1.864280388,4.319180088,5.614035088
356,"Cleveland County, Oklahoma",45367.0,12880.0,74430720,12800,8640,21505.0,5949.0,38718567.0,45404.0,14083.0,79451520,44468,10824.0,81002880,44859,9476.0,82501120,45878,11333.0,83776000,47934,11273.0,84973120,172,129100.0,128600.0,127300.0,127200.0,128300.0,130800,145900,153000.0,-500.0,-1300.0,-100.0,1100.0,2500.0,15100,7100.0,-0.387296669,-1.01088647,-0.078554595,0.8647798740000001,1.9485580669999998,11.54434251,4.866346813
357,"Clinton County, Illinois",3866.0,-462.0,3297648,1564,2484,2012.0,-49.0,1701724.0,3472.0,-848.0,3421572,3382,-204.0,3437396,2978,-190.0,3445216,3446,742.0,3458188,3298,594.0,3459108,1635,105300.0,101800.0,99100.0,101500.0,95500.0,110100,108200,107800.0,-3500.0,-2700.0,2400.0,-6000.0,14600.0,-1900,-400.0,-3.3238366569999998,-2.652259332,2.421796165,-5.911330049,15.28795812,-1.725703906,-0.36968576700000005
358,"Clinton County, Indiana",2117.0,299.0,1305915,702,897,1209.0,433.0,620844.0,2148.0,144.0,1271283,2305,431.0,1274754,2292,66.0,1273116,1817,-775.0,1270230,1661,-1660.0,1266291,1985,87200.0,84500.0,80400.0,79200.0,75700.0,76600,78700,83600.0,-2700.0,-4100.0,-1200.0,-3500.0,900.0,2100,4900.0,-3.096330275,-4.852071006,-1.4925373130000001,-4.419191919,1.188903567,2.74151436,6.226175349
359,"Clinton County, Iowa",2432.0,-808.0,2914680,1140,2700,1369.0,-64.0,1460610.0,3060.0,404.0,2913360,3370,628.0,2909880,2664,-46.0,2905200,2484,-294.0,2890200,2610,88.0,2867820,602,96900.0,97500.0,97800.0,99000.0,99300.0,103700,103600,105700.0,600.0,300.0,1200.0,300.0,4400.0,-100,2100.0,0.619195046,0.307692308,1.226993865,0.303030303,4.43101712,-0.096432015,2.027027027
360,"Clinton County, Michigan",6400.0,-1408.0,6459774,2444,3478,3875.0,-94.0,3451539.0,9146.0,578.0,6961546,9998,1104.0,7007700,9986,836.0,7050940,10998,1678.0,7120594,9622,62.0,7156878,1423,119800.0,128200.0,123800.0,119800.0,129000.0,139900,144900,159000.0,8400.0,-4400.0,-4000.0,9200.0,10900.0,5000,14100.0,7.011686144,-3.432137285,-3.2310177710000003,7.679465776,8.449612403,3.573981415,9.730848861
361,"Clinton County, New York",9648.0,2134.0,12131700,5400,2850,4800.0,1207.0,6120375.0,10942.0,3270.0,12220500,9954,2996.0,12212250,10160,2892.0,12190050,10872,4136.0,12192600,11242,4546.0,12162750,429,108000.0,108700.0,108100.0,108800.0,112000.0,114700,118200,117700.0,700.0,-600.0,700.0,3200.0,2700.0,3500,-500.0,0.648148148,-0.551977921,0.647548566,2.9411764710000003,2.410714286,3.051438535,-0.42301184399999997
362,"Clinton County, Ohio",4788.0,-54.0,2606852,2418,1674,1840.0,-744.0,1291677.0,3226.0,-1402.0,2582362,3798,-1022.0,2576844,3438,-578.0,2574240,3354,-216.0,2564444,3292,-436.0,2562274,672,99000.0,102200.0,115700.0,91200.0,92900.0,106700,110600,116500.0,3200.0,13500.0,-24500.0,1700.0,13800.0,3900,5900.0,3.2323232319999997,13.20939335,-21.17545376,1.864035088,14.85468245,3.6551077789999997,5.334538879
363,"Cloud County, Kansas",621.0,178.0,286440,620,899,349.0,135.0,141135.0,666.0,237.0,289726,568,197.0,290005,624,243.0,288424,562,108.0,287928,486,117.0,286130,2364,,,56400.0,50300.0,58600.0,57000,59700,61100.0,,,-6100.0,8300.0,-1600.0,2700,1400.0,,,-10.81560284,16.50099404,-2.730375427,4.736842105,2.345058626
364,"Coahoma County, Mississippi",1498.0,-542.0,977796,1008,972,777.0,-330.0,474588.0,1636.0,-596.0,935676,1722,-280.0,926964,1772,270.0,919296,1468,20.0,908064,1074,-140.0,897408,2664,,,57100.0,61900.0,55900.0,56900,64400,86900.0,,,4800.0,-6000.0,1000.0,7500,22500.0,,,8.406304729,-9.693053312,1.788908766,13.18101933,34.9378882
365,"Cobb County, Georgia",125195.0,20879.0,495298430,9490,48910,59740.0,9422.0,241589026.0,121190.0,16789.0,492624440,122179,13765.0,498072430,122315,20583.0,503889800,122713,18921.0,511492750,122224,17018.0,518765010,1179,174300.0,160500.0,144800.0,153200.0,167100.0,185800,192900,215500.0,-13800.0,-15700.0,8400.0,13900.0,18700.0,7100,22600.0,-7.9173838210000005,-9.781931464,5.801104972,9.07310705,11.19090365,3.82131324,11.71591498
