,County,2010 Median Rent Price,2011 Median Rent Price,2012 Median Rent Price,2013 Median Rent Price,2014 Median Rent Price,2015 Median Rent Price,2016 Median Rent Price,2011 Rent Difference,2012 Rent Difference,2013 Rent Difference,2014 Rent Difference,2015 Rent Difference,2016 Rent Difference,2011 Rent Percent Change,2012 Rent Percent Change,2013 Rent Percent Change,2014 Rent Percent Change,2015 Rent Percent Change,2016 Rent Percent Change
428,1816,1125,1041,1016,1095,1082,1147,1280,-84,-25,79,-13,65,133,-7.466666667,-2.401536984,7.775590551,-1.187214612,6.007393715,11.59546643
429,1683,1099,1035,1053,1078,1075,1105,1160,-64,18,25,-3,30,55,-5.823475887,1.739130435,2.374169041,-0.278293135,2.790697674,4.977375566
430,1004,976,1055,1076,1112,1081,1084,1094,79,21,36,-31,3,10,8.094262295,1.990521327,3.345724907,-2.787769784,0.277520814,0.922509225
431,343,843,923,953,1072,978,1020,985,80,30,119,-94,42,-35,9.489916963,3.250270856,12.48688353,-8.768656716,4.294478528,-3.431372549
432,497,1532,1650,1740,1708,1725,1721,1692,118,90,-32,17,-4,-29,7.702349869,5.454545455,-1.83908046,0.995316159,-0.231884058,-1.685066822
433,1356,1564,1531,1529,1655,1685,1676,1781,-33,-2,126,30,-9,105,-2.109974425,-0.130633573,8.240680183,1.812688822,-0.534124629,6.264916468
434,909,875,785,852,841,772,898,775,-90,67,-11,-69,126,-123,-10.28571429,8.535031847,-1.291079812,-8.20451843,16.32124352,-13.69710468
435,2205,753,722,717,747,748,719,732,-31,-5,30,1,-29,13,-4.11686587,-0.692520776,4.184100418,0.133868809,-3.877005348,1.808066759
436,154,981,1063,1054,1107,1112,1149,1233,82,-9,53,5,37,84,8.358817533,-0.846660395,5.028462998,0.451671183,3.327338129,7.310704961
437,295,866,872,958,950,959,946,949,6,86,-8,9,-13,3,0.692840647,9.862385321,-0.835073069,0.947368421,-1.355578728,0.317124736
438,707,1188,1081,1085,1115,1169,1217,1234,-107,4,30,54,48,17,-9.006734007,0.370027752,2.764976959,4.843049327,4.106073567,1.396877568
439,2204,1121,1128,1257,1213,1267,1413,1449,7,129,-44,54,146,36,0.624442462,11.43617021,-3.500397772,4.451772465,11.52328335,2.547770701
440,2414,1100,1090,1126,1201,1191,1169,1176,-10,36,75,-10,-22,7,-0.909090909,3.302752294,6.660746004,-0.832639467,-1.847187238,0.598802395
441,2019,791,993,1056,961,1142,1070,1097,202,63,-95,181,-72,27,25.53729456,6.344410876,-8.996212121,18.83454735,-6.304728546,2.523364486
442,1372,1202,993,1123,1204,1231,1300,1378,-209,130,81,27,69,78,-17.38768719,13.09164149,7.212822796,2.242524917,5.605199025,6
443,294,784,853,849,881,864,957,1017,69,-4,32,-17,93,60,8.801020408,-0.468933177,3.769140165,-1.929625426,10.76388889,6.269592476
444,1371,981,971,962,991,814,976,1027,-10,-9,29,-177,162,51,-1.019367992,-0.926879506,3.014553015,-17.86074672,19.9017199,5.225409836
445,1425,1100,1027,1020,1083,1111,1139,1177,-73,-7,63,28,28,38,-6.636363636,-0.681596884,6.176470588,2.585410896,2.520252025,3.336259877
446,2015,846,826,827,854,856,828,853,-20,1,27,2,-28,25,-2.364066194,0.121065375,3.264812576,0.234192037,-3.271028037,3.019323671
447,838,1243,1287,1273,1339,1340,1313,1341,44,-14,66,1,-27,28,3.539823009,-1.087801088,5.184603299,0.074682599,-2.014925373,2.132520944
448,2025,691,803,972,890,1015,986,851,112,169,-82,125,-29,-135,16.20839363,21.04607721,-8.436213992,14.04494382,-2.857142857,-13.69168357
449,2410,973,909,968,949,948,953,946,-64,59,-19,-1,5,-7,-6.577595067,6.490649065,-1.962809917,-0.105374078,0.52742616,-0.73452256
450,1272,1581,1502,1536,1667,1744,1817,1775,-79,34,131,77,73,-42,-4.996837445,2.263648469,8.528645833,4.619076185,4.185779817,-2.311502477
451,134,972,965,1003,1064,1051,1084,1087,-7,38,61,-13,33,3,-0.720164609,3.937823834,6.081754736,-1.221804511,3.139866794,0.276752768
452,1186,1568,1628,1682,1785,1841,1877,1789,60,54,103,56,36,-88,3.826530612,3.316953317,6.123662307,3.137254902,1.95545899,-4.688332445
453,1094,1121,1119,1162,1114,1128,1075,1055,-2,43,-48,14,-53,-20,-0.178412132,3.842716711,-4.13080895,1.256732496,-4.69858156,-1.860465116
454,783,986,898,819,832,858,887,851,-88,-79,13,26,29,-36,-8.92494929,-8.797327394,1.587301587,3.125,3.37995338,-4.058624577
455,1834,1023,953,923,979,996,1015,1037,-70,-30,56,17,19,22,-6.842619746,-3.14795383,6.067172264,1.736465781,1.907630522,2.167487685
456,1617,1142,1106,1042,1025,939,932,910,-36,-64,-17,-86,-7,-22,-3.152364273,-5.786618445,-1.631477927,-8.390243902,-0.745473908,-2.360515021
457,1782,810,860,908,896,887,873,913,50,48,-12,-9,-14,40,6.172839506,5.581395349,-1.321585903,-1.004464286,-1.578354002,4.581901489
458,1535,996,991,915,933,900,889,976,-5,-76,18,-33,-11,87,-0.502008032,-7.669021191,1.967213115,-3.536977492,-1.222222222,9.786276715
459,469,1401,1440,1528,1587,1614,1657,1734,39,88,59,27,43,77,2.78372591,6.111111111,3.861256545,1.701323251,2.664188352,4.646952323
460,369,842,696,686,802,861,835,841,-146,-10,116,59,-26,6,-17.33966746,-1.436781609,16.90962099,7.356608479,-3.019744483,0.718562874
461,524,906,896,911,947,946,980,1032,-10,15,36,-1,34,52,-1.103752759,1.674107143,3.951701427,-0.105596621,3.594080338,5.306122449
462,24,1106,1100,1167,1165,1205,1249,1285,-6,67,-2,40,44,36,-0.542495479,6.090909091,-0.171379606,3.433476395,3.651452282,2.882305845
463,1604,992,947,981,1003,1061,1089,1095,-45,34,22,58,28,6,-4.536290323,3.590285111,2.242609582,5.782652044,2.639019793,0.550964187
464,1962,1384,1346,1277,1376,1326,1394,1379,-38,-69,99,-50,68,-15,-2.74566474,-5.126300149,7.752545027,-3.63372093,5.128205128,-1.076040172
465,549,1187,1162,1163,805,1183,1236,1270,-25,1,-358,378,53,34,-2.106149958,0.08605852,-30.78245916,46.95652174,4.480135249,2.750809061
466,441,1146,1192,1116,1113,1168,1225,1274,46,-76,-3,55,57,49,4.013961606,-6.375838926,-0.268817204,4.941599281,4.880136986,4
467,186,1712,1669,1669,1706,1717,1752,1724,-43,0,37,11,35,-28,-2.511682243,0,2.216896345,0.644783118,2.038439138,-1.598173516
468,439,1255,1301,1343,1396,1382,1403,1446,46,42,53,-14,21,43,3.665338645,3.228285934,3.946388682,-1.00286533,1.519536903,3.064861012
469,860,1494,1465,1547,1548,1527,1544,1656,-29,82,1,-21,17,112,-1.941097724,5.597269625,0.064641241,-1.356589147,1.113294041,7.25388601
470,1721,988,1067,1121,1112,1097,1041,1109,79,54,-9,-15,-56,68,7.995951417,5.060918463,-0.802854594,-1.348920863,-5.104831358,6.532180596
471,620,994,1039,1044,1084,972,1028,1150,45,5,40,-112,56,122,4.527162978,0.481231954,3.831417625,-10.33210332,5.761316872,11.86770428
472,34,1309,1194,1177,1203,1207,1245,1289,-115,-17,26,4,38,44,-8.785332315,-1.423785595,2.209005947,0.332502078,3.148301574,3.534136546
473,2667,1009,966,1004,1061,1104,1189,1138,-43,38,57,43,85,-51,-4.261645193,3.933747412,5.677290837,4.052780396,7.699275362,-4.289318755
474,1168,1335,1319,1292,1379,1465,1569,1654,-16,-27,87,86,104,85,-1.198501873,-2.047005307,6.73374613,6.236403191,7.098976109,5.417463352
475,2549,750,775,736,758,751,771,803,25,-39,22,-7,20,32,3.333333333,-5.032258065,2.989130435,-0.92348285,2.663115846,4.150453956
476,552,1351,1428,1424,1462,1448,1385,1397,77,-4,38,-14,-63,12,5.699481865,-0.280112045,2.668539326,-0.957592339,-4.350828729,0.866425993
477,663,1047,1006,978,1030,1073,1140,1120,-41,-28,52,43,67,-20,-3.915950334,-2.783300199,5.316973415,4.174757282,6.24417521,-1.754385965
478,1554,894,924,977,995,954,946,953,30,53,18,-41,-8,7,3.355704698,5.735930736,1.842374616,-4.120603015,-0.838574423,0.739957717
479,888,836,913,899,1013,981,1003,1075,77,-14,114,-32,22,72,9.210526316,-1.533406353,12.6807564,-3.15893386,2.242609582,7.178464606
480,2602,958,987,881,960,972,970,945,29,-106,79,12,-2,-25,3.027139875,-10.73961499,8.96708286,1.25,-0.205761317,-2.577319588
481,788,823,897,901,929,996,1043,983,74,4,28,67,47,-60,8.991494532,0.445930881,3.107658158,7.212055974,4.718875502,-5.752636625
482,1222,1471,1390,1328,1357,1488,1549,1612,-81,-62,29,131,61,63,-5.506458192,-4.460431655,2.18373494,9.653647752,4.099462366,4.06714009
483,548,1450,1261,1364,1242,1433,1471,1796,-189,103,-122,191,38,325,-13.03448276,8.168120539,-8.944281525,15.3784219,2.651779484,22.09381373
484,526,895,816,836,961,967,1074,997,-79,20,125,6,107,-77,-8.826815642,2.450980392,14.95215311,0.624349636,11.06514995,-7.169459963
485,1904,998,961,971,940,892,924,958,-37,10,-31,-48,32,34,-3.70741483,1.040582726,-3.192584964,-5.106382979,3.587443946,3.67965368
486,791,1304,1320,1237,1272,1276,1259,1284,16,-83,35,4,-17,25,1.226993865,-6.287878788,2.829426031,0.314465409,-1.332288401,1.985702939
487,818,675,664,707,741,737,833,820,-11,43,34,-4,96,-13,-1.62962963,6.475903614,4.809052334,-0.539811066,13.02578019,-1.56062425
488,2910,1023,990,994,1016,1113,1008,934,-33,4,22,97,-105,-74,-3.225806452,0.404040404,2.213279678,9.547244094,-9.433962264,-7.341269841
489,203,863,845,853,918,923,942,1003,-18,8,65,5,19,61,-2.085747393,0.946745562,7.620164127,0.544662309,2.058504875,6.475583864
490,1042,1110,1114,1150,1164,1171,1097,1183,4,36,14,7,-74,86,0.36036036,3.231597846,1.217391304,0.60137457,-6.319385141,7.839562443
491,1679,926,1114,1163,1188,1206,1177,1099,188,49,25,18,-29,-78,20.30237581,4.398563734,2.14961307,1.515151515,-2.404643449,-6.627017842
492,394,1398,1520,1466,1512,1551,1643,1719,122,-54,46,39,92,76,8.726752504,-3.552631579,3.137789905,2.579365079,5.931656995,4.625684723
493,529,1292,1373,1352,1317,1423,1355,1371,81,-21,-35,106,-68,16,6.269349845,-1.529497451,-2.588757396,8.048595292,-4.778636683,1.180811808
494,528,1201,1224,1210,1241,1258,1334,1428,23,-14,31,17,76,94,1.915070774,-1.14379085,2.561983471,1.369863014,6.041335453,7.046476762
495,1531,826,832,816,832,843,806,816,6,-16,16,11,-37,10,0.726392252,-1.923076923,1.960784314,1.322115385,-4.389086595,1.240694789
496,565,1147,1060,1057,1039,1093,1139,1189,-87,-3,-18,54,46,50,-7.585004359,-0.283018868,-1.702932829,5.197305101,4.208600183,4.389815628
497,2087,1040,1084,1109,1184,1163,1158,1197,44,25,75,-21,-5,39,4.230769231,2.306273063,6.762849414,-1.773648649,-0.429922614,3.367875648
498,1734,902,889,923,909,958,961,991,-13,34,-14,49,3,30,-1.441241685,3.824521935,-1.516793066,5.390539054,0.313152401,3.121748179
499,2820,866,942,957,973,1060,1086,1160,76,15,16,87,26,74,8.775981524,1.592356688,1.671891327,8.941418294,2.452830189,6.813996317
500,1751,1130,1059,1005,1071,1128,1198,1286,-71,-54,66,57,70,88,-6.283185841,-5.099150142,6.567164179,5.322128852,6.205673759,7.34557596
501,1133,1375,1396,1370,1375,1440,1635,1750,21,-26,5,65,195,115,1.527272727,-1.862464183,0.364963504,4.727272727,13.54166667,7.033639144
502,2318,1130,1048,1060,1157,1148,1163,1228,-82,12,97,-9,15,65,-7.256637168,1.145038168,9.150943396,-0.777873812,1.306620209,5.588993981
503,1790,1056,852,778,798,899,941,890,-204,-74,20,101,42,-51,-19.31818182,-8.685446009,2.570694087,12.6566416,4.67185762,-5.419766206
504,814,1280,1293,1295,1233,1209,1253,1255,13,2,-62,-24,44,2,1.015625,0.154679041,-4.787644788,-1.946472019,3.639371381,0.159616919
505,156,1655,1579,1559,1616,1660,1753,1740,-76,-20,57,44,93,-13,-4.592145015,-1.266624446,3.656189865,2.722772277,5.602409639,-0.741585853
506,728,1328,1355,1344,1377,1380,1390,1329,27,-11,33,3,10,-61,2.03313253,-0.811808118,2.455357143,0.217864924,0.724637681,-4.388489209
507,1407,1196,1082,1034,1167,1156,1275,1270,-114,-48,133,-11,119,-5,-9.531772575,-4.436229205,12.86266925,-0.942587832,10.29411765,-0.392156863
508,2841,1086,1076,1065,1181,1185,1238,1225,-10,-11,116,4,53,-13,-0.920810313,-1.022304833,10.89201878,0.33869602,4.47257384,-1.050080775
509,896,1405,1590,1620,1642,1597,1677,1676,185,30,22,-45,80,-1,13.16725979,1.886792453,1.358024691,-2.740560292,5.009392611,-0.059630292
510,1502,984,927,930,931,964,991,1035,-57,3,1,33,27,44,-5.792682927,0.323624595,0.107526882,3.544575725,2.800829876,4.439959637
511,2049,1053,978,976,980,957,968,1002,-75,-2,4,-23,11,34,-7.122507123,-0.204498978,0.409836066,-2.346938776,1.149425287,3.512396694
512,572,1000,828,856,924,899,1041,1010,-172,28,68,-25,142,-31,-17.2,3.381642512,7.943925234,-2.705627706,15.79532814,-2.97790586
513,1385,1200,1206,1420,1299,1362,1297,1433,6,214,-121,63,-65,136,0.5,17.74461028,-8.521126761,4.849884527,-4.772393539,10.48573631
514,720,999,995,990,997,994,1036,1041,-4,-5,7,-3,42,5,-0.4004004,-0.502512563,0.707070707,-0.300902708,4.225352113,0.482625483
515,1388,1200,975,1148,1115,1228,1205,1368,-225,173,-33,113,-23,163,-18.75,17.74358974,-2.87456446,10.13452915,-1.872964169,13.52697095
516,1002,1510,1347,1464,1420,1508,1601,1587,-163,117,-44,88,93,-14,-10.79470199,8.68596882,-3.005464481,6.197183099,6.167108753,-0.874453467
517,1440,814,727,739,751,757,747,757,-87,12,12,6,-10,10,-10.68796069,1.650618982,1.623815968,0.798934754,-1.321003963,1.338688086
518,1808,1015,994,924,1057,1033,1028,1050,-21,-70,133,-24,-5,22,-2.068965517,-7.042253521,14.39393939,-2.270577105,-0.484027106,2.140077821
519,2490,1023,1118,1004,1180,1201,1195,1093,95,-114,176,21,-6,-102,9.286412512,-10.19677996,17.52988048,1.779661017,-0.49958368,-8.535564854
520,406,854,955,897,955,940,877,908,101,-58,58,-15,-63,31,11.82669789,-6.073298429,6.46599777,-1.570680628,-6.70212766,3.534777651
521,584,794,981,1062,1006,1099,1066,1045,187,81,-56,93,-33,-21,23.55163728,8.256880734,-5.27306968,9.244532803,-3.002729754,-1.969981238
522,530,963,991,1004,1043,1055,1088,1124,28,13,39,12,33,36,2.907580478,1.311806256,3.884462151,1.150527325,3.127962085,3.308823529
523,1589,994,838,780,800,802,831,838,-156,-58,20,2,29,7,-15.69416499,-6.92124105,2.564102564,0.25,3.6159601,0.842358604
524,2017,712,777,785,756,745,754,834,65,8,-29,-11,9,80,9.129213483,1.02960103,-3.694267516,-1.455026455,1.208053691,10.61007958
525,2062,955,1008,1011,1041,1041,1085,1000,53,3,30,0,44,-85,5.54973822,0.297619048,2.96735905,0,4.226705091,-7.834101382
526,465,1023,880,826,837,854,854,955,-143,-54,11,17,0,101,-13.97849462,-6.136363636,1.331719128,2.031063321,0,11.82669789
527,1331,1118,994,1062,1025,1133,1061,1090,-124,68,-37,108,-72,29,-11.09123435,6.841046278,-3.483992467,10.53658537,-6.354810238,2.7332705
528,933,748,918,930,905,1047,1004,1058,170,12,-25,142,-43,54,22.72727273,1.307189542,-2.688172043,15.69060773,-4.106972302,5.378486056
529,2340,827,810,806,816,815,795,844,-17,-4,10,-1,-20,49,-2.055622733,-0.49382716,1.240694789,-0.12254902,-2.45398773,6.163522013
530,671,770,782,816,854,820,840,899,12,34,38,-34,20,59,1.558441558,4.347826087,4.656862745,-3.981264637,2.43902439,7.023809524
531,1919,1447,1463,1343,1351,1408,1471,1573,16,-120,8,57,63,102,1.105736006,-8.202323992,0.59568131,4.219096965,4.474431818,6.934058464
532,2522,1145,1080,1032,964,984,948,938,-65,-48,-68,20,-36,-10,-5.676855895,-4.444444444,-6.589147287,2.074688797,-3.658536585,-1.054852321
533,1986,804,774,754,801,809,779,793,-30,-20,47,8,-30,14,-3.731343284,-2.583979328,6.233421751,0.998751561,-3.708281829,1.797175866
534,1227,778,761,785,794,796,816,837,-17,24,9,2,20,21,-2.185089974,3.153745072,1.146496815,0.251889169,2.512562814,2.573529412
535,2234,867,859,867,885,865,887,866,-8,8,18,-20,22,-21,-0.92272203,0.931315483,2.076124567,-2.259887006,2.543352601,-2.367531003
536,254,1200,1156,1148,1270,1293,1249,1291,-44,-8,122,23,-44,42,-3.666666667,-0.692041522,10.6271777,1.811023622,-3.402938902,3.362690152
537,1447,833,869,846,858,728,736,794,36,-23,12,-130,8,58,4.321728691,-2.646720368,1.418439716,-15.15151515,1.098901099,7.880434783
538,1883,1195,1123,1267,1283,1289,1339,1337,-72,144,16,6,50,-2,-6.025104603,12.82279608,1.262825572,0.467653936,3.87897595,-0.149365198
539,104,1070,1092,1091,1261,1290,1349,1372,22,-1,170,29,59,23,2.056074766,-0.091575092,15.58203483,2.299762094,4.573643411,1.704966642
540,474,838,885,853,909,922,991,965,47,-32,56,13,69,-26,5.608591885,-3.615819209,6.565064478,1.430143014,7.48373102,-2.623612513
541,1123,682,650,702,700,721,736,710,-32,52,-2,21,15,-26,-4.692082111,8,-0.284900285,3,2.080443828,-3.532608696
542,1328,1209,1216,1021,1053,1238,1197,1166,7,-195,32,185,-41,-31,0.578990902,-16.03618421,3.134182174,17.5688509,-3.311793215,-2.589807853
543,1770,1157,1142,1160,1233,1218,1257,1252,-15,18,73,-15,39,-5,-1.296456353,1.576182137,6.293103448,-1.216545012,3.201970443,-0.397772474
544,1527,1518,1392,1340,1283,1210,1297,1350,-126,-52,-57,-73,87,53,-8.300395257,-3.735632184,-4.253731343,-5.689789556,7.190082645,4.086353123
545,1320,1279,1290,1352,1389,1449,1456,1493,11,62,37,60,7,37,0.860046912,4.80620155,2.736686391,4.319654428,0.483091787,2.541208791
546,1193,911,974,905,969,980,999,1022,63,-69,64,11,19,23,6.915477497,-7.084188912,7.071823204,1.135190918,1.93877551,2.302302302
547,1922,1148,1150,1150,1218,1219,1263,1288,2,0,68,1,44,25,0.174216028,0,5.913043478,0.082101806,3.609515997,1.979414093
548,993,1234,1213,1131,1214,1321,1509,1591,-21,-82,83,107,188,82,-1.70178282,-6.760098928,7.338638373,8.81383855,14.23164269,5.434062293
549,1174,1250,1218,1207,1248,1309,1352,1430,-32,-11,41,61,43,78,-2.56,-0.903119869,3.396851698,4.887820513,3.284950344,5.769230769
550,1584,994,957,935,959,1021,1015,1089,-37,-22,24,62,-6,74,-3.722334004,-2.298850575,2.56684492,6.465067779,-0.587659158,7.290640394
551,2021,909,938,958,963,928,1018,889,29,20,5,-35,90,-129,3.190319032,2.132196162,0.521920668,-3.634475597,9.698275862,-12.6719057
552,560,829,840,840,829,826,834,804,11,0,-11,-3,8,-30,1.326899879,0,-1.30952381,-0.361881785,0.968523002,-3.597122302
553,735,1019,1006,1138,1061,999,1031,980,-13,132,-77,-62,32,-51,-1.27576055,13.12127237,-6.766256591,-5.843543827,3.203203203,-4.946653734
554,1269,1064,1090,1067,1125,1174,1246,1254,26,-23,58,49,72,8,2.443609023,-2.110091743,5.435801312,4.355555556,6.132879046,0.642054575
555,538,955,993,998,1009,1146,1191,1240,38,5,11,137,45,49,3.979057592,0.503524673,1.102204409,13.5777998,3.926701571,4.114189757
556,510,865,890,882,904,893,887,920,25,-8,22,-11,-6,33,2.89017341,-0.898876404,2.494331066,-1.216814159,-0.671892497,3.720405862
557,2651,1181,1197,1194,1216,1150,1128,1085,16,-3,22,-66,-22,-43,1.354784081,-0.250626566,1.842546064,-5.427631579,-1.913043478,-3.812056738
558,1228,1500,1575,1571,1673,1700,1702,1685,75,-4,102,27,2,-17,5,-0.253968254,6.492679822,1.613867304,0.117647059,-0.998824912
559,3022,655,694,875,865,902,983,753,39,181,-10,37,81,-230,5.954198473,26.08069164,-1.142857143,4.277456647,8.980044346,-23.39776195
560,1086,887,933,960,988,1036,1106,1044,46,27,28,48,70,-62,5.186020293,2.893890675,2.916666667,4.858299595,6.756756757,-5.605786618
561,49,749,1079,992,1023,1083,1189,1192,330,-87,31,60,106,3,44.05874499,-8.063021316,3.125,5.865102639,9.787626962,0.252312868
562,1209,1124,1018,1251,1205,1280,1301,1243,-106,233,-46,75,21,-58,-9.430604982,22.88801572,-3.677058353,6.22406639,1.640625,-4.458109147
563,103,1397,1363,1405,1240,1394,1444,1494,-34,42,-165,154,50,50,-2.433786686,3.081438004,-11.74377224,12.41935484,3.586800574,3.462603878
564,265,1500,1528,1605,1618,1506,1697,1798,28,77,13,-112,191,101,1.866666667,5.039267016,0.809968847,-6.922126082,12.68260292,5.951679434
565,293,1143,1176,1167,1189,1227,1199,1200,33,-9,22,38,-28,1,2.887139108,-0.765306122,1.885175664,3.195962994,-2.28198859,0.083402836
566,2238,949,1032,997,1046,1055,1142,1169,83,-35,49,9,87,27,8.746048472,-3.391472868,4.914744233,0.86042065,8.246445498,2.364273205
567,2645,970,832,917,913,871,893,868,-138,85,-4,-42,22,-25,-14.22680412,10.21634615,-0.436205016,-4.600219058,2.525832377,-2.799552072
568,1441,1209,1124,1276,1189,1271,1229,1302,-85,152,-87,82,-42,73,-7.030603805,13.52313167,-6.818181818,6.896551724,-3.304484658,5.939788446
569,1577,1000,1115,984,975,1010,1072,1078,115,-131,-9,35,62,6,11.5,-11.74887892,-0.914634146,3.58974359,6.138613861,0.559701493
570,1988,863,897,851,853,855,745,736,34,-46,2,2,-110,-9,3.939745075,-5.128205128,0.235017626,0.234466589,-12.86549708,-1.208053691
571,372,1254,1306,1420,1412,1543,1451,1486,52,114,-8,131,-92,35,4.146730463,8.728943338,-0.563380282,9.277620397,-5.962410888,2.412129566
572,1740,940,929,923,933,934,929,959,-11,-6,10,1,-5,30,-1.170212766,-0.645855759,1.083423619,0.107181136,-0.535331906,3.229278794
573,356,997,1062,1006,1045,995,1035,1019,65,-56,39,-50,40,-16,6.519558676,-5.27306968,3.876739563,-4.784688995,4.020100503,-1.54589372
574,780,842,863,878,909,930,988,968,21,15,31,21,58,-20,2.494061758,1.738122827,3.530751708,2.310231023,6.23655914,-2.024291498
575,1504,1200,1167,1136,1207,1288,1309,1307,-33,-31,71,81,21,-2,-2.75,-2.65638389,6.25,6.710853355,1.630434783,-0.152788388
576,178,1599,1613,1656,1701,1679,1693,1637,14,43,45,-22,14,-56,0.875547217,2.66584005,2.717391304,-1.293356849,0.833829661,-3.307737744
577,1149,689,663,703,718,738,747,693,-26,40,15,20,9,-54,-3.773584906,6.033182504,2.13371266,2.78551532,1.219512195,-7.228915663
578,338,1008,1119,1112,1176,1113,1130,1104,111,-7,64,-63,17,-26,11.01190476,-0.625558534,5.755395683,-5.357142857,1.527403414,-2.300884956
579,2919,651,657,765,774,802,749,681,6,108,9,28,-53,-68,0.921658986,16.43835616,1.176470588,3.617571059,-6.608478803,-9.078771696
580,1714,1251,1210,1184,1208,1278,1265,1303,-41,-26,24,70,-13,38,-3.277378098,-2.148760331,2.027027027,5.794701987,-1.017214397,3.003952569
581,1157,1285,1242,1280,1356,1416,1491,1489,-43,38,76,60,75,-2,-3.346303502,3.05958132,5.9375,4.424778761,5.296610169,-0.134138162
582,1264,970,926,948,988,990,1021,987,-44,22,40,2,31,-34,-4.536082474,2.375809935,4.219409283,0.20242915,3.131313131,-3.33006856
583,982,743,753,795,884,857,897,857,10,42,89,-27,40,-40,1.34589502,5.577689243,11.19496855,-3.054298643,4.667444574,-4.459308807
584,1459,1138,1154,1147,1193,1200,1190,1045,16,-7,46,7,-10,-145,1.405975395,-0.606585789,4.010462075,0.586756077,-0.833333333,-12.18487395
585,476,974,972,1002,1007,941,1018,892,-2,30,5,-66,77,-126,-0.205338809,3.086419753,0.499001996,-6.554121152,8.182784272,-12.37721022
586,605,1153,1187,915,974,1078,1116,1101,34,-272,59,104,38,-15,2.948829141,-22.91491154,6.448087432,10.67761807,3.525046382,-1.344086022
587,1797,1100,1025,971,1067,1040,1095,1104,-75,-54,96,-27,55,9,-6.818181818,-5.268292683,9.886714727,-2.530459231,5.288461538,0.821917808
588,41,1538,1562,1538,1568,1611,1628,1663,24,-24,30,43,17,35,1.56046814,-1.536491677,1.950585176,2.742346939,1.055245189,2.14987715
589,1678,908,999,1062,1031,986,947,937,91,63,-31,-45,-39,-10,10.02202643,6.306306306,-2.919020716,-4.364694471,-3.955375254,-1.055966209
590,2554,1015,988,989,1009,1016,1041,959,-27,1,20,7,25,-82,-2.660098522,0.101214575,2.022244692,0.693756194,2.460629921,-7.877041306
591,224,1008,1310,1279,1300,1443,1450,1544,302,-31,21,143,7,94,29.96031746,-2.366412214,1.64190774,11,0.485100485,6.482758621
592,1285,1277,1278,1330,1345,1497,1564,1586,1,52,15,152,67,22,0.078308536,4.06885759,1.127819549,11.30111524,4.475617902,1.406649616
593,535,892,889,853,911,890,953,1074,-3,-36,58,-21,63,121,-0.33632287,-4.049493813,6.799531067,-2.305159166,7.078651685,12.69674711
594,2252,816,828,814,838,847,820,817,12,-14,24,9,-27,-3,1.470588235,-1.690821256,2.948402948,1.07398568,-3.18772137,-0.365853659
595,2331,954,940,912,932,926,851,861,-14,-28,20,-6,-75,10,-1.467505241,-2.978723404,2.192982456,-0.643776824,-8.099352052,1.175088132
596,1555,868,896,872,875,897,897,940,28,-24,3,22,0,43,3.225806452,-2.678571429,0.344036697,2.514285714,0,4.793756968
597,354,994,1099,1142,1160,1180,1287,1309,105,43,18,20,107,22,10.56338028,3.912647862,1.576182137,1.724137931,9.06779661,1.709401709
598,1409,1202,1235,1226,1123,1199,1287,1355,33,-9,-103,76,88,68,2.745424293,-0.728744939,-8.401305057,6.767586821,7.339449541,5.283605284
599,1298,1255,1217,1271,1267,1305,1335,1319,-38,54,-4,38,30,-16,-3.027888446,4.437140509,-0.314712825,2.999210734,2.298850575,-1.198501873
600,1622,1027,947,960,1059,1074,1142,1214,-80,13,99,15,68,72,-7.789678676,1.372756072,10.3125,1.416430595,6.331471136,6.304728546
601,25,1424,1436,1463,1526,1525,1579,1644,12,27,63,-1,54,65,0.842696629,1.880222841,4.306220096,-0.065530799,3.540983607,4.116529449
602,148,1217,1288,1295,1375,1395,1363,1390,71,7,80,20,-32,27,5.834018077,0.543478261,6.177606178,1.454545455,-2.29390681,1.980924431
603,1252,1154,1116,1076,1120,1144,1185,1226,-38,-40,44,24,41,41,-3.292894281,-3.584229391,4.089219331,2.142857143,3.583916084,3.459915612
604,1981,1225,1208,1207,1153,1119,1141,1150,-17,-1,-54,-34,22,9,-1.387755102,-0.082781457,-4.473902237,-2.948829141,1.966041108,0.78878177
605,1534,819,752,737,786,775,755,789,-67,-15,49,-11,-20,34,-8.180708181,-1.994680851,6.648575305,-1.399491094,-2.580645161,4.503311258
606,812,968,912,916,914,1005,1040,1018,-56,4,-2,91,35,-22,-5.785123967,0.438596491,-0.218340611,9.956236324,3.482587065,-2.115384615
607,500,1334,1375,1406,1369,1398,1313,1300,41,31,-37,29,-85,-13,3.073463268,2.254545455,-2.631578947,2.118334551,-6.080114449,-0.99009901
608,1274,968,963,995,1030,1072,1141,1167,-5,32,35,42,69,26,-0.516528926,3.322949117,3.51758794,4.077669903,6.436567164,2.278702892
609,2627,799,815,781,783,789,800,870,16,-34,2,6,11,70,2.002503129,-4.171779141,0.256081946,0.766283525,1.394169835,8.75
610,850,899,892,898,912,943,955,1004,-7,6,14,31,12,49,-0.778642937,0.67264574,1.559020045,3.399122807,1.272534464,5.130890052
611,1176,990,888,979,1006,1008,1009,1068,-102,91,27,2,1,59,-10.3030303,10.24774775,2.757916241,0.198807157,0.099206349,5.847373637
