,County,2010 Median Rent Price,2011 Median Rent Price,2012 Median Rent Price,2013 Median Rent Price,2014 Median Rent Price,2015 Median Rent Price,2016 Median Rent Price,2011 Rent Difference,2012 Rent Difference,2013 Rent Difference,2014 Rent Difference,2015 Rent Difference,2016 Rent Difference,2011 Rent Percent Change,2012 Rent Percent Change,2013 Rent Percent Change,2014 Rent Percent Change,2015 Rent Percent Change,2016 Rent Percent Change
1312,779,1093,1030,1082,989,1020,1022,1001,-63,52,-93,31,2,-21,-5.763952425,5.048543689,-8.595194085,3.134479272,0.196078431,-2.054794521
1313,62,1497,1507,1558,1695,1771,1892,2047,10,51,137,76,121,155,0.668002672,3.384207034,8.793324775,4.483775811,6.832298137,8.192389006
1314,697,1158,1120,1162,1187,1212,1191,1200,-38,42,25,25,-21,9,-3.281519862,3.75,2.151462995,2.106149958,-1.732673267,0.755667506
1315,2079,969,1011,989,1043,1063,1046,1048,42,-22,54,20,-17,2,4.334365325,-2.176063304,5.460060667,1.917545542,-1.599247413,0.191204589
1316,117,1623,1603,1623,1662,1750,1892,2013,-20,20,39,88,142,121,-1.23228589,1.247660636,2.402957486,5.294825511,8.114285714,6.395348837
1317,828,1215,1216,1303,1270,1245,1286,1227,1,87,-33,-25,41,-59,0.082304527,7.154605263,-2.532617038,-1.968503937,3.293172691,-4.587869362
1318,140,2286,2229,2176,2233,2229,2361,2289,-57,-53,57,-4,132,-72,-2.49343832,-2.377747869,2.619485294,-0.179131214,5.921938089,-3.049555273
1319,443,896,915,974,969,963,972,972,19,59,-5,-6,9,0,2.120535714,6.448087432,-0.513347023,-0.619195046,0.934579439,0
1320,2392,1302,1280,1310,1369,1484,1580,1545,-22,30,59,115,96,-35,-1.689708141,2.34375,4.503816794,8.400292184,6.469002695,-2.215189873
1321,99,1883,1786,1818,1934,2240,2437,2585,-97,32,116,306,197,148,-5.151354222,1.791713326,6.380638064,15.8221303,8.794642857,6.073040624
1322,937,1191,1164,1205,1181,1189,1193,1180,-27,41,-24,8,4,-13,-2.267002519,3.52233677,-1.991701245,0.677392041,0.336417157,-1.089689858
1323,1465,930,818,804,851,850,840,881,-112,-14,47,-1,-10,41,-12.04301075,-1.711491443,5.845771144,-0.117508813,-1.176470588,4.880952381
1324,160,949,907,985,1062,997,1079,1134,-42,78,77,-65,82,55,-4.425711275,8.599779493,7.817258883,-6.120527307,8.224674022,5.097312326
1325,100,1150,1012,1089,1076,1141,1192,1250,-138,77,-13,65,51,58,-12,7.608695652,-1.193755739,6.040892193,4.469763365,4.865771812
1326,322,1341,1370,1394,1400,1413,1424,1448,29,24,6,13,11,24,2.16256525,1.751824818,0.430416069,0.928571429,0.778485492,1.685393258
1327,2957,637,654,779,776,849,797,684,17,125,-3,73,-52,-113,2.668759812,19.11314985,-0.385109114,9.407216495,-6.124852768,-14.17816813
1328,310,1745,1793,1793,1838,1826,1845,1852,48,0,45,-12,19,7,2.750716332,0,2.509760178,-0.652883569,1.040525739,0.379403794
1329,90,1220,1119,1130,1149,1203,1266,1358,-101,11,19,54,63,92,-8.278688525,0.983020554,1.681415929,4.699738903,5.236907731,7.266982622
1330,525,919,914,912,971,875,993,1024,-5,-2,59,-96,118,31,-0.544069641,-0.218818381,6.469298246,-9.886714727,13.48571429,3.121852971
1331,127,927,838,905,964,912,971,1003,-89,67,59,-52,59,32,-9.600862999,7.99522673,6.519337017,-5.394190871,6.469298246,3.295571576
1332,1823,907,816,834,903,881,907,967,-91,18,69,-22,26,60,-10.03307607,2.205882353,8.273381295,-2.436323367,2.951191827,6.615214994
1333,863,1070,1120,1100,1127,1086,1059,1110,50,-20,27,-41,-27,51,4.672897196,-1.785714286,2.454545455,-3.63797693,-2.486187845,4.815864023
1334,278,1200,1078,1169,1096,1221,1164,1250,-122,91,-73,125,-57,86,-10.16666667,8.441558442,-6.24465355,11.40510949,-4.668304668,7.388316151
1335,1775,963,905,885,933,940,936,976,-58,-20,48,7,-4,40,-6.022845275,-2.209944751,5.423728814,0.750267953,-0.425531915,4.273504274
1336,639,727,713,756,798,759,825,761,-14,43,42,-39,66,-64,-1.925722146,6.03085554,5.555555556,-4.887218045,8.695652174,-7.757575758
1337,1682,1133,978,933,1021,1009,1079,1147,-155,-45,88,-12,70,68,-13.68049426,-4.601226994,9.431939979,-1.175318315,6.937561943,6.302131603
1338,375,1315,1355,1391,1336,1415,1322,1307,40,36,-55,79,-93,-15,3.041825095,2.656826568,-3.953989935,5.913173653,-6.572438163,-1.134644478
1339,2649,1134,1089,1056,1068,1165,1105,1119,-45,-33,12,97,-60,14,-3.968253968,-3.03030303,1.136363636,9.082397004,-5.150214592,1.266968326
1340,654,1150,1110,1135,1121,1180,1150,1218,-40,25,-14,59,-30,68,-3.47826087,2.252252252,-1.233480176,5.263157895,-2.542372881,5.913043478
1341,2779,1090,987,979,993,989,1023,1162,-103,-8,14,-4,34,139,-9.449541284,-0.810536981,1.430030644,-0.402819738,3.437815976,13.58748778
1342,1946,839,822,845,869,850,848,802,-17,23,24,-19,-2,-46,-2.026221692,2.798053528,2.840236686,-2.186421174,-0.235294118,-5.424528302
1343,615,958,989,996,1042,1025,1040,1043,31,7,46,-17,15,3,3.235908142,0.707785642,4.618473896,-1.631477927,1.463414634,0.288461538
1344,1038,783,791,855,902,946,889,912,8,64,47,44,-57,23,1.021711367,8.09102402,5.497076023,4.87804878,-6.025369979,2.587176603
1345,1713,997,915,833,847,832,858,893,-82,-82,14,-15,26,35,-8.224674022,-8.961748634,1.680672269,-1.770956316,3.125,4.079254079
1346,2264,955,843,856,1043,1048,1001,1095,-112,13,187,5,-47,94,-11.72774869,1.542111507,21.84579439,0.479386385,-4.484732824,9.390609391
1347,1142,1242,1201,1230,1226,1292,1321,1397,-41,29,-4,66,29,76,-3.301127214,2.414654455,-0.325203252,5.383360522,2.244582043,5.75321726
1348,1327,1332,1369,1421,1544,1485,1652,1739,37,52,123,-59,167,87,2.777777778,3.798392988,8.655876144,-3.821243523,11.24579125,5.266343826
1349,421,1433,1491,1461,1497,1474,1533,1486,58,-30,36,-23,59,-47,4.047452896,-2.012072435,2.464065708,-1.536406146,4.002713704,-3.065883888
1350,59,1638,1995,2190,2348,2408,2472,2516,357,195,158,60,64,44,21.79487179,9.77443609,7.214611872,2.555366269,2.657807309,1.779935275
1351,1580,1226,1251,1276,1260,1246,1315,1341,25,25,-16,-14,69,26,2.039151713,1.998401279,-1.253918495,-1.111111111,5.537720706,1.977186312
1352,444,1425,1157,1125,1158,1223,1293,1258,-268,-32,33,65,70,-35,-18.80701754,-2.765773552,2.933333333,5.613126079,5.723630417,-2.706883217
1353,1120,1200,1154,1206,1152,1197,1183,1140,-46,52,-54,45,-14,-43,-3.833333333,4.506065858,-4.47761194,3.90625,-1.169590643,-3.634826712
1354,1286,883,720,807,900,874,869,849,-163,87,93,-26,-5,-20,-18.45979615,12.08333333,11.52416357,-2.888888889,-0.57208238,-2.301495972
1355,81,1186,962,1032,1067,1053,1121,1092,-224,70,35,-14,68,-29,-18.88701518,7.276507277,3.391472868,-1.312089972,6.457739791,-2.586975914
1356,1813,705,761,809,801,775,762,750,56,48,-8,-26,-13,-12,7.943262411,6.307490145,-0.988875155,-3.245942572,-1.677419355,-1.57480315
1357,257,1119,1190,1190,1242,1312,1425,1466,71,0,52,70,113,41,6.344950849,0,4.369747899,5.636070853,8.612804878,2.877192982
1358,350,850,876,927,917,853,816,795,26,51,-10,-64,-37,-21,3.058823529,5.821917808,-1.078748652,-6.979280262,-4.337631887,-2.573529412
1359,462,941,940,963,981,989,984,956,-1,23,18,8,-5,-28,-0.106269926,2.446808511,1.869158879,0.815494393,-0.505561173,-2.845528455
1360,2548,1100,1096,1168,1174,1155,1160,1171,-4,72,6,-19,5,11,-0.363636364,6.569343066,0.51369863,-1.618398637,0.432900433,0.948275862
1361,659,1336,1219,1271,1262,1190,1157,1177,-117,52,-9,-72,-33,20,-8.75748503,4.265791632,-0.708103855,-5.705229794,-2.773109244,1.72860847
1362,215,1500,1264,1310,1243,1358,1378,1416,-236,46,-67,115,20,38,-15.73333333,3.639240506,-5.114503817,9.251810137,1.47275405,2.757619739
1363,281,1675,1592,1565,1679,1677,1753,1806,-83,-27,114,-2,76,53,-4.955223881,-1.695979899,7.284345048,-0.119118523,4.531902206,3.023388477
1364,390,1344,1340,1337,1229,1294,1298,1395,-4,-3,-108,65,4,97,-0.297619048,-0.223880597,-8.077786088,5.288852726,0.309119011,7.473035439
1365,1601,987,1011,1047,1097,1057,1109,1111,24,36,50,-40,52,2,2.431610942,3.560830861,4.775549188,-3.646308113,4.919583728,0.180342651
1366,1016,1132,989,944,1019,1006,1076,1090,-143,-45,75,-13,70,14,-12.63250883,-4.550050556,7.944915254,-1.27576055,6.958250497,1.301115242
1367,2688,948,927,931,918,924,944,981,-21,4,-13,6,20,37,-2.215189873,0.431499461,-1.396348013,0.653594771,2.164502165,3.919491525
1368,714,1500,1464,1556,1514,1607,1643,1604,-36,92,-42,93,36,-39,-2.4,6.284153005,-2.699228792,6.142668428,2.240199129,-2.373706634
1369,2822,929,888,889,898,902,930,967,-41,1,9,4,28,37,-4.413347686,0.112612613,1.012373453,0.445434298,3.10421286,3.978494624
1370,1399,947,948,922,965,909,923,894,1,-26,43,-56,14,-29,0.105596621,-2.742616034,4.663774403,-5.803108808,1.540154015,-3.141928494
1371,1523,829,837,819,842,883,952,947,8,-18,23,41,69,-5,0.965018094,-2.150537634,2.808302808,4.86935867,7.814269536,-0.525210084
1372,12,1241,1242,1255,1314,1354,1396,1470,1,13,59,40,42,74,0.080580177,1.046698873,4.701195219,3.04414003,3.101920236,5.300859599
1373,1793,957,954,986,997,968,958,950,-3,32,11,-29,-10,-8,-0.313479624,3.354297694,1.115618661,-2.908726179,-1.033057851,-0.835073069
1374,855,895,875,849,862,855,857,889,-20,-26,13,-7,2,32,-2.234636872,-2.971428571,1.531213192,-0.812064965,0.233918129,3.733955659
1375,1321,976,880,925,973,1001,1038,1038,-96,45,48,28,37,0,-9.836065574,5.113636364,5.189189189,2.877697842,3.696303696,0
1376,637,976,973,943,954,936,995,968,-3,-30,11,-18,59,-27,-0.307377049,-3.083247688,1.166489926,-1.886792453,6.303418803,-2.713567839
1377,504,1269,1223,978,982,1044,1099,1125,-46,-245,4,62,55,26,-3.624901497,-20.03270646,0.408997955,6.313645621,5.268199234,2.365787079
1378,870,1119,1195,1180,1274,1323,1339,1448,76,-15,94,49,16,109,6.791778374,-1.255230126,7.966101695,3.846153846,1.209372638,8.140403286
1379,1341,1166,1139,1173,1220,1339,1271,1034,-27,34,47,119,-68,-237,-2.315608919,2.985074627,4.006820119,9.754098361,-5.078416729,-18.64673485
1380,2595,921,918,898,885,881,874,896,-3,-20,-13,-4,-7,22,-0.325732899,-2.178649237,-1.44766147,-0.451977401,-0.794551646,2.517162471
1381,2860,947,926,935,940,960,993,935,-21,9,5,20,33,-58,-2.217529039,0.971922246,0.534759358,2.127659574,3.4375,-5.840886203
1382,1572,1028,892,754,962,947,941,929,-136,-138,208,-15,-6,-12,-13.22957198,-15.47085202,27.5862069,-1.559251559,-0.633579725,-1.275239107
1383,175,1297,1338,1350,1385,1395,1440,1508,41,12,35,10,45,68,3.161141095,0.896860987,2.592592593,0.722021661,3.225806452,4.722222222
1384,1613,980,993,994,986,1049,1019,1045,13,1,-8,63,-30,26,1.326530612,0.100704935,-0.804828974,6.389452333,-2.85986654,2.551521099
1385,843,1182,1202,1231,1257,1343,1444,1579,20,29,26,86,101,135,1.692047377,2.412645591,2.112103981,6.841686555,7.520476545,9.349030471
1386,585,1347,1415,1445,1418,1518,1400,1402,68,30,-27,100,-118,2,5.048255382,2.120141343,-1.868512111,7.052186178,-7.773386034,0.142857143
1387,674,1164,1117,1134,1109,1162,1099,1108,-47,17,-25,53,-63,9,-4.037800687,1.521933751,-2.204585538,4.779080252,-5.421686747,0.818926297
1388,1273,1171,902,957,1006,1013,1110,1130,-269,55,49,7,97,20,-22.97181896,6.097560976,5.120167189,0.69582505,9.575518263,1.801801802
1389,2094,971,911,873,982,995,985,1025,-60,-38,109,13,-10,40,-6.179196704,-4.171240395,12.48568156,1.323828921,-1.005025126,4.060913706
1390,520,990,1005,1018,1062,1076,1102,1097,15,13,44,14,26,-5,1.515151515,1.293532338,4.322200393,1.31826742,2.416356877,-0.453720508
1391,2581,859,844,839,813,826,843,870,-15,-5,-26,13,17,27,-1.746216531,-0.592417062,-3.098927294,1.59901599,2.05811138,3.202846975
1392,275,1556,1666,1600,1605,1570,1666,1631,110,-66,5,-35,96,-35,7.06940874,-3.961584634,0.3125,-2.180685358,6.114649682,-2.100840336
1393,1348,1032,1043,1058,1190,1129,1235,1199,11,15,132,-61,106,-36,1.065891473,1.438159156,12.47637051,-5.12605042,9.388839681,-2.914979757
1394,366,1476,1524,1580,1445,1579,1636,1601,48,56,-135,134,57,-35,3.25203252,3.674540682,-8.544303797,9.273356401,3.609879671,-2.139364303
1395,2193,969,963,975,953,953,930,959,-6,12,-22,0,-23,29,-0.619195046,1.246105919,-2.256410256,0,-2.41343127,3.11827957
1396,1964,1187,1114,1044,1078,1060,1093,1265,-73,-70,34,-18,33,172,-6.149957877,-6.283662478,3.256704981,-1.669758813,3.113207547,15.73650503
1397,2661,1050,974,974,1002,1095,1071,1038,-76,0,28,93,-24,-33,-7.238095238,0,2.874743326,9.281437126,-2.191780822,-3.081232493
1398,1167,1354,1445,1513,1613,1728,1801,1839,91,68,100,115,73,38,6.720827179,4.705882353,6.609385327,7.129572226,4.224537037,2.109938923
1399,1937,1036,1013,923,900,972,932,982,-23,-90,-23,72,-40,50,-2.22007722,-8.884501481,-2.491874323,8,-4.115226337,5.364806867
1400,2542,1015,986,957,1000,1103,1061,1080,-29,-29,43,103,-42,19,-2.857142857,-2.941176471,4.493207941,10.3,-3.807796917,1.790763431
1401,1935,1142,1093,1078,1139,1136,1169,1162,-49,-15,61,-3,33,-7,-4.290718039,-1.372369625,5.658627087,-0.263388938,2.904929577,-0.598802395
1402,1454,918,790,809,813,800,802,792,-128,19,4,-13,2,-10,-13.94335512,2.405063291,0.494437577,-1.59901599,0.25,-1.246882793
1403,200,799,819,678,665,736,697,775,20,-141,-13,71,-39,78,2.503128911,-17.21611722,-1.91740413,10.67669173,-5.298913043,11.19081779
1404,106,1224,1131,1146,1105,1149,1141,1177,-93,15,-41,44,-8,36,-7.598039216,1.326259947,-3.577661431,3.981900452,-0.696257615,3.155127082
1405,74,975,988,1058,1088,1103,1110,1106,13,70,30,15,7,-4,1.333333333,7.085020243,2.835538752,1.378676471,0.63463282,-0.36036036
1406,2742,755,753,782,824,818,835,834,-2,29,42,-6,17,-1,-0.264900662,3.85126162,5.37084399,-0.72815534,2.078239609,-0.119760479
1407,553,1401,1343,1315,1265,1231,1315,1398,-58,-28,-50,-34,84,83,-4.139900071,-2.084884587,-3.802281369,-2.687747036,6.823720552,6.311787072
1408,2377,940,919,927,912,914,887,912,-21,8,-15,2,-27,25,-2.234042553,0.870511425,-1.618122977,0.219298246,-2.95404814,2.81848929
1409,398,837,866,903,953,971,1017,1020,29,37,50,18,46,3,3.464755078,4.272517321,5.53709856,1.888772298,4.73738414,0.294985251
1410,2064,1015,1009,1009,1071,1116,1134,1151,-6,0,62,45,18,17,-0.591133005,0,6.144697721,4.201680672,1.612903226,1.499118166
1411,451,983,993,1014,1043,1109,1084,1163,10,21,29,66,-25,79,1.017293998,2.114803625,2.859960552,6.327900288,-2.254283138,7.287822878
1412,943,810,853,834,834,869,870,899,43,-19,0,35,1,29,5.308641975,-2.227432591,0,4.196642686,0.115074799,3.333333333
1413,2573,964,990,1045,1111,1112,1161,1136,26,55,66,1,49,-25,2.697095436,5.555555556,6.315789474,0.090009001,4.40647482,-2.153316107
1414,1849,1105,1025,1002,1060,1086,1137,1211,-80,-23,58,26,51,74,-7.239819005,-2.243902439,5.788423154,2.452830189,4.696132597,6.508355321
1415,2733,900,855,856,857,901,905,864,-45,1,1,44,4,-41,-5,0.116959064,0.11682243,5.134189032,0.443951165,-4.53038674
1416,2685,874,807,759,867,885,862,863,-67,-48,108,18,-23,1,-7.66590389,-5.94795539,14.22924901,2.076124567,-2.598870056,0.116009281
1417,2194,1106,1177,1113,1097,1187,1195,1215,71,-64,-16,90,8,20,6.419529837,-5.437553101,-1.437556155,8.204193254,0.673967987,1.673640167
1418,208,1199,1203,1237,1298,1359,1391,1442,4,34,61,61,32,51,0.333611343,2.826267664,4.931285368,4.69953775,2.354672553,3.666427031
1419,84,1703,1628,1695,1845,1941,1989,2043,-75,67,150,96,48,54,-4.403992954,4.115479115,8.849557522,5.203252033,2.472952087,2.714932127
1420,574,1200,1177,1206,1274,1296,1344,1361,-23,29,68,22,48,17,-1.916666667,2.463891249,5.638474295,1.726844584,3.703703704,1.264880952
1421,1620,1218,1204,1192,1247,1240,1248,1269,-14,-12,55,-7,8,21,-1.149425287,-0.996677741,4.61409396,-0.561347233,0.64516129,1.682692308
1422,1811,922,886,977,946,958,951,918,-36,91,-31,12,-7,-33,-3.904555315,10.27088036,-3.172978506,1.268498943,-0.730688935,-3.470031546
1423,1764,892,886,883,879,882,848,852,-6,-3,-4,3,-34,4,-0.67264574,-0.338600451,-0.453001133,0.341296928,-3.854875283,0.471698113
1424,1536,1005,991,1031,1086,1090,1154,1191,-14,40,55,4,64,37,-1.393034826,4.036326942,5.334626576,0.368324125,5.871559633,3.206239168
1425,961,750,775,829,880,833,867,839,25,54,51,-47,34,-28,3.333333333,6.967741935,6.15199035,-5.340909091,4.081632653,-3.229527105
1426,802,800,847,867,847,892,891,898,47,20,-20,45,-1,7,5.875,2.361275089,-2.306805075,5.312868949,-0.112107623,0.785634119
1427,1517,1222,1133,1137,1081,1150,1204,1215,-89,4,-56,69,54,11,-7.28314239,0.353045013,-4.925241865,6.382978723,4.695652174,0.913621262
1428,635,852,864,897,917,863,866,905,12,33,20,-54,3,39,1.408450704,3.819444444,2.229654404,-5.888767721,0.347624565,4.503464203
1429,1268,912,899,886,852,863,895,888,-13,-13,-34,11,32,-7,-1.425438596,-1.446051168,-3.837471783,1.291079812,3.707995365,-0.782122905
1430,45,2244,2234,2271,2355,2413,2513,2588,-10,37,84,58,100,75,-0.445632799,1.656222023,3.698811096,2.462845011,4.144218815,2.9844807
1431,1488,1105,1193,1141,1152,1231,1206,1084,88,-52,11,79,-25,-122,7.963800905,-4.35875943,0.964066608,6.857638889,-2.030869212,-10.11608624
1432,2670,761,748,742,739,773,744,746,-13,-6,-3,34,-29,2,-1.708278581,-0.802139037,-0.404312668,4.600811908,-3.751617076,0.268817204
1433,2010,1083,1169,1128,1195,1139,1034,1102,86,-41,67,-56,-105,68,7.940904894,-3.507271172,5.939716312,-4.686192469,-9.218612818,6.576402321
1434,1352,822,760,643,693,799,713,736,-62,-117,50,106,-86,23,-7.542579075,-15.39473684,7.776049767,15.2958153,-10.76345432,3.225806452
1435,897,1258,1531,1392,1343,1167,1252,1215,273,-139,-49,-176,85,-37,21.70111288,-9.079033312,-3.520114943,-13.10498883,7.283633248,-2.955271565
1436,109,1491,1506,1514,1523,1555,1563,1551,15,8,9,32,8,-12,1.006036217,0.531208499,0.594451783,2.101116218,0.514469453,-0.767754319
1437,1192,1110,1011,1044,1138,1191,1224,1293,-99,33,94,53,33,69,-8.918918919,3.264094955,9.003831418,4.657293497,2.770780856,5.637254902
1438,464,994,998,1112,1140,1184,1171,1155,4,114,28,44,-13,-16,0.402414487,11.42284569,2.517985612,3.859649123,-1.097972973,-1.366353544
1439,1143,1227,1202,1203,1253,1282,1331,1389,-25,1,50,29,49,58,-2.037489813,0.083194676,4.156275977,2.314445331,3.822152886,4.357625845
1440,40,1290,1291,1302,1344,1383,1438,1484,1,11,42,39,55,46,0.07751938,0.852052672,3.225806452,2.901785714,3.976861894,3.198887344
1441,1724,1119,1124,980,1049,1113,1043,1074,5,-144,69,64,-70,31,0.446827525,-12.8113879,7.040816327,6.101048618,-6.289308176,2.97219559
1442,1448,917,897,902,935,912,904,952,-20,5,33,-23,-8,48,-2.181025082,0.557413601,3.658536585,-2.459893048,-0.877192982,5.309734513
1443,1449,1220,1122,1148,1219,1276,1293,1294,-98,26,71,57,17,1,-8.032786885,2.317290553,6.18466899,4.675963905,1.332288401,0.07733952
1444,537,1271,1226,1211,1179,1257,1288,1266,-45,-15,-32,78,31,-22,-3.540519276,-1.223491028,-2.642444261,6.615776081,2.46618934,-1.708074534
1445,1582,1260,1230,1260,1441,1433,1539,1529,-30,30,181,-8,106,-10,-2.380952381,2.43902439,14.36507937,-0.555170021,7.397069086,-0.64977258
1446,1503,1345,1473,1481,1611,1746,1813,1912,128,8,130,135,67,99,9.516728625,0.543109301,8.777852802,8.379888268,3.837342497,5.460562603
1447,1392,1074,1058,1050,1054,1181,1191,1212,-16,-8,4,127,10,21,-1.489757914,-0.756143667,0.380952381,12.04933586,0.846740051,1.763224181
1448,2676,1056,1050,1022,1089,1109,1172,990,-6,-28,67,20,63,-182,-0.568181818,-2.666666667,6.555772994,1.836547291,5.680793508,-15.52901024
1449,1650,889,901,919,928,900,847,849,12,18,9,-28,-53,2,1.349831271,1.997780244,0.979325354,-3.017241379,-5.888888889,0.236127509
1450,625,1199,1213,1178,1198,1203,1247,1226,14,-35,20,5,44,-21,1.1676397,-2.885408079,1.697792869,0.41736227,3.65752286,-1.6840417
1451,2502,1182,1119,1157,980,964,958,964,-63,38,-177,-16,-6,6,-5.329949239,3.395889187,-15.29818496,-1.632653061,-0.622406639,0.626304802
1452,342,1000,1048,1040,1041,1115,1189,1190,48,-8,1,74,74,1,4.8,-0.763358779,0.096153846,7.108549472,6.6367713,0.084104289
1453,1537,949,869,863,1036,1093,1100,1105,-80,-6,173,57,7,5,-8.429926238,-0.690448792,20.04634994,5.501930502,0.640439158,0.454545455
1454,905,1021,979,1007,1003,960,1004,986,-42,28,-4,-43,44,-18,-4.113614104,2.860061287,-0.397219464,-4.287138584,4.583333333,-1.792828685
1455,345,1669,1586,1624,1648,1734,1683,1664,-83,38,24,86,-51,-19,-4.973037747,2.395964691,1.477832512,5.218446602,-2.941176471,-1.128936423
1456,198,1292,1455,1491,1530,1515,1531,1593,163,36,39,-15,16,62,12.61609907,2.474226804,2.615694165,-0.980392157,1.056105611,4.049640758
1457,1599,1038,973,1019,1049,1054,990,1009,-65,46,30,5,-64,19,-6.262042389,4.727646454,2.944062807,0.476644423,-6.072106262,1.919191919
1458,717,1183,1205,1287,1305,1290,1294,1309,22,82,18,-15,4,15,1.859678783,6.804979253,1.398601399,-1.149425287,0.310077519,1.159196291
1459,1482,1172,1056,1035,1161,1188,1277,1259,-116,-21,126,27,89,-18,-9.897610922,-1.988636364,12.17391304,2.325581395,7.491582492,-1.409553641
1460,845,1042,1085,1103,1101,1155,1268,1366,43,18,-2,54,113,98,4.126679463,1.658986175,-0.181323663,4.904632153,9.783549784,7.728706625
1461,980,811,980,1013,973,925,899,962,169,33,-40,-48,-26,63,20.83847102,3.367346939,-3.948667325,-4.9331963,-2.810810811,7.007786429
1462,206,958,1027,1086,1129,1209,1198,1228,69,59,43,80,-11,30,7.202505219,5.744888023,3.959484346,7.08591674,-0.909842845,2.504173623
1463,2228,1104,912,978,1003,1090,1100,1091,-192,66,25,87,10,-9,-17.39130435,7.236842105,2.556237219,8.673978066,0.917431193,-0.818181818
1464,2517,1255,1213,1213,1195,1137,1168,1105,-42,0,-18,-58,31,-63,-3.346613546,0,-1.483924155,-4.853556485,2.726473175,-5.393835616
1465,283,1106,1133,1171,1195,1183,1203,1202,27,38,24,-12,20,-1,2.441229656,3.353927626,2.049530316,-1.0041841,1.690617075,-0.08312552
1466,183,1434,1562,1558,1590,1635,1689,1688,128,-4,32,45,54,-1,8.926080893,-0.256081946,2.053915276,2.830188679,3.302752294,-0.059206631
1467,921,1200,1180,1198,1200,1227,1246,1291,-20,18,2,27,19,45,-1.666666667,1.525423729,0.166944908,2.25,1.548492258,3.611556982
1468,506,1517,1535,1609,1756,1732,1572,1592,18,74,147,-24,-160,20,1.186552406,4.820846906,9.136109385,-1.366742597,-9.237875289,1.272264631
1469,516,930,926,939,993,1012,1081,1054,-4,13,54,19,69,-27,-0.430107527,1.403887689,5.750798722,1.913393756,6.818181818,-2.497687327
1470,587,805,806,819,853,896,978,938,1,13,34,43,82,-40,0.124223602,1.612903226,4.151404151,5.041031653,9.151785714,-4.08997955
1471,87,1325,1383,1375,1515,1613,1727,1845,58,-8,140,98,114,118,4.377358491,-0.578452639,10.18181818,6.468646865,7.067575945,6.832657788
1472,320,914,956,895,896,1025,951,994,42,-61,1,129,-74,43,4.595185996,-6.380753138,0.111731844,14.39732143,-7.219512195,4.521556257
1473,1684,1229,1224,1284,1332,1351,1403,1413,-5,60,48,19,52,10,-0.406834825,4.901960784,3.738317757,1.426426426,3.84900074,0.712758375
1474,115,1293,1278,1279,1349,1394,1473,1556,-15,1,70,45,79,83,-1.160092807,0.078247261,5.473025801,3.335804299,5.667144907,5.634758995
1475,1206,1538,1517,1553,1666,1732,1738,1732,-21,36,113,66,6,-6,-1.365409623,2.373104812,7.276239536,3.961584634,0.346420323,-0.345224396
1476,586,1189,1226,1206,1254,1252,1288,1288,37,-20,48,-2,36,0,3.111858705,-1.63132137,3.980099502,-0.159489633,2.875399361,0
1477,573,718,947,1046,961,1048,1002,1087,229,99,-85,87,-46,85,31.89415042,10.45406547,-8.126195029,9.053069719,-4.389312977,8.483033932
1478,2028,946,952,965,969,998,983,998,6,13,4,29,-15,15,0.634249471,1.365546218,0.414507772,2.992776058,-1.503006012,1.525940997
1479,1445,829,764,751,809,792,770,797,-65,-13,58,-17,-22,27,-7.840772014,-1.701570681,7.723035952,-2.101359703,-2.777777778,3.506493506
1480,1159,895,830,806,806,825,829,832,-65,-24,0,19,4,3,-7.262569832,-2.891566265,0,2.357320099,0.484848485,0.361881785
1481,321,850,829,860,895,848,783,834,-21,31,35,-47,-65,51,-2.470588235,3.739445115,4.069767442,-5.251396648,-7.66509434,6.513409962
1482,392,1335,1397,1438,1391,1461,1351,1388,62,41,-47,70,-110,37,4.644194757,2.934860415,-3.268428373,5.032350827,-7.529089665,2.738712065
1483,340,1066,1016,1066,1115,1133,1159,1144,-50,50,49,18,26,-15,-4.69043152,4.921259843,4.596622889,1.614349776,2.294792586,-1.294219154
1484,570,1255,1063,1034,1102,980,1232,1251,-192,-29,68,-122,252,19,-15.29880478,-2.72812794,6.576402321,-11.0707804,25.71428571,1.542207792
1485,903,1003,988,933,998,998,1065,1110,-15,-55,65,0,67,45,-1.49551346,-5.566801619,6.966773848,0,6.713426854,4.225352113
1486,1671,843,856,852,864,882,858,849,13,-4,12,18,-24,-9,1.542111507,-0.46728972,1.408450704,2.083333333,-2.721088435,-1.048951049
1487,1240,994,987,1149,1095,1206,1194,1090,-7,162,-54,111,-12,-104,-0.704225352,16.41337386,-4.699738903,10.1369863,-0.995024876,-8.710217755
1488,2806,981,947,938,937,929,950,1005,-34,-9,-1,-8,21,55,-3.465851172,-0.950369588,-0.106609808,-0.853788687,2.260495156,5.789473684
1489,2474,1037,1175,1176,1146,1079,1091,996,138,1,-30,-67,12,-95,13.30761813,0.085106383,-2.551020408,-5.846422339,1.112140871,-8.707607699
1490,1653,650,687,728,704,713,690,690,37,41,-24,9,-23,0,5.692307692,5.96797671,-3.296703297,1.278409091,-3.225806452,0
1491,1761,974,874,871,975,999,1028,1048,-100,-3,104,24,29,20,-10.26694045,-0.343249428,11.94029851,2.461538462,2.902902903,1.945525292
1492,32,3068,3003,3157,3164,3298,3495,3470,-65,154,7,134,197,-25,-2.118644068,5.128205128,0.22172949,4.235145386,5.973317162,-0.715307582
