,County,Value_measure_1,Value_measure_2,Difference
696,728,219500.0,210900.0,-8600.0
697,1407,187000.0,155700.0,-31300.0
698,2687,124200.0,139700.0,15500.0
699,2841,79700.0,92900.0,13200.0
700,896,257000.0,261600.0,4600.0
701,626,158700.0,161400.0,2700.0
702,1925,119800.0,127300.0,7500.0
703,1502,107900.0,108600.0,700.0
704,2049,114429.0,95812.0,-18617.0
705,572,90700.0,87200.0,-3500.0
706,1385,183800.0,170700.0,-13100.0
707,720,134600.0,131400.0,-3200.0
708,880,88500.0,92300.0,3800.0
709,1455,132000.0,169100.0,37100.0
710,1388,133600.0,168400.0,34800.0
711,1002,256100.0,248000.0,-8100.0
712,1440,76700.0,72900.0,-3800.0
713,1808,120700.0,120700.0,0.0
714,2490,88300.0,83000.0,-5300.0
715,2551,86100.0,85700.0,-400.0
716,1733,154700.0,116800.0,-37900.0
717,1137,55500.0,74900.0,19400.0
718,406,138500.0,140900.0,2400.0
719,584,106000.0,106000.0,0.0
720,530,138500.0,128300.0,-10200.0
721,1589,48700.0,70400.0,21700.0
722,2921,94100.0,99700.0,5600.0
723,2062,62600.0,71500.0,8900.0
724,465,139900.0,127200.0,-12700.0
725,988,101400.0,95400.0,-6000.0
726,933,121400.0,111000.0,-10400.0
727,1644,127300.0,131300.0,4000.0
728,671,76900.0,83600.0,6700.0
729,1919,288800.0,274800.0,-14000.0
730,1986,67300.0,75900.0,8600.0
731,1227,114300.0,114300.0,0.0
732,2671,104600.0,91100.0,-13500.0
733,601,169100.0,156700.0,-12400.0
734,254,137593.0,138050.0,457.0
735,1447,81200.0,84700.0,3500.0
736,1883,224600.0,198900.0,-25700.0
737,104,139400.0,145000.0,5600.0
738,474,97400.0,94000.0,-3400.0
739,1123,40500.0,41200.0,700.0
740,1328,116600.0,121700.0,5100.0
741,2063,99000.0,90400.0,-8600.0
742,1527,162200.0,164100.0,1900.0
743,2305,56680.0,60435.0,3755.0
744,1320,166200.0,182700.0,16500.0
745,693,76100.0,85200.0,9100.0
746,1193,123600.0,120400.0,-3200.0
747,1922,128500.0,126200.0,-2300.0
748,993,313300.0,292800.0,-20500.0
749,1174,158000.0,170900.0,12900.0
750,1584,131500.0,116100.0,-15400.0
751,2021,61800.0,66300.0,4500.0
752,560,74500.0,66900.0,-7600.0
753,735,74900.0,69100.0,-5800.0
754,1269,142500.0,143400.0,900.0
755,538,108200.0,129700.0,21500.0
756,510,99400.0,100600.0,1200.0
757,1228,198200.0,216800.0,18600.0
758,1136,182800.0,168100.0,-14700.0
759,49,119700.0,116500.0,-3200.0
760,1209,131300.0,130700.0,-600.0
761,103,174500.0,170900.0,-3600.0
762,265,229900.0,235000.0,5100.0
763,293,172800.0,140400.0,-32400.0
764,1441,143000.0,143100.0,100.0
765,562,176600.0,192700.0,16100.0
766,1577,138600.0,120400.0,-18200.0
767,457,111400.0,114400.0,3000.0
768,1988,75600.0,77500.0,1900.0
769,372,244300.0,233500.0,-10800.0
770,1740,104600.0,90600.0,-14000.0
771,2041,80800.0,64900.0,-15900.0
772,2192,60900.0,62600.0,1700.0
773,356,121800.0,122700.0,900.0
774,780,80700.0,88300.0,7600.0
775,1780,75700.0,77800.0,2100.0
776,1504,115900.0,127000.0,11100.0
777,178,261900.0,240000.0,-21900.0
778,1149,31700.0,36800.0,5100.0
779,338,138800.0,139000.0,200.0
780,2919,57200.0,51600.0,-5600.0
781,1714,204100.0,193100.0,-11000.0
782,1157,129800.0,148200.0,18400.0
783,1619,123400.0,123000.0,-400.0
784,1264,129330.0,105098.0,-24232.0
785,1459,82400.0,90000.0,7600.0
786,476,70300.0,81400.0,11100.0
787,605,178400.0,167000.0,-11400.0
788,1797,125200.0,119700.0,-5500.0
789,41,230600.0,206700.0,-23900.0
790,1678,95300.0,107000.0,11700.0
791,224,271100.0,287200.0,16100.0
792,1492,90300.0,92500.0,2200.0
793,1285,175200.0,205800.0,30600.0
794,535,114500.0,105400.0,-9100.0
795,2252,72500.0,62800.0,-9700.0
796,1555,98261.0,109021.0,10760.0
797,354,185100.0,182500.0,-2600.0
798,1759,73200.0,76700.0,3500.0
799,1409,120700.0,116000.0,-4700.0
800,1298,147100.0,153500.0,6400.0
801,1622,103000.0,96400.0,-6600.0
802,25,206300.0,226300.0,20000.0
803,148,199000.0,189000.0,-10000.0
804,1252,140700.0,139500.0,-1200.0
805,1981,98783.0,94966.0,-3817.0
806,1534,79300.0,75700.0,-3600.0
807,812,98300.0,102300.0,4000.0
808,1710,75200.0,74800.0,-400.0
809,563,77800.0,66700.0,-11100.0
810,500,84500.0,87600.0,3100.0
811,1274,114200.0,110900.0,-3300.0
812,2627,76600.0,56100.0,-20500.0
813,850,63300.0,68800.0,5500.0
814,1176,79600.0,80700.0,1100.0
815,653,84200.0,85300.0,1100.0
816,1366,104700.0,86700.0,-18000.0
817,1670,67600.0,72900.0,5300.0
818,1163,142000.0,152800.0,10800.0
819,1202,224700.0,230800.0,6100.0
820,1552,96900.0,99000.0,2100.0
821,1242,86758.0,76313.0,-10445.0
822,796,97300.0,96700.0,-600.0
823,2218,71400.0,87300.0,15900.0
824,618,148400.0,148200.0,-200.0
825,31,474200.0,573200.0,99000.0
826,887,283700.0,322300.0,38600.0
827,1524,170400.0,189800.0,19400.0
828,883,112100.0,93400.0,-18700.0
829,619,77200.0,79200.0,2000.0
830,166,159000.0,150200.0,-8800.0
831,769,72803.0,77720.0,4917.0
832,367,143700.0,122500.0,-21200.0
833,1304,117000.0,111100.0,-5900.0
834,2251,176600.0,144700.0,-31900.0
835,2395,61358.0,67651.0,6293.0
836,2212,71400.0,83500.0,12100.0
837,1398,93100.0,75000.0,-18100.0
838,157,390900.0,408600.0,17700.0
839,1610,93900.0,97300.0,3400.0
840,1861,145600.0,163400.0,17800.0
841,67,330300.0,304300.0,-26000.0
842,1015,40537.0,40635.0,98.0
843,299,230900.0,216400.0,-14500.0
844,972,158620.0,190616.0,31996.0
845,2679,68300.0,64900.0,-3400.0
846,1881,81400.0,88100.0,6700.0
847,418,87000.0,82500.0,-4500.0
848,311,374200.0,353400.0,-20800.0
849,631,108900.0,110400.0,1500.0
850,1641,86800.0,82000.0,-4800.0
851,1695,73755.0,75700.0,1945.0
852,531,97600.0,88900.0,-8700.0
853,1430,88200.0,99100.0,10900.0
854,2478,76700.0,85800.0,9100.0
855,1917,126500.0,147400.0,20900.0
856,236,128800.0,146100.0,17300.0
857,732,82000.0,87000.0,5000.0
858,1309,141500.0,156000.0,14500.0
859,407,92062.0,98334.0,6272.0
860,1223,103700.0,99100.0,-4600.0
861,938,278400.0,279500.0,1100.0
862,1467,94900.0,104700.0,9800.0
863,1786,61800.0,61200.0,-600.0
864,973,127200.0,137300.0,10100.0
865,865,131200.0,132000.0,800.0
866,261,154400.0,154000.0,-400.0
867,1556,194300.0,195800.0,1500.0
868,1731,82200.0,80200.0,-2000.0
869,1438,100900.0,112600.0,11700.0
870,713,149700.0,152600.0,2900.0
871,437,310800.0,282100.0,-28700.0
872,1667,231700.0,228900.0,-2800.0
873,638,111200.0,123700.0,12500.0
874,2214,88100.0,73200.0,-14900.0
875,567,89752.0,87767.0,-1985.0
876,1530,83300.0,71500.0,-11800.0
877,1478,139200.0,144600.0,5400.0
878,1590,94700.0,107500.0,12800.0
879,2314,73500.0,77200.0,3700.0
880,2699,52900.0,61400.0,8500.0
881,1282,97800.0,99000.0,1200.0
882,1181,116400.0,102600.0,-13800.0
883,1305,135500.0,96400.0,-39100.0
884,691,171400.0,166400.0,-5000.0
885,761,68500.0,73400.0,4900.0
886,829,51600.0,49600.0,-2000.0
887,205,213300.0,227600.0,14300.0
888,2336,60400.0,63700.0,3300.0
889,2298,88000.0,110700.0,22700.0
890,485,298900.0,284900.0,-14000.0
891,1942,118600.0,102600.0,-16000.0
892,729,104400.0,107700.0,3300.0
893,759,118000.0,133900.0,15900.0
894,1334,99400.0,100400.0,1000.0
895,2266,91900.0,84200.0,-7700.0
896,849,125700.0,114200.0,-11500.0
897,1658,70500.0,86700.0,16200.0
898,2236,61200.0,80500.0,19300.0
899,1718,63700.0,65400.0,1700.0
900,2673,77900.0,79700.0,1800.0
901,66,111400.0,98300.0,-13100.0
902,445,58618.0,54549.0,-4069.0
903,86,233300.0,317800.0,84500.0
904,2102,110478.0,95195.0,-15283.0
905,1777,156900.0,171700.0,14800.0
906,1624,50800.0,63900.0,13100.0
907,1708,80300.0,88700.0,8400.0
908,1874,118500.0,114300.0,-4200.0
909,57,124100.0,130900.0,6800.0
910,1197,140400.0,127600.0,-12800.0
911,194,155500.0,142900.0,-12600.0
912,2894,73428.0,78113.0,4685.0
913,2000,120300.0,150300.0,30000.0
914,334,110200.0,124500.0,14300.0
915,2615,36100.0,40300.0,4200.0
916,895,163000.0,165600.0,2600.0
917,636,71700.0,83800.0,12100.0
918,582,106700.0,110900.0,4200.0
919,1238,83400.0,78400.0,-5000.0
920,793,287900.0,282200.0,-5700.0
921,423,162900.0,161800.0,-1100.0
922,566,189600.0,196600.0,7000.0
923,1744,92300.0,91100.0,-1200.0
924,1828,132400.0,136000.0,3600.0
925,1825,96600.0,113800.0,17200.0
926,607,129800.0,130400.0,600.0
927,2014,68800.0,78800.0,10000.0
928,1826,124400.0,112800.0,-11600.0
929,1791,66800.0,76000.0,9200.0
930,308,164500.0,188900.0,24400.0
931,1306,122400.0,133500.0,11100.0
932,1187,203600.0,217700.0,14100.0
933,1516,143000.0,157700.0,14700.0
934,2690,73800.0,77900.0,4100.0
935,1885,75900.0,76600.0,700.0
936,276,125300.0,130800.0,5500.0
937,2388,211000.0,223600.0,12600.0
938,241,142200.0,145000.0,2800.0
939,1743,127300.0,114000.0,-13300.0
940,1450,86100.0,71600.0,-14500.0
941,2497,45700.0,56200.0,10500.0
942,428,205900.0,199700.0,-6200.0
943,2870,151300.0,135400.0,-15900.0
944,1720,308800.0,352700.0,43900.0
945,827,93300.0,90200.0,-3100.0
946,852,130200.0,133200.0,3000.0
947,1239,117900.0,124100.0,6200.0
948,1901,68500.0,74500.0,6000.0
949,974,138900.0,130500.0,-8400.0
950,221,89300.0,91100.0,1800.0
951,669,133100.0,136500.0,3400.0
952,1190,207100.0,189700.0,-17400.0
953,2142,202400.0,194800.0,-7600.0
954,1339,124600.0,108400.0,-16200.0
955,2848,55600.0,69200.0,13600.0
956,483,406500.0,471600.0,65100.0
957,360,132000.0,142000.0,10000.0
958,624,54100.0,54300.0,200.0
959,1501,216600.0,232300.0,15700.0
960,1337,209900.0,199700.0,-10200.0
961,1689,247300.0,289300.0,42000.0
962,323,116500.0,129100.0,12600.0
963,246,154800.0,135500.0,-19300.0
964,252,170400.0,179700.0,9300.0
965,922,199400.0,185800.0,-13600.0
966,1184,119200.0,139000.0,19800.0
967,247,194300.0,180100.0,-14200.0
968,260,127600.0,125400.0,-2200.0
969,44,146200.0,176600.0,30400.0
970,1532,155100.0,177100.0,22000.0
971,518,102200.0,103900.0,1700.0
972,2313,227000.0,249300.0,22300.0
973,917,120100.0,118200.0,-1900.0
974,2630,61700.0,63200.0,1500.0
975,866,238900.0,244700.0,5800.0
976,978,192100.0,167800.0,-24300.0
977,11,355600.0,427500.0,71900.0
978,998,90100.0,101800.0,11700.0
979,274,163000.0,165900.0,2900.0
980,5,471500.0,625500.0,154000.0
981,176,260200.0,258300.0,-1900.0
982,687,223600.0,227400.0,3800.0
983,489,144200.0,129600.0,-14600.0
984,2026,80200.0,94800.0,14600.0
985,1862,151900.0,149900.0,-2000.0
986,1513,62400.0,63900.0,1500.0
987,705,56300.0,64800.0,8500.0
988,696,203500.0,192100.0,-11400.0
989,522,88700.0,112000.0,23300.0
990,111,142100.0,146000.0,3900.0
991,2524,259000.0,305000.0,46000.0
992,2525,80500.0,78000.0,-2500.0
993,1307,220300.0,211000.0,-9300.0
994,1411,126400.0,129500.0,3100.0
995,339,131700.0,144700.0,13000.0
996,918,140200.0,131944.0,-8256.0
997,583,335700.0,343900.0,8200.0
998,1342,123300.0,115800.0,-7500.0
999,1338,108900.0,93900.0,-15000.0
1000,2701,80900.0,74200.0,-6700.0
1001,197,120700.0,108500.0,-12200.0
1002,1663,108400.0,110800.0,2400.0
1003,1247,152100.0,162600.0,10500.0
1004,1548,170100.0,182900.0,12800.0
1005,1370,135900.0,115300.0,-20600.0
1006,1640,136100.0,139000.0,2900.0
1007,499,174200.0,175100.0,900.0
1008,2466,172100.0,172300.0,200.0
1009,1218,146900.0,159000.0,12100.0
1010,1177,224700.0,207900.0,-16800.0
1011,95,127200.0,121300.0,-5900.0
1012,1061,122900.0,134700.0,11800.0
1013,1741,225800.0,226900.0,1100.0
1014,187,134300.0,124200.0,-10100.0
1015,1884,104400.0,90300.0,-14100.0
1016,1498,148300.0,159100.0,10800.0
1017,858,209000.0,206700.0,-2300.0
1018,1870,103000.0,129000.0,26000.0
1019,159,133400.0,149300.0,15900.0
1020,88,183000.0,177800.0,-5200.0
1021,449,131500.0,128100.0,-3400.0
1022,1050,250400.0,210500.0,-39900.0
1023,133,210300.0,215800.0,5500.0
1024,1994,82900.0,80800.0,-2100.0
1025,1387,115400.0,132000.0,16600.0
1026,1379,189500.0,205300.0,15800.0
1027,151,220000.0,281500.0,61500.0
1028,989,123600.0,124100.0,500.0
1029,745,165900.0,130600.0,-35300.0
1030,1638,179500.0,201400.0,21900.0
1031,1054,47600.0,56600.0,9000.0
1032,397,101600.0,108300.0,6700.0
1033,2482,60300.0,58000.0,-2300.0
1034,1980,92000.0,92400.0,400.0
1035,1539,85100.0,87400.0,2300.0
1036,486,82000.0,84100.0,2100.0
1037,2249,72400.0,86300.0,13900.0
1038,1557,74400.0,70200.0,-4200.0
1039,1627,79600.0,79900.0,300.0
1040,2703,85900.0,89000.0,3100.0
1041,511,82500.0,79900.0,-2600.0
1042,401,82500.0,86900.0,4400.0
1043,1814,169892.0,190062.0,20170.0
1044,1598,70900.0,76700.0,5800.0
1045,817,138500.0,153900.0,15400.0
1046,590,59700.0,62400.0,2700.0
1047,2165,112600.0,107500.0,-5100.0
1048,1417,147100.0,147400.0,300.0
1049,303,164600.0,150100.0,-14500.0
1050,289,171000.0,160800.0,-10200.0
1051,2590,42700.0,42700.0,0.0
1052,1183,141900.0,183800.0,41900.0
1053,1750,141400.0,136400.0,-5000.0
1054,739,72900.0,75700.0,2800.0
1055,1395,128800.0,119300.0,-9500.0
1056,541,111100.0,102300.0,-8800.0
1057,2505,102300.0,112600.0,10300.0
1058,136,186800.0,165100.0,-21700.0
1059,1974,149700.0,171000.0,21300.0
1060,1364,93700.0,95000.0,1300.0
1061,533,98100.0,81700.0,-16400.0
1062,1226,162400.0,149100.0,-13300.0
1063,2088,89600.0,100400.0,10800.0
1064,1606,110319.0,103317.0,-7002.0
1065,1471,178500.0,203700.0,25200.0
1066,2713,93700.0,97900.0,4200.0
1067,823,88000.0,101100.0,13100.0
1068,3094,58300.0,64400.0,6100.0
1069,453,167800.0,162600.0,-5200.0
1070,169,126400.0,119300.0,-7100.0
1071,1470,120854.0,103435.0,-17419.0
1072,245,128700.0,224400.0,95700.0
1073,1397,132200.0,133300.0,1100.0
1074,1822,68600.0,81300.0,12700.0
1075,2621,54400.0,101500.0,47100.0
1076,1805,73022.0,83731.0,10709.0
1077,2169,125700.0,148400.0,22700.0
1078,750,190483.0,189401.0,-1082.0
1079,571,138600.0,137200.0,-1400.0
1080,2694,97100.0,102100.0,5000.0
1081,1869,137700.0,142900.0,5200.0
1082,440,142103.0,154460.0,12357.0
1083,734,104600.0,130200.0,25600.0
1084,1859,175500.0,169300.0,-6200.0
1085,753,67700.0,63200.0,-4500.0
1086,628,229200.0,206900.0,-22300.0
1087,1691,87400.0,86400.0,-1000.0
1088,803,100000.0,101400.0,1400.0
1089,1889,185000.0,197500.0,12500.0
1090,1249,127900.0,132800.0,4900.0
1091,2133,74900.0,59200.0,-15700.0
1092,332,164400.0,164800.0,400.0
1093,222,269900.0,241200.0,-28700.0
1094,2337,82300.0,106700.0,24400.0
1095,1984,91000.0,82300.0,-8700.0
1096,1324,143800.0,142300.0,-1500.0
1097,1266,147900.0,202700.0,54800.0
1098,2098,79700.0,86100.0,6400.0
1099,495,110600.0,118400.0,7800.0
1100,1871,171800.0,197400.0,25600.0
1101,878,99300.0,106200.0,6900.0
1102,1727,72200.0,72500.0,300.0
1103,632,95700.0,100900.0,5200.0
1104,675,131900.0,133200.0,1300.0
1105,1936,131800.0,147700.0,15900.0
1106,480,108900.0,122400.0,13500.0
1107,150,121100.0,116800.0,-4300.0
1108,2261,273500.0,253200.0,-20300.0
1109,1,387400.0,488000.0,100600.0
1110,608,156900.0,160400.0,3500.0
1111,146,377700.0,442400.0,64700.0
1112,762,191900.0,184700.0,-7200.0
1113,1350,133200.0,120400.0,-12800.0
1114,1481,101600.0,121200.0,19600.0
1115,1224,97300.0,109500.0,12200.0
1116,2755,72500.0,84000.0,11500.0
1117,107,89800.0,81500.0,-8300.0
1118,1730,163600.0,166700.0,3100.0
1119,141,99300.0,91500.0,-7800.0
1120,335,110600.0,135300.0,24700.0
1121,452,123100.0,122000.0,-1100.0
1122,1685,89300.0,83800.0,-5500.0
1123,2485,119272.0,109500.0,-9772.0
1124,578,155100.0,162500.0,7400.0
1125,1173,107800.0,130400.0,22600.0
1126,2292,70000.0,47400.0,-22600.0
1127,1345,104100.0,72600.0,-31500.0
1128,2096,86700.0,99100.0,12400.0
1129,755,170000.0,155700.0,-14300.0
1130,890,65300.0,75600.0,10300.0
1131,1542,60700.0,61200.0,500.0
1132,277,146700.0,190700.0,44000.0
1133,138,156700.0,148100.0,-8600.0
1134,986,105800.0,97500.0,-8300.0
1135,2074,57540.0,55507.0,-2033.0
1136,1754,114100.0,108500.0,-5600.0
1137,987,127200.0,154100.0,26900.0
1138,1637,164600.0,183300.0,18700.0
1139,1230,113400.0,102300.0,-11100.0
1140,1317,79500.0,66200.0,-13300.0
1141,426,130100.0,129700.0,-400.0
1142,2704,45000.0,44700.0,-300.0
1143,1952,69300.0,70100.0,800.0
1144,1373,190800.0,203400.0,12600.0
1145,1975,173500.0,179700.0,6200.0
1146,913,163100.0,167500.0,4400.0
1147,746,108200.0,134700.0,26500.0
1148,463,108100.0,116400.0,8300.0
1149,658,123700.0,130100.0,6400.0
1150,381,96200.0,91100.0,-5100.0
1151,2307,77500.0,91800.0,14300.0
1152,1028,182200.0,179200.0,-3000.0
1153,885,96000.0,99400.0,3400.0
1154,181,74700.0,69600.0,-5100.0
1155,785,126300.0,123000.0,-3300.0
1156,1006,175900.0,255600.0,79700.0
1157,1211,169800.0,200800.0,31000.0
1158,1806,98600.0,95300.0,-3300.0
1159,431,105300.0,119000.0,13700.0
1160,302,120700.0,118300.0,-2400.0
1161,2,169200.0,207900.0,38700.0
1162,174,715800.0,943200.0,227400.0
1163,676,90200.0,90900.0,700.0
1164,1909,79169.0,86733.0,7564.0
1165,1210,122000.0,110400.0,-11600.0
1166,760,118800.0,127100.0,8300.0
1167,1171,103000.0,100700.0,-2300.0
1168,929,83000.0,89900.0,6900.0
1169,1739,80500.0,88500.0,8000.0
1170,2195,91500.0,92900.0,1400.0
1171,487,76500.0,74000.0,-2500.0
1172,145,179000.0,178900.0,-100.0
1173,1752,80900.0,85100.0,4200.0
1174,2350,84600.0,98700.0,14100.0
1175,1494,72700.0,84200.0,11500.0
1176,945,151900.0,175600.0,23700.0
1177,1453,100100.0,119200.0,19100.0
1178,1608,88900.0,90000.0,1100.0
1179,1551,105400.0,113100.0,7700.0
1180,1719,78300.0,78700.0,400.0
1181,2174,87200.0,75600.0,-11600.0
1182,983,60586.0,62255.0,1669.0
1183,1725,90500.0,98200.0,7700.0
1184,1297,176800.0,200200.0,23400.0
1185,2352,71100.0,64600.0,-6500.0
1186,911,82800.0,86500.0,3700.0
1187,1742,81300.0,90400.0,9100.0
1188,523,201700.0,190900.0,-10800.0
1189,269,450700.0,498000.0,47300.0
1190,1404,124600.0,131900.0,7300.0
1191,2167,89800.0,107400.0,17600.0
1192,683,91800.0,88800.0,-3000.0
1193,748,123600.0,131500.0,7900.0
1194,1460,122100.0,108500.0,-13600.0
1195,763,46800.0,50000.0,3200.0
1196,2215,88100.0,84900.0,-3200.0
1197,640,107200.0,106000.0,-1200.0
1198,1838,85600.0,83700.0,-1900.0
1199,1215,199600.0,174700.0,-24900.0
1200,2710,66500.0,96500.0,30000.0
1201,920,67300.0,65800.0,-1500.0
1202,656,52500.0,60600.0,8100.0
1203,2164,161100.0,133800.0,-27300.0
1204,1277,145900.0,146100.0,200.0
1205,2681,87500.0,153500.0,66000.0
1206,1243,94700.0,103800.0,9100.0
1207,731,151800.0,140800.0,-11000.0
1208,1520,86800.0,92100.0,5300.0
1209,1779,63300.0,63100.0,-200.0
1210,2033,122800.0,121700.0,-1100.0
1211,806,102400.0,109800.0,7400.0
1212,36,161500.0,172500.0,11000.0
1213,773,105552.0,101719.0,-3833.0
1214,1586,80600.0,84300.0,3700.0
1215,238,159200.0,165900.0,6700.0
1216,1559,123500.0,148100.0,24600.0
1217,872,134200.0,127500.0,-6700.0
1218,1956,108100.0,111700.0,3600.0
1219,2641,116680.0,129536.0,12856.0
1220,414,264200.0,285200.0,21000.0
1221,171,111200.0,181600.0,70400.0
1222,1850,109900.0,109500.0,-400.0
1223,130,244700.0,215600.0,-29100.0
1224,688,103400.0,129500.0,26100.0
1225,333,85900.0,96600.0,10700.0
1226,1836,81800.0,72300.0,-9500.0
1227,1296,208400.0,200200.0,-8200.0
1228,284,210900.0,181700.0,-29200.0
1229,2018,72000.0,68300.0,-3700.0
1230,1703,157400.0,161900.0,4500.0
1231,361,111800.0,113200.0,1400.0
1232,1158,172600.0,220700.0,48100.0
1233,248,290400.0,272900.0,-17500.0
1234,17,361600.0,430600.0,69000.0
1235,46,307300.0,277900.0,-29400.0
1236,1058,255200.0,222100.0,-33100.0
1237,1393,111900.0,116700.0,4800.0
1238,1312,146300.0,202800.0,56500.0
1239,623,106500.0,85000.0,-21500.0
1240,2203,66200.0,75300.0,9100.0
1241,833,120200.0,141600.0,21400.0
1242,655,84700.0,86500.0,1800.0
1243,1804,108900.0,112300.0,3400.0
1244,996,138800.0,144400.0,5600.0
1245,2942,74262.0,81147.0,6885.0
1246,33,148000.0,129200.0,-18800.0
1247,2445,117600.0,136400.0,18800.0
1248,2242,90300.0,105000.0,14700.0
1249,1278,141900.0,159400.0,17500.0
1250,1933,63319.0,71629.0,8310.0
1251,1349,243700.0,247900.0,4200.0
1252,2368,51200.0,56500.0,5300.0
1253,118,114200.0,92100.0,-22100.0
1254,1022,174600.0,146300.0,-28300.0
1255,213,145800.0,156500.0,10700.0
1256,2845,91400.0,98100.0,6700.0
1257,68,370300.0,363600.0,-6700.0
1258,1008,416692.0,413009.0,-3683.0
1259,386,149600.0,172200.0,22600.0
1260,2717,80300.0,78100.0,-2200.0
1261,1431,383000.0,454400.0,71400.0
1262,1773,153200.0,157300.0,4100.0
1263,1698,172800.0,179800.0,7000.0
1264,1310,131900.0,146300.0,14400.0
1265,1290,106800.0,120300.0,13500.0
1266,2477,87800.0,75700.0,-12100.0
1267,55,123400.0,126200.0,2800.0
1268,240,165000.0,123200.0,-41800.0
1269,1573,89900.0,93800.0,3900.0
1270,2072,81800.0,89200.0,7400.0
1271,1472,68000.0,64600.0,-3400.0
1272,116,332400.0,433800.0,101400.0
1273,840,190000.0,183400.0,-6600.0
1274,188,99900.0,76700.0,-23200.0
1275,1064,60000.0,68000.0,8000.0
1276,1729,56300.0,49300.0,-7000.0
1277,1630,97000.0,98000.0,1000.0
1278,1772,118800.0,104800.0,-14000.0
1279,30,377600.0,413900.0,36300.0
1280,815,89000.0,78200.0,-10800.0
1281,592,97800.0,90000.0,-7800.0
1282,85,92000.0,82500.0,-9500.0
1283,50,270800.0,269800.0,-1000.0
1284,1275,132200.0,137000.0,4800.0
1285,1195,174300.0,206100.0,31800.0
1286,1375,181600.0,182300.0,700.0
1287,944,136661.0,158949.0,22288.0
1288,682,198300.0,184900.0,-13400.0
1289,413,184800.0,177300.0,-7500.0
1290,2039,70900.0,74200.0,3300.0
1291,1892,168200.0,159300.0,-8900.0
1292,1664,70100.0,78000.0,7900.0
1293,1446,127600.0,127100.0,-500.0
1294,1837,83000.0,73900.0,-9100.0
1295,2539,334800.0,290600.0,-44200.0
1296,97,414100.0,399200.0,-14900.0
1297,2317,62300.0,64200.0,1900.0
1298,1693,142200.0,159000.0,16800.0
1299,1675,110900.0,92500.0,-18400.0
1300,2483,128100.0,198300.0,70200.0
1301,700,89400.0,83300.0,-6100.0
1302,2480,70900.0,69600.0,-1300.0
1303,58,248600.0,302500.0,53900.0
1304,1616,100700.0,97600.0,-3100.0
1305,1026,59400.0,56300.0,-3100.0
1306,662,119100.0,126300.0,7200.0
1307,1262,106200.0,84400.0,-21800.0
1308,1276,82800.0,87100.0,4300.0
1309,419,93200.0,93300.0,100.0
1310,470,65800.0,60900.0,-4900.0
1311,1073,1170800.0,1335400.0,164600.0
1312,297,444200.0,542400.0,98200.0
1313,388,116587.0,109215.0,-7372.0
1314,1429,209500.0,212100.0,2600.0
1315,21,406600.0,428500.0,21900.0
1316,2475,90700.0,101700.0,11000.0
1317,1421,176700.0,190400.0,13700.0
1318,351,160400.0,148300.0,-12100.0
1319,1544,73800.0,77900.0,4100.0
1320,657,112700.0,116900.0,4200.0
1321,999,190800.0,169900.0,-20900.0
1322,2186,92600.0,96100.0,3500.0
1323,3003,72982.0,62577.0,-10405.0
1324,1088,53900.0,50300.0,-3600.0
1325,378,345800.0,358400.0,12600.0
1326,82,221400.0,197500.0,-23900.0
1327,207,198700.0,189400.0,-9300.0
1328,43,220200.0,193500.0,-26700.0
1329,941,216200.0,219500.0,3300.0
1330,164,232800.0,211400.0,-21400.0
1331,14,924000.0,1238800.0,314800.0
1332,1538,75600.0,67700.0,-7900.0
1333,718,84900.0,81800.0,-3100.0
1334,230,187900.0,154700.0,-33200.0
1335,427,310900.0,311800.0,900.0
1336,1363,104300.0,113600.0,9300.0
1337,1007,80300.0,105300.0,25000.0
1338,2665,81100.0,82500.0,1400.0
1339,2297,69900.0,83800.0,13900.0
1340,1621,152000.0,172600.0,20600.0
1341,195,97300.0,107100.0,9800.0
1342,3027,117959.0,121753.0,3794.0
1343,1547,79900.0,89200.0,9300.0
1344,2286,44000.0,57400.0,13400.0
1345,180,183600.0,159800.0,-23800.0
1346,64,342100.0,408600.0,66500.0
1347,152,200200.0,175600.0,-24600.0
1348,391,73400.0,75000.0,1600.0
1349,1208,118300.0,128900.0,10600.0
1350,649,130179.0,133144.0,2965.0
1351,2640,72200.0,90500.0,18300.0
1352,1164,139400.0,193600.0,54200.0
1353,1716,64000.0,64400.0,400.0
1354,77,276100.0,244600.0,-31500.0
1355,1771,78500.0,79900.0,1400.0
1356,1702,227727.0,235892.0,8165.0
1357,459,146200.0,134200.0,-12000.0
1358,1636,117000.0,121000.0,4000.0
1359,1932,130100.0,120400.0,-9700.0
1360,1126,116700.0,103700.0,-13000.0
1361,2171,80900.0,89400.0,8500.0
1362,1267,168600.0,178500.0,9900.0
1363,685,147600.0,151300.0,3700.0
1364,1614,111500.0,104300.0,-7200.0
1365,60,104600.0,111000.0,6400.0
1366,694,50500.0,51400.0,900.0
1367,1546,154300.0,162700.0,8400.0
1368,527,223300.0,236100.0,12800.0
1369,287,161200.0,169600.0,8400.0
1370,2960,112300.0,119400.0,7100.0
1371,185,103100.0,107100.0,4000.0
1372,1655,138300.0,136700.0,-1600.0
1373,102,121300.0,122700.0,1400.0
1374,1271,154000.0,129800.0,-24200.0
1375,346,136700.0,144800.0,8100.0
1376,4,489500.0,610700.0,121200.0
1377,1165,158100.0,170800.0,12700.0
1378,1995,69000.0,77500.0,8500.0
